market_ticker,series_ticker,timestamp_s,datetime_utc,trade_open_cents,trade_high_cents,trade_low_cents,trade_close_cents,yes_bid_open_cents,yes_bid_high_cents,yes_bid_low_cents,yes_bid_close_cents,yes_ask_open_cents,yes_ask_high_cents,yes_ask_low_cents,yes_ask_close_cents,volume,open_interest
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377260,2025-04-23T03:01:00+00:00,,,,,84,84,0,81,100,100,88,89,0,0
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377320,2025-04-23T03:02:00+00:00,,,,,81,81,76,77,89,93,84,84,0,0
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377380,2025-04-23T03:03:00+00:00,,,,,77,80,77,77,84,85,84,84,0,0
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377440,2025-04-23T03:04:00+00:00,,,,,77,80,77,80,84,84,83,83,0,0
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377500,2025-04-23T03:05:00+00:00,83.0,83.0,82.0,82.0,80,83,80,81,83,84,82,82,244,244
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377560,2025-04-23T03:06:00+00:00,,,,,81,81,77,77,82,82,81,81,0,244
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377620,2025-04-23T03:07:00+00:00,79.0,82.0,79.0,82.0,77,79,76,78,81,82,81,82,142,364
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377680,2025-04-23T03:08:00+00:00,82.0,82.0,82.0,82.0,78,82,76,82,82,83,82,83,13,377
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377740,2025-04-23T03:09:00+00:00,,,,,82,82,82,82,83,87,83,87,0,377
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377800,2025-04-23T03:10:00+00:00,,,,,82,82,82,82,87,87,85,85,0,377
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377860,2025-04-23T03:11:00+00:00,,,,,82,82,82,82,85,85,83,83,0,377
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377920,2025-04-23T03:12:00+00:00,85.0,85.0,85.0,85.0,82,82,80,80,83,87,83,84,87,464
KXBTCD-25APR2300-T92499.99,KXBTCD,1745377980,2025-04-23T03:13:00+00:00,85.0,85.0,77.0,77.0,80,80,77,77,84,85,80,80,26,474
KXBTCD-25APR2300-T92499.99,KXBTCD,1745378040,2025-04-23T03:14:00+00:00,,,,,77,77,75,75,80,80,79,79,0,474
KXBTCD-25APR2300-T92499.99,KXBTCD,1745378100,2025-04-23T03:15:00+00:00,,,,,75,77,74,76,79,80,78,80,0,474
KXBTCD-25APR2300-T92499.99,KXBTCD,1745378160,2025-04-23T03:16:00+00:00,,,,,76,77,75,77,80,80,80,80,0,474
KXBTCD-25APR2300-T92499.99,KXBTCD,1745378220,2025-04-23T03:17:00+00:00,80.0,80.0,80.0,80.0,77,80,76,78,80,83,80,83,49,523
