trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,kalshi_outcome_target,pnl_cents
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T102499.99,102499.99,1747170000,1747094400,1260.00,BUY_YES,0.8042,80,1,1,20
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T106499.99,106499.99,1747170000,1747094400,1260.00,BUY_NO,0.1118,88,1,0,12
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T105499.99,105499.99,1747170000,1747094400,1260.00,BUY_NO,0.1922,80,1,0,20
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T104999.99,104999.99,1747170000,1747094400,1260.00,BUY_NO,0.2283,77,1,0,23
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T104499.99,104499.99,1747170000,1747094400,1260.00,BUY_NO,0.3047,69,1,1,-69
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T103999.99,103999.99,1747170000,1747094400,1260.00,BUY_NO,0.3869,61,1,1,-61
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T102999.99,102999.99,1747170000,1747094400,1260.00,BUY_YES,0.6807,68,1,1,32
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T105999.99,105999.99,1747170000,1747094400,1260.00,BUY_NO,0.1484,85,1,0,15
2025-05-13T00:00:00+00:00,KXBTCD-25MAY1317-T106999.99,106999.99,1747170000,1747094400,1260.00,BUY_NO,0.0932,90,1,0,10
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T103499.99,103499.99,1747098000,1747094460,59.00,BUY_NO,0.0328,96,1,0,4
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T106499.99,106499.99,1747170000,1747094460,1259.00,BUY_NO,0.1119,88,1,0,12
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T102999.99,102999.99,1747170000,1747094460,1259.00,BUY_YES,0.6807,68,1,1,32
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T104749.99,104749.99,1747098000,1747094460,59.00,BUY_NO,0.0637,93,1,0,7
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T102999.99,102999.99,1747098000,1747094460,59.00,BUY_NO,0.2931,70,1,0,30
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T100249.99,100249.99,1747098000,1747094460,59.00,BUY_YES,0.9742,97,1,1,3
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T104499.99,104499.99,1747098000,1747094460,59.00,BUY_NO,0.0612,93,1,0,7
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T100499.99,100499.99,1747098000,1747094460,59.00,BUY_YES,0.9728,97,1,1,3
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T101249.99,101249.99,1747098000,1747094460,59.00,BUY_YES,0.9694,96,1,1,4
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T103999.99,103999.99,1747098000,1747094460,59.00,BUY_NO,0.0572,94,1,0,6
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T103999.99,103999.99,1747170000,1747094460,1259.00,BUY_NO,0.3870,61,1,1,-61
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T102749.99,102749.99,1747098000,1747094460,59.00,BUY_YES,0.7273,72,1,0,-72
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T105499.99,105499.99,1747170000,1747094460,1259.00,BUY_NO,0.1741,82,1,0,18
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T101499.99,101499.99,1747098000,1747094460,59.00,BUY_YES,0.9685,96,1,1,4
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T106999.99,106999.99,1747170000,1747094460,1259.00,BUY_NO,0.0933,90,1,0,10
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T102499.99,102499.99,1747170000,1747094460,1259.00,BUY_YES,0.8042,80,1,1,20
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T104999.99,104999.99,1747170000,1747094460,1259.00,BUY_NO,0.2262,77,1,0,23
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T105249.99,105249.99,1747098000,1747094460,59.00,BUY_NO,0.0702,92,1,0,8
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T102499.99,102499.99,1747098000,1747094460,59.00,BUY_YES,0.9392,93,1,0,-93
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T104999.99,104999.99,1747098000,1747094460,59.00,BUY_NO,0.0667,93,1,0,7
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1317-T104499.99,104499.99,1747170000,1747094460,1259.00,BUY_NO,0.3048,69,1,1,-69
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T100749.99,100749.99,1747098000,1747094460,59.00,BUY_YES,0.9716,97,1,1,3
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T103749.99,103749.99,1747098000,1747094460,59.00,BUY_NO,0.0286,97,1,0,3
2025-05-13T00:01:00+00:00,KXBTCD-25MAY1221-T103249.99,103249.99,1747098000,1747094460,59.00,BUY_NO,0.1090,89,1,0,11
