trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,kalshi_outcome_target,pnl_cents
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T102999.99,102999.99,1747256400,1747180800,1260.00,BUY_YES,0.9102,91,1,1,9
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T102499.99,102499.99,1747256400,1747180800,1260.00,BUY_YES,0.9397,93,1,1,7
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T101499.99,101499.99,1747256400,1747180800,1260.00,BUY_YES,0.9690,96,1,1,4
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T105499.99,105499.99,1747256400,1747180800,1260.00,BUY_NO,0.3624,63,1,0,37
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T103499.99,103499.99,1747256400,1747180800,1260.00,BUY_YES,0.8542,85,1,1,15
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T100999.99,100999.99,1747256400,1747180800,1260.00,BUY_YES,0.9761,97,1,1,3
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T103999.99,103999.99,1747256400,1747180800,1260.00,BUY_YES,0.7587,75,1,0,-75
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T104499.99,104499.99,1747256400,1747180800,1260.00,BUY_YES,0.6177,61,1,0,-61
2025-05-14T00:00:00+00:00,KXBTCD-25MAY1417-T101999.99,101999.99,1747256400,1747180800,1260.00,BUY_YES,0.9585,95,1,1,5
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T102999.99,102999.99,1747256400,1747180860,1259.00,BUY_YES,0.9097,90,1,1,10
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T106499.99,106499.99,1747184400,1747180860,59.00,BUY_YES,0.7534,75,1,0,-75
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T101999.99,101999.99,1747256400,1747180860,1259.00,BUY_YES,0.9600,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T103999.99,103999.99,1747256400,1747180860,1259.00,BUY_YES,0.7465,74,1,0,-74
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T104749.99,104749.99,1747184400,1747180860,59.00,BUY_NO,0.0651,93,1,0,7
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T103749.99,103749.99,1747184400,1747180860,59.00,BUY_YES,0.9327,93,1,1,7
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T102249.99,102249.99,1747184400,1747180860,59.00,BUY_YES,0.9668,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T104999.99,104999.99,1747184400,1747180860,59.00,BUY_NO,0.0579,94,1,0,6
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T101999.99,101999.99,1747184400,1747180860,59.00,BUY_YES,0.9676,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T105999.99,105999.99,1747184400,1747180860,59.00,BUY_NO,0.0695,93,1,0,7
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T106249.99,106249.99,1747184400,1747180860,59.00,BUY_YES,0.7407,74,1,0,-74
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T103499.99,103499.99,1747184400,1747180860,59.00,BUY_YES,0.9619,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T104249.99,104249.99,1747184400,1747180860,59.00,BUY_NO,0.3672,63,1,0,37
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T102749.99,102749.99,1747184400,1747180860,59.00,BUY_YES,0.9656,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T101749.99,101749.99,1747184400,1747180860,59.00,BUY_YES,0.9000,90,1,1,10
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T103999.99,103999.99,1747184400,1747180860,59.00,BUY_YES,0.7659,76,1,0,-76
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T105499.99,105499.99,1747256400,1747180860,1259.00,BUY_NO,0.3481,65,1,0,35
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T102499.99,102499.99,1747184400,1747180860,59.00,BUY_YES,0.9661,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T101499.99,101499.99,1747184400,1747180860,59.00,BUY_YES,0.9034,90,1,1,10
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T103249.99,103249.99,1747184400,1747180860,59.00,BUY_YES,0.9644,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T102499.99,102499.99,1747256400,1747180860,1259.00,BUY_YES,0.9418,94,1,1,6
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T104499.99,104499.99,1747256400,1747180860,1259.00,BUY_YES,0.6129,61,1,0,-61
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T105749.99,105749.99,1747184400,1747180860,59.00,BUY_NO,0.0659,93,1,0,7
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T104499.99,104499.99,1747184400,1747180860,59.00,BUY_NO,0.1116,88,1,0,12
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T105249.99,105249.99,1747184400,1747180860,59.00,BUY_NO,0.0601,93,1,0,7
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T100999.99,100999.99,1747256400,1747180860,1259.00,BUY_YES,0.9772,97,1,1,3
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T102999.99,102999.99,1747184400,1747180860,59.00,BUY_YES,0.9654,96,1,1,4
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T103499.99,103499.99,1747256400,1747180860,1259.00,BUY_YES,0.8482,84,1,1,16
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1417-T101499.99,101499.99,1747256400,1747180860,1259.00,BUY_YES,0.9705,97,1,1,3
2025-05-14T00:01:00+00:00,KXBTCD-25MAY1321-T105499.99,105499.99,1747184400,1747180860,59.00,BUY_NO,0.0628,93,1,0,7
2025-05-14T00:02:00+00:00,KXBTCD-25MAY1417-T105499.99,105499.99,1747256400,1747180920,1258.00,BUY_NO,0.3547,64,1,0,36
