trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,kalshi_outcome_target,pnl_cents
2025-05-10T00:00:00+00:00,KXBTCD-25MAY1017-T102249.99,102249.99,1746910800,1746835200,1260.00,BUY_YES,0.9250,92,1,1,8
2025-05-10T00:00:00+00:00,KXBTCD-25MAY1017-T104249.99,104249.99,1746910800,1746835200,1260.00,BUY_NO,0.1854,81,1,0,19
2025-05-10T00:00:00+00:00,KXBTCD-25MAY1017-T103749.99,103749.99,1746910800,1746835200,1260.00,BUY_NO,0.3231,67,1,0,33
2025-05-10T00:00:00+00:00,KXBTCD-25MAY1017-T101749.99,101749.99,1746910800,1746835200,1260.00,BUY_YES,0.9599,95,1,1,5
2025-05-10T00:01:00+00:00,KXBTCD-25MAY1017-T104749.99,104749.99,1746910800,1746835260,1259.00,BUY_NO,0.0940,90,1,0,10
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T100499.99,100499.99,1746838800,1746835260,59.00,BUY_YES,0.9662,96,1,1,4
2025-05-10T00:01:00+00:00,KXBTCD-25MAY1017-T104249.99,104249.99,1746910800,1746835260,1259.00,BUY_NO,0.1841,81,1,0,19
2025-05-10T00:01:00+00:00,KXBTCD-25MAY1017-T105249.99,105249.99,1746910800,1746835260,1259.00,BUY_NO,0.0546,94,1,0,6
2025-05-10T00:01:00+00:00,KXBTCD-25MAY1017-T103749.99,103749.99,1746910800,1746835260,1259.00,BUY_NO,0.3213,67,1,0,33
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T100749.99,100749.99,1746838800,1746835260,59.00,BUY_YES,0.9645,96,1,1,4
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T103249.99,103249.99,1746838800,1746835260,59.00,BUY_NO,0.0797,92,1,0,8
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T102499.99,102499.99,1746838800,1746835260,59.00,BUY_YES,0.9517,95,1,1,5
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T101999.99,101999.99,1746838800,1746835260,59.00,BUY_YES,0.9583,95,1,1,5
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T105249.99,105249.99,1746838800,1746835260,59.00,BUY_NO,0.1391,86,1,0,14
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T102999.99,102999.99,1746838800,1746835260,59.00,BUY_YES,0.6569,65,1,0,-65
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T101249.99,101249.99,1746838800,1746835260,59.00,BUY_YES,0.9615,96,1,1,4
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T104249.99,104249.99,1746838800,1746835260,59.00,BUY_NO,0.1199,88,1,0,12
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T103999.99,103999.99,1746838800,1746835260,59.00,BUY_NO,0.1168,88,1,0,12
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T103499.99,103499.99,1746838800,1746835260,59.00,BUY_NO,0.1797,82,1,0,18
2025-05-10T00:01:00+00:00,KXBTCD-25MAY0921-T100999.99,100999.99,1746838800,1746835260,59.00,BUY_YES,0.9629,96,1,1,4
2025-05-10T00:01:00+00:00,KXBTCD-25MAY1017-T101249.99,101249.99,1746910800,1746835260,1259.00,BUY_YES,0.9728,97,1,1,3
