trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,kalshi_outcome_target,pnl_cents
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T104249.99,104249.99,1747083600,1747008000,1260.00,BUY_YES,0.6460,64,1,0,-64
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T102249.99,102249.99,1747083600,1747008000,1260.00,BUY_YES,0.9409,94,1,1,6
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T100749.99,100749.99,1747083600,1747008000,1260.00,BUY_YES,0.9703,97,1,1,3
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T101249.99,101249.99,1747083600,1747008000,1260.00,BUY_YES,0.9661,96,1,1,4
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T103249.99,103249.99,1747083600,1747008000,1260.00,BUY_YES,0.8719,87,1,0,-87
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T103749.99,103749.99,1747083600,1747008000,1260.00,BUY_YES,0.8070,80,1,0,-80
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T102749.99,102749.99,1747083600,1747008000,1260.00,BUY_YES,0.9184,91,1,0,-91
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T100249.99,100249.99,1747083600,1747008000,1260.00,BUY_YES,0.9743,97,1,1,3
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T101749.99,101749.99,1747083600,1747008000,1260.00,BUY_YES,0.9586,95,1,1,5
2025-05-12T00:00:00+00:00,KXBTCD-25MAY1217-T99749.99,99749.99,1747083600,1747008000,1260.00,BUY_YES,0.9785,97,1,1,3
2025-05-12T00:01:00+00:00,KXBTCD-25MAY1121-T105749.99,105749.99,1747011600,1747008060,59.00,BUY_NO,0.0681,93,1,0,7
2025-05-12T00:01:00+00:00,KXBTCD-25MAY1121-T102249.99,102249.99,1747011600,1747008060,59.00,BUY_YES,0.9644,96,1,1,4
2025-05-12T00:01:00+00:00,KXBTCD-25MAY1217-T103749.99,103749.99,1747083600,1747008060,1259.00,BUY_YES,0.8089,80,1,0,-80
