trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,kalshi_outcome_target,pnl_cents
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T103999.99,103999.99,1747342800,1747267200,1260.00,BUY_YES,0.6078,60,1,0,-60
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T101499.99,101499.99,1747342800,1747267200,1260.00,BUY_YES,0.9663,96,1,1,4
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T101999.99,101999.99,1747342800,1747267200,1260.00,BUY_YES,0.9503,95,1,1,5
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T102499.99,102499.99,1747342800,1747267200,1260.00,BUY_YES,0.9207,92,1,1,8
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T104999.99,104999.99,1747342800,1747267200,1260.00,BUY_NO,0.3330,66,1,0,34
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T103499.99,103499.99,1747342800,1747267200,1260.00,BUY_YES,0.7523,75,1,0,-75
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T102999.99,102999.99,1747342800,1747267200,1260.00,BUY_YES,0.8629,86,1,1,14
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T100999.99,100999.99,1747342800,1747267200,1260.00,BUY_YES,0.9751,97,1,1,3
2025-05-15T00:00:00+00:00,KXBTCD-25MAY1517-T105499.99,105499.99,1747342800,1747267200,1260.00,BUY_NO,0.2542,74,1,0,26
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1421-T102249.99,102249.99,1747270800,1747267260,59.00,BUY_YES,0.9622,96,1,1,4
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1421-T101749.99,101749.99,1747270800,1747267260,59.00,BUY_YES,0.9638,96,1,1,4
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1517-T101499.99,101499.99,1747342800,1747267260,1259.00,BUY_YES,0.9664,96,1,1,4
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1421-T103499.99,103499.99,1747270800,1747267260,59.00,BUY_YES,0.7254,72,1,1,28
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1517-T103499.99,103499.99,1747342800,1747267260,1259.00,BUY_YES,0.7531,75,1,0,-75
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1421-T101999.99,101999.99,1747270800,1747267260,59.00,BUY_YES,0.9629,96,1,1,4
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1421-T103249.99,103249.99,1747270800,1747267260,59.00,BUY_YES,0.9221,92,1,1,8
2025-05-15T00:01:00+00:00,KXBTCD-25MAY1517-T100999.99,100999.99,1747342800,1747267260,1259.00,BUY_YES,0.9752,97,1,1,3
