trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,kalshi_outcome_target,pnl_cents
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T101999.99,101999.99,1746997200,1746921600,1260.00,BUY_YES,0.9614,96,1,1,4
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T102499.99,102499.99,1746997200,1746921600,1260.00,BUY_YES,0.9578,95,1,1,5
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T106999.99,106999.99,1746997200,1746921600,1260.00,BUY_NO,0.2809,71,1,0,29
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T103999.99,103999.99,1746997200,1746921600,1260.00,BUY_YES,0.9183,91,1,1,9
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T104499.99,104499.99,1746997200,1746921600,1260.00,BUY_YES,0.7410,74,1,0,-74
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T103499.99,103499.99,1746997200,1746921600,1260.00,BUY_YES,0.9049,90,1,1,10
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T102999.99,102999.99,1746997200,1746921600,1260.00,BUY_YES,0.9485,94,1,1,6
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T105999.99,105999.99,1746997200,1746921600,1260.00,BUY_NO,0.3412,65,1,0,35
2025-05-11T00:00:00+00:00,KXBTCD-25MAY1117-T106499.99,106499.99,1746997200,1746921600,1260.00,BUY_NO,0.2797,72,1,0,28
2025-05-11T00:01:00+00:00,KXBTCD-25MAY1021-T102749.99,102749.99,1746925200,1746921660,59.00,BUY_YES,0.9684,96,1,1,4
2025-05-11T00:01:00+00:00,KXBTCD-25MAY1021-T104499.99,104499.99,1746925200,1746921660,59.00,BUY_YES,0.8595,85,1,0,-85
2025-05-11T00:01:00+00:00,KXBTCD-25MAY1021-T104749.99,104749.99,1746925200,1746921660,59.00,BUY_YES,0.6067,60,1,0,-60
