decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_proba_yes,model_prob_chosen_side,kalshi_yes_bid_at_decision_t,kalshi_yes_ask_at_decision_t,executed_trade_action,num_contracts_sim,simulated_entry_price_cents,pnl_cents,actual_market_result,capital_after_trade
2025-05-19T23:06:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7188,,81.0,87.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:07:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7683,,83.0,88.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:08:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7686,,81.0,82.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7035,,80.0,81.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6773,,82.0,83.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6966,,82.0,84.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6958,,79.0,82.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6994,,79.0,81.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6866,,77.0,81.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6839,,78.0,79.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6742,,79.0,80.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7047,,79.0,83.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6652,,75.0,76.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.5412,,67.0,69.0,NO_TRADE,0,,,yes,500.0
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4395,0.5605,67.0,69.0,BUY_NO,26,33.0,-858.0,yes,491.42
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.431,0.569,72.0,74.0,BUY_NO,35,28.0,-980.0,yes,481.62
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.5086,,61.0,66.0,NO_TRADE,0,,,yes,481.62
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4371,0.5629,70.0,71.0,BUY_NO,30,30.0,-900.0,yes,472.62
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4285,0.5715,63.0,69.0,BUY_NO,20,37.0,-740.0,yes,465.22
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4606,,63.0,66.0,NO_TRADE,0,,,yes,465.22
2025-05-19T23:26:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4134,0.5866,62.0,64.0,BUY_NO,20,38.0,-760.0,yes,457.62
2025-05-19T23:27:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.387,0.613,55.0,59.0,BUY_NO,15,45.0,-675.0,yes,450.87
2025-05-19T23:28:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2488,0.7512,50.0,53.0,BUY_NO,22,50.0,-1100.0,yes,439.87
2025-05-19T23:29:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2286,0.7714,49.0,53.0,BUY_NO,23,51.0,-1173.0,yes,428.14
2025-05-19T23:30:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2292,0.7708,49.0,50.0,BUY_NO,22,51.0,-1122.0,yes,416.92
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2069,0.7931,52.0,54.0,BUY_NO,26,48.0,-1248.0,yes,404.44
2025-05-19T23:32:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.1981,0.8019,50.0,55.0,BUY_NO,24,50.0,-1200.0,yes,392.44
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2141,0.7859,59.0,60.0,BUY_NO,30,41.0,-1230.0,yes,380.14
2025-05-19T23:34:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2337,0.7663,60.0,64.0,BUY_NO,29,40.0,-1160.0,yes,368.54
2025-05-19T23:35:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.3507,0.6493,63.0,68.0,BUY_NO,22,37.0,-814.0,yes,360.4
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.3692,0.6308,55.0,60.0,BUY_NO,13,45.0,-585.0,yes,354.55
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2629,0.7371,52.0,56.0,BUY_NO,18,48.0,-864.0,yes,345.91
2025-05-19T23:38:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.2677,0.7323,55.0,59.0,BUY_NO,19,45.0,-855.0,yes,337.36
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.3345,0.6655,58.0,64.0,BUY_NO,16,42.0,-672.0,yes,330.64
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.3844,0.6156,61.0,62.0,BUY_NO,15,39.0,-585.0,yes,324.79
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4202,0.5798,84.0,86.0,BUY_NO,50,16.0,-800.0,yes,316.79
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6472,,68.0,72.0,NO_TRADE,0,,,yes,316.79
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4024,0.5976,61.0,66.0,BUY_NO,13,39.0,-507.0,yes,311.72
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4102,0.5898,69.0,73.0,BUY_NO,20,31.0,-620.0,yes,305.52
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.4541,,83.0,86.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6536,,87.0,92.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7297,,85.0,91.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7075,,87.0,93.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.7065,,87.0,88.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6874,,90.0,91.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.777,,97.0,98.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.8383,,97.0,,NO_TRADE,0,,,yes,305.52
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6524,,99.0,,NO_TRADE,0,,,yes,305.52
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.6055,,98.0,,NO_TRADE,0,,,yes,305.52
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.5707,,94.0,97.0,NO_TRADE,0,,,yes,305.52
2025-05-19T23:08:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.4872,,51.0,57.0,NO_TRADE,0,,,no,305.52
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2435,0.7565,50.0,56.0,BUY_NO,15,50.0,750.0,no,313.02
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2285,0.7715,51.0,56.0,BUY_NO,17,49.0,867.0,no,321.69
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2388,0.7612,49.0,55.0,BUY_NO,16,51.0,784.0,no,329.53
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1486,0.8514,43.0,50.0,BUY_NO,18,57.0,774.0,no,337.27
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.101,0.899,40.0,48.0,BUY_NO,21,60.0,840.0,no,345.67
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1287,0.8713,39.0,45.0,BUY_NO,18,61.0,702.0,no,352.69
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1261,0.8739,35.0,42.0,BUY_NO,17,65.0,595.0,no,358.64
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1665,0.8335,38.0,42.0,BUY_NO,16,62.0,608.0,no,364.72
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1644,0.8356,37.0,42.0,BUY_NO,16,63.0,592.0,no,370.64
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1442,0.8558,25.0,33.0,BUY_NO,10,75.0,250.0,no,373.14
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1939,0.8061,28.0,29.0,BUY_NO,7,72.0,196.0,no,375.1
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1828,0.8172,27.0,29.0,BUY_NO,8,73.0,216.0,no,377.26
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1747,0.8253,31.0,32.0,BUY_NO,11,69.0,341.0,no,380.67
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1943,,23.0,24.0,NO_TRADE,0,,,no,380.67
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1235,0.8765,27.0,28.0,BUY_NO,14,73.0,378.0,no,384.45
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1512,0.8488,22.0,24.0,BUY_NO,7,78.0,154.0,no,385.99
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1311,0.8689,19.0,21.0,BUY_NO,7,81.0,133.0,no,387.32
2025-05-19T23:26:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1274,0.8726,18.0,19.0,BUY_NO,6,82.0,108.0,no,388.4
2025-05-19T23:27:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1002,,14.0,15.0,NO_TRADE,0,,,no,388.4
2025-05-19T23:28:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0706,,9.0,13.0,NO_TRADE,0,,,no,388.4
2025-05-19T23:29:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.069,,9.0,13.0,NO_TRADE,0,,,no,388.4
2025-05-19T23:30:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0643,,11.0,13.0,NO_TRADE,0,,,no,388.4
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0761,,9.0,11.0,NO_TRADE,0,,,no,388.4
2025-05-19T23:32:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.061,,9.0,11.0,NO_TRADE,0,,,no,388.4
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0625,0.9375,12.0,17.0,BUY_NO,10,88.0,120.0,no,389.6
2025-05-19T23:34:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0674,0.9326,12.0,16.0,BUY_NO,9,88.0,108.0,no,390.68
2025-05-19T23:35:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0708,0.9292,14.0,18.0,BUY_NO,11,86.0,154.0,no,392.22
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0583,0.9417,11.0,12.0,BUY_NO,10,89.0,110.0,no,393.32
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0512,,10.0,12.0,NO_TRADE,0,,,no,393.32
2025-05-19T23:38:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0416,0.9584,11.0,12.0,BUY_NO,13,89.0,143.0,no,394.75
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0603,,11.0,12.0,NO_TRADE,0,,,no,394.75
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0601,,11.0,12.0,NO_TRADE,0,,,no,394.75
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0921,0.9079,27.0,28.0,BUY_NO,17,73.0,459.0,no,399.34
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1251,,15.0,19.0,NO_TRADE,0,,,no,399.34
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0532,0.9468,11.0,14.0,BUY_NO,11,89.0,121.0,no,400.55
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0437,0.9563,13.0,15.0,BUY_NO,15,87.0,195.0,no,402.5
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0924,0.9076,23.0,26.0,BUY_NO,15,77.0,345.0,no,405.95
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1103,0.8897,30.0,31.0,BUY_NO,18,70.0,540.0,no,411.35
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1539,0.8461,25.0,28.0,BUY_NO,10,75.0,250.0,no,413.85
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1287,0.8713,20.0,24.0,BUY_NO,9,80.0,180.0,no,415.65
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0928,,12.0,16.0,NO_TRADE,0,,,no,415.65
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.108,,14.0,17.0,NO_TRADE,0,,,no,415.65
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1028,0.8972,28.0,33.0,BUY_NO,18,72.0,504.0,no,420.69
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1418,0.8582,28.0,33.0,BUY_NO,14,72.0,392.0,no,424.61
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1454,0.8546,32.0,37.0,BUY_NO,17,68.0,544.0,no,430.05
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1672,,11.0,15.0,NO_TRADE,0,,,no,430.05
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.0898,,4.0,7.0,NO_TRADE,0,,,no,430.05
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.3313,,27.0,29.0,NO_TRADE,0,,,no,430.05
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.116,0.884,28.0,29.0,BUY_NO,17,72.0,476.0,no,434.81
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1118,0.8882,25.0,29.0,BUY_NO,16,75.0,400.0,no,438.81
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0901,0.9099,20.0,25.0,BUY_NO,15,80.0,300.0,no,441.81
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0447,0.9553,23.0,25.0,BUY_NO,23,77.0,529.0,no,447.1
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0568,0.9432,17.0,23.0,BUY_NO,17,83.0,289.0,no,449.99
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.053,0.947,16.0,21.0,BUY_NO,17,84.0,272.0,no,452.71
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0351,0.9649,14.0,20.0,BUY_NO,19,86.0,266.0,no,455.37
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0414,0.9586,13.0,16.0,BUY_NO,17,87.0,221.0,no,457.58
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0508,,8.0,15.0,NO_TRADE,0,,,no,457.58
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0398,,7.0,13.0,NO_TRADE,0,,,no,457.58
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0366,,7.0,8.0,NO_TRADE,0,,,no,457.58
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0274,0.9726,8.0,13.0,BUY_NO,16,92.0,128.0,no,458.86
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0438,,5.0,11.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0303,,5.0,11.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0261,,5.0,11.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0275,,5.0,6.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:26:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0158,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:27:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0215,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:28:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.011,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:29:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0054,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:30:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.007,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0047,,2.0,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:32:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0088,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0095,,2.0,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:34:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0098,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:35:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0047,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0093,,2.0,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0079,,1.0,3.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:38:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0106,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0072,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0072,,1.0,3.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0076,,,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1745,,,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2251,,,3.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2208,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2897,,,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.3022,,3.0,6.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0099,,3.0,6.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0118,,1.0,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0067,,1.0,5.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.007,,1.0,4.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0074,,,3.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1744,,,1.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2018,,,1.0,NO_TRADE,0,,,no,458.86
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2036,,,,NO_TRADE,0,,,no,458.86
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2883,,,,NO_TRADE,0,,,no,458.86
2025-05-20T18:02:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3353,0.6647,40.0,48.0,BUY_NO,6,60.0,240.0,no,461.26
2025-05-20T18:03:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.0804,0.9196,46.0,49.0,BUY_NO,35,54.0,1610.0,no,477.36
2025-05-20T18:04:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1115,0.8885,53.0,56.0,BUY_NO,40,47.0,2120.0,no,498.56
2025-05-20T18:05:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.2058,0.7942,53.0,56.0,BUY_NO,32,47.0,1696.0,no,515.52
2025-05-20T18:06:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.2434,0.7566,51.0,58.0,BUY_NO,27,49.0,1377.0,no,529.29
2025-05-20T18:07:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3203,0.6797,66.0,69.0,BUY_NO,40,34.0,2640.0,no,555.69
2025-05-20T18:08:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3457,0.6543,58.0,61.0,BUY_NO,26,42.0,1508.0,no,570.77
2025-05-20T18:09:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.2714,0.7286,65.0,67.0,BUY_NO,47,35.0,3055.0,no,601.32
2025-05-20T18:10:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3452,0.6548,61.0,64.0,BUY_NO,33,39.0,2013.0,no,621.45
2025-05-20T18:11:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3668,0.6332,70.0,73.0,BUY_NO,49,30.0,3430.0,no,655.75
2025-05-20T18:12:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.4547,,66.0,69.0,NO_TRADE,0,,,no,655.75
2025-05-20T18:13:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.4224,0.5776,71.0,76.0,BUY_NO,45,29.0,3195.0,no,687.7
2025-05-20T18:14:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.4694,,70.0,72.0,NO_TRADE,0,,,no,687.7
2025-05-20T18:15:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.4105,0.5895,56.0,58.0,BUY_NO,20,44.0,1120.0,no,698.9
2025-05-20T18:16:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3121,0.6879,62.0,65.0,BUY_NO,45,38.0,2790.0,no,726.8
