decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_proba_yes,model_prob_chosen_side,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,executed_trade_action,num_contracts_sim,simulated_entry_price_cents,pnl_cents,actual_market_result,capital_after_trade
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.8888,0.8888,61.0,62.0,BUY_YES,45,62.0,1710.0,yes,808.87
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9668,,84.0,86.0,NO_TRADE,0,,,yes,808.87
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9308,0.9308,68.0,72.0,BUY_YES,42,72.0,1176.0,yes,820.63
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9251,0.9251,61.0,66.0,BUY_YES,48,66.0,1632.0,yes,836.95
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9412,0.9412,69.0,73.0,BUY_YES,44,73.0,1188.0,yes,848.83
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9792,,83.0,86.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9791,,87.0,92.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9787,,85.0,91.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9842,,87.0,93.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9856,,87.0,88.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9884,,90.0,91.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9916,,97.0,98.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.8321,,97.0,,NO_TRADE,0,,,yes,848.83
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.8391,,99.0,,NO_TRADE,0,,,yes,848.83
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.8446,,98.0,,NO_TRADE,0,,,yes,848.83
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,0.9925,,94.0,97.0,NO_TRADE,0,,,yes,848.83
2025-05-19T23:08:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.8264,0.8264,51.0,57.0,BUY_YES,44,57.0,-2508.0,no,823.75
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.8148,0.8148,50.0,56.0,BUY_YES,42,56.0,-2352.0,no,800.23
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.8374,0.8374,51.0,56.0,BUY_YES,45,56.0,-2520.0,no,775.03
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.8061,0.8061,49.0,55.0,BUY_YES,40,55.0,-2200.0,no,753.03
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.75,0.75,43.0,50.0,BUY_YES,37,50.0,-1850.0,no,734.53
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.7199,0.7199,40.0,48.0,BUY_YES,35,48.0,-1680.0,no,717.73
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.6908,0.6908,39.0,45.0,BUY_YES,34,45.0,-1530.0,no,702.43
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.6317,0.6317,35.0,42.0,BUY_YES,30,42.0,-1260.0,no,689.83
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.6287,0.6287,38.0,42.0,BUY_YES,29,42.0,-1218.0,no,677.65
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.6109,,37.0,42.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.4548,,25.0,33.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.4563,,28.0,29.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.428,,27.0,29.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.4758,,31.0,32.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3238,,23.0,24.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3956,,27.0,28.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3211,,22.0,24.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3072,,19.0,21.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:26:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2531,,18.0,19.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:27:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2259,,14.0,15.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:28:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1682,,9.0,13.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:29:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1585,,9.0,13.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:30:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1627,,11.0,13.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1416,,9.0,11.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:32:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1393,,9.0,11.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1701,,12.0,17.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:34:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1707,,12.0,16.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:35:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1907,,14.0,18.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1567,,11.0,12.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1637,,10.0,12.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:38:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1582,,11.0,12.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.164,,11.0,12.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1526,,11.0,12.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3136,,27.0,28.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2003,,15.0,19.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1848,,11.0,14.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1833,,13.0,15.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3316,,23.0,26.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3571,,30.0,31.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3221,,25.0,28.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2943,,20.0,24.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2318,,12.0,16.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2507,,14.0,17.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3818,,28.0,33.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.3718,,28.0,33.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.4305,,32.0,37.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.2047,,11.0,15.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,0.1845,,4.0,7.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.3951,,27.0,29.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.432,,28.0,29.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.3753,,25.0,29.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2905,,20.0,25.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.3358,,23.0,25.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2702,,17.0,23.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2518,,16.0,21.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.2122,,14.0,20.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.206,,13.0,16.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1576,,8.0,15.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1434,,7.0,13.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1303,,7.0,8.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.137,,8.0,13.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1083,,5.0,11.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1169,,5.0,11.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.111,,5.0,11.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1088,,5.0,6.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:26:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1612,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:27:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1588,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:28:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1506,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:29:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1465,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:30:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1481,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0838,,2.0,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:32:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1475,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0896,,2.0,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:34:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1554,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:35:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1571,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0872,,2.0,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.082,,1.0,3.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:38:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1458,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1458,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0789,,1.0,3.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1563,,,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1538,,,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1473,,,3.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.152,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.158,,,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.093,,3.0,6.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0959,,3.0,6.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0927,,1.0,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0886,,1.0,5.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.0832,,1.0,4.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.153,,,3.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1514,,,1.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1542,,,1.0,NO_TRADE,0,,,no,677.65
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1507,,,,NO_TRADE,0,,,no,677.65
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,0.1444,,,,NO_TRADE,0,,,no,677.65
2025-05-20T18:02:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.6747,,40.0,48.0,NO_TRADE,0,,,no,677.65
2025-05-20T18:03:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.7452,0.7452,46.0,49.0,BUY_YES,34,49.0,-1666.0,no,660.99
2025-05-20T18:04:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.8199,0.8199,53.0,56.0,BUY_YES,34,56.0,-1904.0,no,641.95
2025-05-20T18:05:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.8251,0.8251,53.0,56.0,BUY_YES,34,56.0,-1904.0,no,622.91
2025-05-20T18:06:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.8016,0.8016,51.0,58.0,BUY_YES,28,58.0,-1624.0,no,606.67
2025-05-20T18:07:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9153,0.9153,66.0,69.0,BUY_YES,31,69.0,-2139.0,no,585.28
2025-05-20T18:08:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.8787,0.8787,58.0,61.0,BUY_YES,33,61.0,-2013.0,no,565.15
2025-05-20T18:09:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9218,0.9218,65.0,67.0,BUY_YES,32,67.0,-2144.0,no,543.71
2025-05-20T18:10:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.8971,0.8971,61.0,64.0,BUY_YES,30,64.0,-1920.0,no,524.51
2025-05-20T18:11:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9512,0.9512,70.0,73.0,BUY_YES,29,73.0,-2117.0,no,503.34
2025-05-20T18:12:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9238,0.9238,66.0,69.0,BUY_YES,27,69.0,-1863.0,no,484.71
2025-05-20T18:13:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9558,,71.0,76.0,NO_TRADE,0,,,no,484.71
2025-05-20T18:14:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9445,0.9445,70.0,72.0,BUY_YES,26,72.0,-1872.0,no,465.99
2025-05-20T18:15:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9021,0.9021,56.0,58.0,BUY_YES,30,58.0,-1740.0,no,448.59
2025-05-20T18:16:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.9184,0.9184,62.0,65.0,BUY_YES,26,65.0,-1690.0,no,431.69
2025-05-20T18:17:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.7615,0.7615,41.0,44.0,BUY_YES,28,44.0,-1232.0,no,419.37
2025-05-20T18:18:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.7631,0.7631,40.0,48.0,BUY_YES,23,48.0,-1104.0,no,408.33
2025-05-20T18:19:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.7338,0.7338,46.0,50.0,BUY_YES,19,50.0,-950.0,no,398.83
2025-05-20T18:20:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.7874,0.7874,47.0,51.0,BUY_YES,22,51.0,-1122.0,no,387.61
2025-05-20T18:21:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.684,0.684,44.0,48.0,BUY_YES,15,48.0,-720.0,no,380.41
2025-05-20T18:22:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.4222,,23.0,28.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:23:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3308,,17.0,21.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:24:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3575,,22.0,26.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:25:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3391,,23.0,25.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:26:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.4525,,36.0,37.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:27:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3563,,27.0,30.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:28:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.3057,,18.0,22.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:29:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1644,,8.0,14.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:30:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1698,,7.0,12.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:31:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1166,,5.0,11.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:32:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.129,,8.0,14.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:33:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1185,,9.0,12.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:34:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.186,,14.0,22.0,NO_TRADE,0,,,no,380.41
2025-05-20T18:35:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,0.1751,,13.0,17.0,NO_TRADE,0,,,no,380.41
