1747353600000000,103763.71000000,103777.78000000,103723.22000000,103723.22000000,6.60149000,1747353659999999,684997.01025300,1594,1.48985000,154602.19727870,0
1747353660000000,103723.22000000,103739.28000000,103655.16000000,103739.28000000,11.17204000,1747353719999999,1158419.82037070,3951,4.53030000,469749.74810090,0
1747353720000000,103739.28000000,103789.00000000,103739.27000000,103746.87000000,42.99916000,1747353779999999,4462271.97786520,4213,20.82909000,2161493.32133110,0
1747353780000000,103746.86000000,103808.54000000,103717.65000000,103808.54000000,12.07541000,1747353839999999,1253017.16139760,4767,5.38140000,558385.52082170,0
1747353840000000,103808.54000000,103841.28000000,103796.49000000,103827.17000000,13.86791000,1747353899999999,1439771.33729140,4574,7.25987000,753696.43920290,0
1747353900000000,103827.17000000,103881.54000000,103809.52000000,103881.53000000,7.47500000,1747353959999999,776215.78293600,2611,4.96243000,515340.36689550,0
1747353960000000,103881.53000000,103881.54000000,103746.03000000,103760.00000000,13.76195000,1747354019999999,1428510.14295640,7236,2.52005000,261474.24498160,0
1747354020000000,103759.99000000,103821.14000000,103737.93000000,103821.13000000,12.27633000,1747354079999999,1273882.97814260,4483,5.37127000,557370.31346700,0
1747354080000000,103821.13000000,103852.97000000,103800.24000000,103852.96000000,5.93672000,1747354139999999,616409.80975950,3342,2.86239000,297204.64126740,0
1747354140000000,103852.96000000,103852.97000000,103760.17000000,103760.17000000,8.06775000,1747354199999999,837489.24029030,4565,0.96406000,100041.31005030,0
1747354200000000,103760.17000000,103775.56000000,103714.28000000,103763.38000000,6.49539000,1747354259999999,673825.23151930,4137,2.79084000,289514.42201940,0
1747354260000000,103763.39000000,103859.96000000,103763.39000000,103851.95000000,6.17293000,1747354319999999,640835.97963850,3416,4.05135000,420557.17593250,0
1747354320000000,103851.94000000,103891.81000000,103841.26000000,103841.26000000,10.95895000,1747354379999999,1138283.35040760,2750,6.60116000,685614.04809520,0
1747354380000000,103841.26000000,103861.08000000,103829.66000000,103841.26000000,4.33567000,1747354439999999,450258.15379410,2123,2.90824000,302025.26133640,0
1747354440000000,103841.26000000,103936.89000000,103841.26000000,103930.00000000,20.12987000,1747354499999999,2091753.55615870,3500,16.02722000,1665391.98384500,0
1747354500000000,103930.01000000,103960.00000000,103880.47000000,103880.47000000,12.00990000,1747354559999999,1248089.05633350,5324,5.97579000,621020.91372020,0
1747354560000000,103880.47000000,103907.68000000,103837.98000000,103861.94000000,16.72582000,1747354619999999,1737204.40971990,4401,4.62852000,480730.74794630,0
1747354620000000,103861.94000000,103932.29000000,103857.45000000,103932.29000000,7.14443000,1747354679999999,742258.97746260,2458,4.58197000,476064.60800890,0
1747354680000000,103932.28000000,103932.29000000,103904.76000000,103904.76000000,5.65055000,1747354739999999,587191.68039890,1366,2.08821000,216994.21578730,0
1747354740000000,103904.76000000,103948.01000000,103904.76000000,103948.01000000,5.71030000,1747354799999999,593479.93993810,1591,4.57145000,475108.52079060,0
1747354800000000,103948.01000000,103986.98000000,103910.89000000,103910.89000000,16.93127000,1747354859999999,1759981.26399110,4503,8.98570000,934033.57186250,0
1747354860000000,103910.90000000,103931.76000000,103910.89000000,103918.06000000,3.57437000,1747354919999999,371443.95151880,1286,2.38442000,247781.04008090,0
1747354920000000,103918.06000000,103918.07000000,103884.28000000,103884.28000000,3.20543000,1747354979999999,333032.34298000,1667,0.27601000,28673.29591140,0
1747354980000000,103884.28000000,103884.28000000,103864.00000000,103864.00000000,2.20899000,1747355039999999,229444.31651370,1567,0.18386000,19097.08204130,0
1747355040000000,103864.01000000,103901.53000000,103864.00000000,103873.01000000,8.17390000,1747355099999999,849117.11433020,2874,5.72325000,594535.47460200,0
1747355100000000,103873.01000000,103873.02000000,103838.96000000,103838.96000000,5.60975000,1747355159999999,582595.91977900,1831,0.59818000,62128.39946390,0
1747355160000000,103838.97000000,103860.00000000,103826.42000000,103860.00000000,23.38108000,1747355219999999,2427913.95334050,2621,3.64234000,378224.30793170,0
1747355220000000,103860.00000000,103860.01000000,103764.00000000,103764.00000000,28.93515000,1747355279999999,3003864.88726960,4449,1.64652000,170987.89437940,0
1747355280000000,103764.00000000,103787.19000000,103750.00000000,103776.03000000,37.39531000,1747355339999999,3880426.02655320,4214,3.42337000,355206.72237020,0
1747355340000000,103776.03000000,103800.00000000,103739.10000000,103742.01000000,23.54796000,1747355399999999,2443624.37966270,5321,2.35067000,243905.81320240,0
1747355400000000,103742.00000000,103778.00000000,103742.00000000,103778.00000000,40.92567000,1747355459999999,4246637.24162050,3448,11.03144000,1144653.14935110,0
1747355460000000,103778.00000000,103894.93000000,103777.99000000,103894.92000000,9.15950000,1747355519999999,950983.04536220,3720,6.99910000,726680.66166560,0
1747355520000000,103894.92000000,103988.96000000,103894.92000000,103976.99000000,33.19509000,1747355579999999,3450194.00701200,2955,27.36988000,2844672.16461150,0
1747355580000000,103976.99000000,103977.00000000,103929.31000000,103929.31000000,6.55413000,1747355639999999,681254.89914250,2121,1.30777000,135926.20311690,0
1747355640000000,103929.31000000,103954.84000000,103926.00000000,103954.58000000,3.96473000,1747355699999999,412061.36731360,1251,3.12088000,324362.46737600,0
1747355700000000,103954.57000000,104033.90000000,103954.57000000,104020.88000000,30.35405000,1747355759999999,3156998.53113500,4921,25.78768000,2681986.41989030,0
1747355760000000,104020.89000000,104020.89000000,103994.83000000,103994.84000000,8.16564000,1747355819999999,849334.65471660,1645,1.94383000,202195.47897690,0
1747355820000000,103994.83000000,103994.84000000,103952.38000000,103952.38000000,4.93894000,1747355879999999,513508.12712350,1795,0.66864000,69510.39962850,0
