decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_proba_yes,model_prob_chosen_side,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,executed_trade_action,num_contracts_sim,simulated_entry_price_cents,pnl_cents,actual_market_result,session_capital_after_trade
2025-05-11T23:13:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5159,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:14:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.515,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:15:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5143,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:16:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5151,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:17:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5143,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:18:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5173,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:19:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5163,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:20:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5157,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:21:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.513,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:22:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5123,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:23:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5111,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:24:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5108,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:25:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5124,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:26:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5161,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:27:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5167,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:28:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5164,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:29:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5169,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:30:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5164,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:31:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5135,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:32:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5119,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:33:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5119,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:34:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5111,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:35:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5123,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:36:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5103,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:37:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5109,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:38:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5128,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:39:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5093,,0.0,16.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:40:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5096,,0.0,10.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:41:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5079,,0.0,4.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:42:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5088,,0.0,14.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:43:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5101,,0.0,14.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:44:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.517,,0.0,12.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:45:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5186,,0.0,6.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:46:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5196,,0.0,2.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:47:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.521,,0.0,12.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:48:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5198,,0.0,10.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:49:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5199,,0.0,8.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:50:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5174,,0.0,6.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:51:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5165,,0.0,2.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:52:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5203,,0.0,12.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:53:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5202,,0.0,8.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:54:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5189,,0.0,4.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:55:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.5178,,0.0,3.0,NO_TRADE,0,,,no,500.0
2025-05-11T23:00:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5279,,,,NO_TRADE,0,,,yes,500.0
2025-05-11T23:01:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5266,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:02:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5286,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:03:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5269,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:04:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5279,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:05:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5193,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:06:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5208,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:07:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5039,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:08:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5026,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:09:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5056,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:10:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5038,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:11:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5011,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:12:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5056,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:13:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5032,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:14:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5023,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:15:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5017,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:16:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5025,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:17:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5017,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:18:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5046,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:19:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5037,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:20:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.503,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:21:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5003,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:22:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4996,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:23:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4985,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:24:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4981,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:25:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4997,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:26:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5034,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:27:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.504,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:28:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5037,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:29:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5042,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:30:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5037,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:31:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5008,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:32:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4992,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:33:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4992,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:34:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4984,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:35:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4997,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:36:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4976,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:37:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4982,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:38:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5001,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:39:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4966,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:40:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4969,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:41:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4952,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:42:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.496,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:43:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4972,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:44:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5036,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:45:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5044,,90.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:46:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5055,,96.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:47:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5056,,98.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:48:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5058,,86.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:49:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5046,,88.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:50:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5007,,90.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:51:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4984,,96.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:52:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5015,,98.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:53:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5022,,88.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:54:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.5025,,92.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:55:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.4995,,94.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:00:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5256,,,,NO_TRADE,0,,,yes,500.0
2025-05-11T23:01:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5243,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:02:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5262,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:03:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5246,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:04:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5256,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:05:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5169,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:06:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5185,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:07:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5016,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:08:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5003,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:09:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5033,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:10:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5015,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:11:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4988,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:12:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5033,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:13:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5009,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:14:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4999,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:15:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4993,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:16:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5001,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:17:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4993,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:18:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5022,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:19:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5013,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:20:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5006,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:21:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.498,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:22:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4973,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:23:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4961,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:24:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4957,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:25:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4974,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:26:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5011,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:27:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5017,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:28:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5014,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:29:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5019,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:30:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5014,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:31:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4985,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:32:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4969,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:33:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4969,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:34:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4961,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:35:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4973,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:36:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4952,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:37:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4959,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:38:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4978,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:39:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4943,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:40:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4946,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:41:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4929,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:42:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4936,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:43:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4948,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:44:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5012,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:45:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5021,,88.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:46:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5032,,94.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:47:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5033,,97.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:48:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5035,,98.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:49:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5026,,86.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:50:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4984,,88.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:51:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4966,,94.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:52:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4981,,97.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:53:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.5004,,86.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:54:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4981,,90.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:55:00+00:00,KXBTCD-25MAY1120-T101999.99,101999.99,0.4978,,92.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:00:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5232,,,,NO_TRADE,0,,,yes,500.0
2025-05-11T23:01:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.522,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:02:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5239,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:03:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5223,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:04:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5232,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:05:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5146,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:06:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5161,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:07:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.4992,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:08:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.4979,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:09:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5009,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:10:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.4992,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:11:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.4964,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:12:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.5009,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:13:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.4985,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:14:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.4976,,84.0,100.0,NO_TRADE,0,,,yes,500.0
2025-05-11T23:15:00+00:00,KXBTCD-25MAY1120-T102249.99,102249.99,0.497,,84.0,100.0,NO_TRADE,0,,,yes,500.0
