decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_proba_yes,model_prob_chosen_side,kalshi_yes_bid_at_decision_t,kalshi_yes_ask_at_decision_t,executed_trade_action,num_contracts_sim,simulated_entry_price_cents,pnl_cents,actual_market_result,session_capital_after_trade
2025-05-11T23:23:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1625,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:24:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1641,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:25:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1656,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:26:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1693,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:27:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.173,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:28:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1713,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:29:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1715,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:30:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1703,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:31:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1661,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:32:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1657,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:33:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1672,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:34:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1671,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:35:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1703,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:36:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1655,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:37:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1671,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:38:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1687,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:39:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1617,,0.0,16.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:40:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1636,,0.0,10.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:41:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1607,,0.0,4.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:42:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1625,,0.0,14.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:43:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1707,,0.0,14.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:44:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1802,,0.0,12.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:45:00+00:00,KXBTCD-25MAY1120-T106249.99,106249.99,0.1793,,0.0,6.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,no,500.0
2025-05-11T23:00:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.7908,,,,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:01:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.7876,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:02:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9765,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:03:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9766,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:04:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9765,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:05:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9773,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:06:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9777,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:07:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9776,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:08:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9773,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:09:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9782,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:10:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9778,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:11:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9753,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:12:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9764,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:13:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.975,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:14:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.975,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:15:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9748,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:16:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9751,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:17:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9754,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:18:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.976,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:19:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9759,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:20:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9758,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:21:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9748,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
2025-05-11T23:22:00+00:00,KXBTCD-25MAY1120-T101749.99,101749.99,0.9751,,84.0,100.0,NO_TRADE_THRESHOLD_NOT_MET,0,,,yes,500.0
