market_ticker,result,event_resolution_time_iso
KXBTCD-25MAY1410-T109999.99,no,
KXBTCD-25MAY1410-T109749.99,no,
KXBTCD-25MAY1410-T109499.99,no,
KXBTCD-25MAY1410-T109249.99,no,
KXBTCD-25MAY1410-T108999.99,no,
KXBTCD-25MAY1410-T108749.99,no,
KXBTCD-25MAY1410-T108499.99,no,
KXBTCD-25MAY1410-T108249.99,no,
KXBTCD-25MAY1410-T107999.99,no,
KXBTCD-25MAY1410-T107749.99,no,
KXBTCD-25MAY1410-T107499.99,no,
KXBTCD-25MAY1410-T107249.99,no,
KXBTCD-25MAY1410-T106999.99,no,
KXBTCD-25MAY1410-T106749.99,no,
KXBTCD-25MAY1410-T106499.99,no,
KXBTCD-25MAY1410-T106249.99,no,
KXBTCD-25MAY1410-T105999.99,no,
KXBTCD-25MAY1410-T105749.99,no,
KXBTCD-25MAY1410-T105499.99,no,
KXBTCD-25MAY1410-T105249.99,no,
KXBTCD-25MAY1410-T104999.99,no,
KXBTCD-25MAY1410-T104749.99,no,
KXBTCD-25MAY1410-T104499.99,no,
KXBTCD-25MAY1410-T104249.99,no,
KXBTCD-25MAY1410-T103999.99,no,
KXBTCD-25MAY1410-T103749.99,yes,
KXBTCD-25MAY1410-T103499.99,yes,
KXBTCD-25MAY1410-T103249.99,yes,
KXBTCD-25MAY1410-T102999.99,yes,
KXBTCD-25MAY1410-T102749.99,yes,
KXBTCD-25MAY1410-T102499.99,yes,
KXBTCD-25MAY1410-T102249.99,yes,
KXBTCD-25MAY1410-T101999.99,yes,
KXBTCD-25MAY1410-T101749.99,yes,
KXBTCD-25MAY1410-T101499.99,yes,
KXBTCD-25MAY1410-T101249.99,yes,
KXBTCD-25MAY1410-T100999.99,yes,
KXBTCD-25MAY1410-T100749.99,yes,
KXBTCD-25MAY1410-T100499.99,yes,
KXBTCD-25MAY1410-T100249.99,yes,
KXBTCD-25MAY1410-T99999.99,yes,
KXBTCD-25MAY1410-T99749.99,yes,
KXBTCD-25MAY1410-T99499.99,yes,
KXBTCD-25MAY1410-T99249.99,yes,
KXBTCD-25MAY1410-T98999.99,yes,
KXBTCD-25MAY1410-T98749.99,yes,
KXBTCD-25MAY1410-T98499.99,yes,
KXBTCD-25MAY1410-T98249.99,yes,
KXBTCD-25MAY1410-T97999.99,yes,
KXBTCD-25MAY1410-T97749.99,yes,
KXBTCD-25MAY1410-T97499.99,yes,
KXBTCD-25MAY1410-T97249.99,yes,
KXBTCD-25MAY1410-T96999.99,yes,
KXBTCD-25MAY1410-T96749.99,yes,
KXBTCD-25MAY1410-T96499.99,yes,
KXBTCD-25MAY1410-T96249.99,yes,
KXBTCD-25MAY1410-T95999.99,yes,
KXBTCD-25MAY1410-T95749.99,yes,
KXBTCD-25MAY1410-T95499.99,yes,
KXBTCD-25MAY1410-T95249.99,yes,
KXBTCD-25MAY1410-T94999.99,yes,
KXBTCD-25MAY1410-T94749.99,yes,
KXBTCD-25MAY1410-T94499.99,yes,
KXBTCD-25MAY1410-T94249.99,yes,
KXBTCD-25MAY1410-T93999.99,yes,
KXBTCD-25MAY1410-T93749.99,yes,
KXBTCD-25MAY1410-T93499.99,yes,
KXBTCD-25MAY1410-T93249.99,yes,
KXBTCD-25MAY1409-T111749.99,no,
KXBTCD-25MAY1409-T111499.99,no,
KXBTCD-25MAY1409-T111249.99,no,
KXBTCD-25MAY1409-T110999.99,no,
KXBTCD-25MAY1409-T110749.99,no,
KXBTCD-25MAY1409-T110499.99,no,
KXBTCD-25MAY1409-T110249.99,no,
KXBTCD-25MAY1409-T109999.99,no,
KXBTCD-25MAY1409-T109749.99,no,
KXBTCD-25MAY1409-T109499.99,no,
KXBTCD-25MAY1409-T109249.99,no,
KXBTCD-25MAY1409-T108999.99,no,
KXBTCD-25MAY1409-T108749.99,no,
KXBTCD-25MAY1409-T108499.99,no,
KXBTCD-25MAY1409-T108249.99,no,
KXBTCD-25MAY1409-T107999.99,no,
KXBTCD-25MAY1409-T107749.99,no,
KXBTCD-25MAY1409-T107499.99,no,
KXBTCD-25MAY1409-T107249.99,no,
KXBTCD-25MAY1409-T106999.99,no,
KXBTCD-25MAY1409-T106749.99,no,
KXBTCD-25MAY1409-T106499.99,no,
KXBTCD-25MAY1409-T106249.99,no,
KXBTCD-25MAY1409-T105999.99,no,
KXBTCD-25MAY1409-T105749.99,no,
KXBTCD-25MAY1409-T105499.99,no,
KXBTCD-25MAY1409-T105249.99,no,
KXBTCD-25MAY1409-T104999.99,no,
KXBTCD-25MAY1409-T104749.99,no,
KXBTCD-25MAY1409-T104499.99,no,
KXBTCD-25MAY1409-T104249.99,no,
KXBTCD-25MAY1409-T103999.99,yes,
KXBTCD-25MAY1409-T103749.99,yes,
KXBTCD-25MAY1409-T103499.99,yes,
KXBTCD-25MAY1409-T99999.99,yes,
KXBTCD-25MAY1409-T99749.99,yes,
KXBTCD-25MAY1409-T99499.99,yes,
KXBTCD-25MAY1409-T103249.99,yes,
KXBTCD-25MAY1409-T102999.99,yes,
KXBTCD-25MAY1409-T102749.99,yes,
KXBTCD-25MAY1409-T102499.99,yes,
KXBTCD-25MAY1409-T102249.99,yes,
KXBTCD-25MAY1409-T101999.99,yes,
KXBTCD-25MAY1409-T101749.99,yes,
KXBTCD-25MAY1409-T101499.99,yes,
KXBTCD-25MAY1409-T101249.99,yes,
KXBTCD-25MAY1409-T100999.99,yes,
KXBTCD-25MAY1409-T100749.99,yes,
KXBTCD-25MAY1409-T100499.99,yes,
KXBTCD-25MAY1409-T100249.99,yes,
KXBTCD-25MAY1409-T99249.99,yes,
KXBTCD-25MAY1409-T98999.99,yes,
KXBTCD-25MAY1409-T98749.99,yes,
KXBTCD-25MAY1409-T98499.99,yes,
KXBTCD-25MAY1409-T98249.99,yes,
KXBTCD-25MAY1409-T97999.99,yes,
KXBTCD-25MAY1409-T97749.99,yes,
KXBTCD-25MAY1409-T97499.99,yes,
KXBTCD-25MAY1409-T97249.99,yes,
KXBTCD-25MAY1409-T96999.99,yes,
KXBTCD-25MAY1409-T96749.99,yes,
KXBTCD-25MAY1409-T96499.99,yes,
KXBTCD-25MAY1409-T96249.99,yes,
KXBTCD-25MAY1409-T95999.99,yes,
KXBTCD-25MAY1409-T95749.99,yes,
KXBTCD-25MAY1409-T95499.99,yes,
KXBTCD-25MAY1409-T95249.99,yes,
KXBTCD-25MAY1409-T94999.99,yes,
KXBTCD-25MAY1409-T94749.99,yes,
KXBTCD-25MAY1409-T94499.99,yes,
KXBTCD-25MAY1409-T94249.99,yes,
KXBTCD-25MAY1409-T93999.99,yes,
KXBTCD-25MAY1409-T93749.99,yes,
KXBTCD-25MAY1409-T93499.99,yes,
KXBTCD-25MAY1409-T93249.99,yes,
KXBTCD-25MAY1400-T113749.99,no,
KXBTCD-25MAY1400-T113499.99,no,
KXBTCD-25MAY1400-T113249.99,no,
KXBTCD-25MAY1400-T112999.99,no,
KXBTCD-25MAY1400-T112749.99,no,
KXBTCD-25MAY1400-T112499.99,no,
KXBTCD-25MAY1400-T112249.99,no,
KXBTCD-25MAY1400-T111999.99,no,
KXBTCD-25MAY1400-T111749.99,no,
KXBTCD-25MAY1400-T111499.99,no,
KXBTCD-25MAY1400-T111249.99,no,
KXBTCD-25MAY1400-T110999.99,no,
KXBTCD-25MAY1400-T110749.99,no,
KXBTCD-25MAY1400-T110499.99,no,
KXBTCD-25MAY1400-T110249.99,no,
KXBTCD-25MAY1400-T109999.99,no,
KXBTCD-25MAY1400-T109749.99,no,
KXBTCD-25MAY1400-T109499.99,no,
KXBTCD-25MAY1400-T109249.99,no,
KXBTCD-25MAY1400-T108999.99,no,
KXBTCD-25MAY1400-T108749.99,no,
KXBTCD-25MAY1400-T108499.99,no,
KXBTCD-25MAY1400-T108249.99,no,
KXBTCD-25MAY1400-T107999.99,no,
KXBTCD-25MAY1400-T107749.99,no,
KXBTCD-25MAY1400-T107499.99,no,
KXBTCD-25MAY1400-T107249.99,no,
KXBTCD-25MAY1400-T106999.99,no,
KXBTCD-25MAY1400-T106749.99,no,
KXBTCD-25MAY1400-T106499.99,no,
KXBTCD-25MAY1400-T106249.99,no,
KXBTCD-25MAY1400-T105999.99,no,
KXBTCD-25MAY1400-T105749.99,no,
KXBTCD-25MAY1400-T105499.99,no,
KXBTCD-25MAY1400-T105249.99,no,
KXBTCD-25MAY1400-T104999.99,no,
KXBTCD-25MAY1400-T104749.99,no,
KXBTCD-25MAY1400-T104499.99,no,
KXBTCD-25MAY1400-T104249.99,no,
KXBTCD-25MAY1400-T103999.99,no,
KXBTCD-25MAY1400-T103749.99,no,
KXBTCD-25MAY1400-T103499.99,yes,
KXBTCD-25MAY1400-T103249.99,yes,
KXBTCD-25MAY1400-T102999.99,yes,
KXBTCD-25MAY1400-T102749.99,yes,
KXBTCD-25MAY1400-T102499.99,yes,
KXBTCD-25MAY1400-T102249.99,yes,
KXBTCD-25MAY1400-T101999.99,yes,
KXBTCD-25MAY1400-T101749.99,yes,
KXBTCD-25MAY1400-T101499.99,yes,
KXBTCD-25MAY1400-T101249.99,yes,
KXBTCD-25MAY1400-T100999.99,yes,
KXBTCD-25MAY1400-T100749.99,yes,
KXBTCD-25MAY1400-T100499.99,yes,
KXBTCD-25MAY1400-T100249.99,yes,
KXBTCD-25MAY1400-T99999.99,yes,
KXBTCD-25MAY1400-T99749.99,yes,
KXBTCD-25MAY1400-T99499.99,yes,
KXBTCD-25MAY1400-T99249.99,yes,
KXBTCD-25MAY1400-T98999.99,yes,
KXBTCD-25MAY1400-T98749.99,yes,
KXBTCD-25MAY1400-T98499.99,yes,
KXBTCD-25MAY1400-T98249.99,yes,
KXBTCD-25MAY1400-T97999.99,yes,
KXBTCD-25MAY1400-T97749.99,yes,
KXBTCD-25MAY1400-T97499.99,yes,
KXBTCD-25MAY1400-T97249.99,yes,
KXBTCD-25MAY1400-T96999.99,yes,
KXBTCD-25MAY1400-T96749.99,yes,
KXBTCD-25MAY1400-T96499.99,yes,
KXBTCD-25MAY1400-T96249.99,yes,
KXBTCD-25MAY1400-T95999.99,yes,
KXBTCD-25MAY1400-T95749.99,yes,
KXBTCD-25MAY1400-T95499.99,yes,
KXBTCD-25MAY1400-T95249.99,yes,
KXBTCD-25MAY1323-T113749.99,no,
KXBTCD-25MAY1323-T113499.99,no,
KXBTCD-25MAY1323-T113249.99,no,
KXBTCD-25MAY1323-T112999.99,no,
KXBTCD-25MAY1323-T112749.99,no,
KXBTCD-25MAY1323-T112499.99,no,
KXBTCD-25MAY1323-T112249.99,no,
KXBTCD-25MAY1323-T111999.99,no,
KXBTCD-25MAY1323-T111749.99,no,
KXBTCD-25MAY1323-T111499.99,no,
KXBTCD-25MAY1323-T111249.99,no,
KXBTCD-25MAY1323-T110999.99,no,
KXBTCD-25MAY1323-T110749.99,no,
KXBTCD-25MAY1323-T110499.99,no,
KXBTCD-25MAY1323-T110249.99,no,
KXBTCD-25MAY1323-T109999.99,no,
KXBTCD-25MAY1323-T109749.99,no,
KXBTCD-25MAY1323-T109499.99,no,
KXBTCD-25MAY1323-T109249.99,no,
KXBTCD-25MAY1323-T108999.99,no,
KXBTCD-25MAY1323-T108749.99,no,
KXBTCD-25MAY1323-T108499.99,no,
KXBTCD-25MAY1323-T108249.99,no,
KXBTCD-25MAY1323-T107999.99,no,
KXBTCD-25MAY1323-T107749.99,no,
KXBTCD-25MAY1323-T107499.99,no,
KXBTCD-25MAY1323-T107249.99,no,
KXBTCD-25MAY1323-T106999.99,no,
KXBTCD-25MAY1323-T106749.99,no,
KXBTCD-25MAY1323-T106499.99,no,
KXBTCD-25MAY1323-T106249.99,no,
KXBTCD-25MAY1323-T105999.99,no,
KXBTCD-25MAY1323-T105749.99,no,
KXBTCD-25MAY1323-T105499.99,no,
KXBTCD-25MAY1323-T105249.99,no,
KXBTCD-25MAY1323-T104999.99,no,
KXBTCD-25MAY1323-T104749.99,no,
KXBTCD-25MAY1323-T104499.99,no,
KXBTCD-25MAY1323-T104249.99,no,
KXBTCD-25MAY1323-T103999.99,no,
KXBTCD-25MAY1323-T103749.99,no,
KXBTCD-25MAY1323-T103499.99,yes,
KXBTCD-25MAY1323-T103249.99,yes,
KXBTCD-25MAY1323-T102999.99,yes,
KXBTCD-25MAY1323-T102749.99,yes,
KXBTCD-25MAY1323-T102499.99,yes,
KXBTCD-25MAY1323-T102249.99,yes,
KXBTCD-25MAY1323-T101999.99,yes,
KXBTCD-25MAY1323-T101749.99,yes,
KXBTCD-25MAY1323-T101499.99,yes,
KXBTCD-25MAY1323-T101249.99,yes,
KXBTCD-25MAY1323-T100999.99,yes,
KXBTCD-25MAY1323-T99999.99,yes,
KXBTCD-25MAY1323-T99749.99,yes,
KXBTCD-25MAY1323-T99499.99,yes,
KXBTCD-25MAY1323-T99249.99,yes,
KXBTCD-25MAY1323-T98999.99,yes,
KXBTCD-25MAY1323-T98749.99,yes,
KXBTCD-25MAY1323-T98499.99,yes,
KXBTCD-25MAY1323-T98249.99,yes,
KXBTCD-25MAY1323-T97999.99,yes,
KXBTCD-25MAY1323-T97749.99,yes,
KXBTCD-25MAY1323-T97499.99,yes,
KXBTCD-25MAY1323-T97249.99,yes,
KXBTCD-25MAY1323-T96999.99,yes,
KXBTCD-25MAY1323-T100749.99,yes,
KXBTCD-25MAY1323-T100499.99,yes,
KXBTCD-25MAY1323-T100249.99,yes,
KXBTCD-25MAY1323-T96749.99,yes,
KXBTCD-25MAY1323-T96499.99,yes,
KXBTCD-25MAY1323-T96249.99,yes,
KXBTCD-25MAY1323-T95999.99,yes,
KXBTCD-25MAY1323-T95749.99,yes,
KXBTCD-25MAY1323-T95499.99,yes,
KXBTCD-25MAY1323-T95249.99,yes,
KXBTCD-25MAY1322-T113749.99,no,
KXBTCD-25MAY1322-T113499.99,no,
KXBTCD-25MAY1322-T113249.99,no,
KXBTCD-25MAY1322-T112999.99,no,
KXBTCD-25MAY1322-T112749.99,no,
KXBTCD-25MAY1322-T112499.99,no,
KXBTCD-25MAY1322-T112249.99,no,
KXBTCD-25MAY1322-T111999.99,no,
KXBTCD-25MAY1322-T111749.99,no,
KXBTCD-25MAY1322-T111499.99,no,
KXBTCD-25MAY1322-T111249.99,no,
KXBTCD-25MAY1322-T110999.99,no,
KXBTCD-25MAY1322-T110749.99,no,
KXBTCD-25MAY1322-T110499.99,no,
KXBTCD-25MAY1322-T110249.99,no,
KXBTCD-25MAY1322-T109999.99,no,
KXBTCD-25MAY1322-T109749.99,no,
KXBTCD-25MAY1322-T109499.99,no,
KXBTCD-25MAY1322-T109249.99,no,
KXBTCD-25MAY1322-T108999.99,no,
KXBTCD-25MAY1322-T108749.99,no,
KXBTCD-25MAY1322-T108499.99,no,
KXBTCD-25MAY1322-T108249.99,no,
KXBTCD-25MAY1322-T107999.99,no,
KXBTCD-25MAY1322-T107749.99,no,
KXBTCD-25MAY1322-T107499.99,no,
KXBTCD-25MAY1322-T107249.99,no,
KXBTCD-25MAY1322-T106999.99,no,
KXBTCD-25MAY1322-T106749.99,no,
KXBTCD-25MAY1322-T106499.99,no,
KXBTCD-25MAY1322-T106249.99,no,
KXBTCD-25MAY1322-T105999.99,no,
KXBTCD-25MAY1322-T105749.99,no,
KXBTCD-25MAY1322-T105499.99,no,
KXBTCD-25MAY1322-T105249.99,no,
KXBTCD-25MAY1322-T104999.99,no,
KXBTCD-25MAY1322-T104749.99,no,
KXBTCD-25MAY1322-T104499.99,no,
KXBTCD-25MAY1322-T104249.99,no,
KXBTCD-25MAY1322-T103999.99,no,
KXBTCD-25MAY1322-T103749.99,yes,
KXBTCD-25MAY1322-T103499.99,yes,
KXBTCD-25MAY1322-T103249.99,yes,
KXBTCD-25MAY1322-T102999.99,yes,
KXBTCD-25MAY1322-T102749.99,yes,
KXBTCD-25MAY1322-T102499.99,yes,
KXBTCD-25MAY1322-T102249.99,yes,
KXBTCD-25MAY1322-T101999.99,yes,
KXBTCD-25MAY1322-T101749.99,yes,
KXBTCD-25MAY1322-T101499.99,yes,
KXBTCD-25MAY1322-T101249.99,yes,
KXBTCD-25MAY1322-T100999.99,yes,
KXBTCD-25MAY1322-T100749.99,yes,
KXBTCD-25MAY1322-T100499.99,yes,
KXBTCD-25MAY1322-T99999.99,yes,
KXBTCD-25MAY1322-T99749.99,yes,
KXBTCD-25MAY1322-T99499.99,yes,
KXBTCD-25MAY1322-T99249.99,yes,
KXBTCD-25MAY1322-T98999.99,yes,
KXBTCD-25MAY1322-T98749.99,yes,
KXBTCD-25MAY1322-T98499.99,yes,
KXBTCD-25MAY1322-T98249.99,yes,
KXBTCD-25MAY1322-T97999.99,yes,
KXBTCD-25MAY1322-T97749.99,yes,
KXBTCD-25MAY1322-T97499.99,yes,
KXBTCD-25MAY1322-T97249.99,yes,
KXBTCD-25MAY1322-T96999.99,yes,
KXBTCD-25MAY1322-T96749.99,yes,
KXBTCD-25MAY1322-T100249.99,yes,
KXBTCD-25MAY1322-T96499.99,yes,
KXBTCD-25MAY1322-T96249.99,yes,
KXBTCD-25MAY1322-T95999.99,yes,
KXBTCD-25MAY1322-T95749.99,yes,
KXBTCD-25MAY1322-T95499.99,yes,
KXBTCD-25MAY1322-T95249.99,yes,
KXBTCD-25MAY1321-T113749.99,no,
KXBTCD-25MAY1321-T113499.99,no,
KXBTCD-25MAY1321-T113249.99,no,
KXBTCD-25MAY1321-T112999.99,no,
KXBTCD-25MAY1321-T112749.99,no,
KXBTCD-25MAY1321-T112499.99,no,
KXBTCD-25MAY1321-T112249.99,no,
KXBTCD-25MAY1321-T111999.99,no,
KXBTCD-25MAY1321-T111749.99,no,
KXBTCD-25MAY1321-T111499.99,no,
KXBTCD-25MAY1321-T111249.99,no,
KXBTCD-25MAY1321-T110999.99,no,
KXBTCD-25MAY1321-T110749.99,no,
KXBTCD-25MAY1321-T110499.99,no,
KXBTCD-25MAY1321-T110249.99,no,
KXBTCD-25MAY1321-T109999.99,no,
KXBTCD-25MAY1321-T109749.99,no,
KXBTCD-25MAY1321-T109499.99,no,
KXBTCD-25MAY1321-T109249.99,no,
KXBTCD-25MAY1321-T108999.99,no,
KXBTCD-25MAY1321-T108749.99,no,
KXBTCD-25MAY1321-T108499.99,no,
KXBTCD-25MAY1321-T108249.99,no,
KXBTCD-25MAY1321-T107999.99,no,
KXBTCD-25MAY1321-T107749.99,no,
KXBTCD-25MAY1321-T107499.99,no,
KXBTCD-25MAY1321-T107249.99,no,
KXBTCD-25MAY1321-T106999.99,no,
KXBTCD-25MAY1321-T106749.99,no,
KXBTCD-25MAY1321-T106499.99,no,
KXBTCD-25MAY1321-T106249.99,no,
KXBTCD-25MAY1321-T105999.99,no,
KXBTCD-25MAY1321-T105749.99,no,
KXBTCD-25MAY1321-T105499.99,no,
KXBTCD-25MAY1321-T105249.99,no,
KXBTCD-25MAY1321-T104999.99,no,
KXBTCD-25MAY1321-T104749.99,no,
KXBTCD-25MAY1321-T104499.99,no,
KXBTCD-25MAY1321-T104249.99,no,
KXBTCD-25MAY1321-T103999.99,no,
KXBTCD-25MAY1321-T103749.99,yes,
KXBTCD-25MAY1321-T103499.99,yes,
KXBTCD-25MAY1321-T103249.99,yes,
KXBTCD-25MAY1321-T99999.99,yes,
KXBTCD-25MAY1321-T99749.99,yes,
KXBTCD-25MAY1321-T99499.99,yes,
KXBTCD-25MAY1321-T99249.99,yes,
KXBTCD-25MAY1321-T98999.99,yes,
KXBTCD-25MAY1321-T102999.99,yes,
KXBTCD-25MAY1321-T102749.99,yes,
KXBTCD-25MAY1321-T102499.99,yes,
KXBTCD-25MAY1321-T102249.99,yes,
KXBTCD-25MAY1321-T101999.99,yes,
KXBTCD-25MAY1321-T101749.99,yes,
KXBTCD-25MAY1321-T101499.99,yes,
KXBTCD-25MAY1321-T101249.99,yes,
KXBTCD-25MAY1321-T100999.99,yes,
KXBTCD-25MAY1321-T100749.99,yes,
KXBTCD-25MAY1321-T100499.99,yes,
KXBTCD-25MAY1321-T100249.99,yes,
KXBTCD-25MAY1321-T98749.99,yes,
KXBTCD-25MAY1321-T98499.99,yes,
KXBTCD-25MAY1321-T98249.99,yes,
KXBTCD-25MAY1321-T97999.99,yes,
KXBTCD-25MAY1321-T97749.99,yes,
KXBTCD-25MAY1321-T97499.99,yes,
KXBTCD-25MAY1321-T97249.99,yes,
KXBTCD-25MAY1321-T96999.99,yes,
KXBTCD-25MAY1321-T96749.99,yes,
KXBTCD-25MAY1321-T96499.99,yes,
KXBTCD-25MAY1321-T96249.99,yes,
KXBTCD-25MAY1321-T95999.99,yes,
KXBTCD-25MAY1321-T95749.99,yes,
KXBTCD-25MAY1321-T95499.99,yes,
KXBTCD-25MAY1321-T95249.99,yes,
KXBTCD-25MAY1320-T113749.99,no,
KXBTCD-25MAY1320-T113499.99,no,
KXBTCD-25MAY1320-T113249.99,no,
KXBTCD-25MAY1320-T112999.99,no,
KXBTCD-25MAY1320-T112749.99,no,
KXBTCD-25MAY1320-T112499.99,no,
KXBTCD-25MAY1320-T112249.99,no,
KXBTCD-25MAY1320-T111999.99,no,
KXBTCD-25MAY1320-T111749.99,no,
KXBTCD-25MAY1320-T111499.99,no,
KXBTCD-25MAY1320-T111249.99,no,
KXBTCD-25MAY1320-T110999.99,no,
KXBTCD-25MAY1320-T110749.99,no,
KXBTCD-25MAY1320-T110499.99,no,
KXBTCD-25MAY1320-T110249.99,no,
KXBTCD-25MAY1320-T109999.99,no,
KXBTCD-25MAY1320-T109749.99,no,
KXBTCD-25MAY1320-T109499.99,no,
KXBTCD-25MAY1320-T109249.99,no,
KXBTCD-25MAY1320-T108999.99,no,
KXBTCD-25MAY1320-T108749.99,no,
KXBTCD-25MAY1320-T108499.99,no,
KXBTCD-25MAY1320-T108249.99,no,
KXBTCD-25MAY1320-T107999.99,no,
KXBTCD-25MAY1320-T107749.99,no,
KXBTCD-25MAY1320-T107499.99,no,
KXBTCD-25MAY1320-T107249.99,no,
KXBTCD-25MAY1320-T106999.99,no,
KXBTCD-25MAY1320-T106749.99,no,
KXBTCD-25MAY1320-T106499.99,no,
KXBTCD-25MAY1320-T106249.99,no,
KXBTCD-25MAY1320-T105999.99,no,
KXBTCD-25MAY1320-T105749.99,no,
KXBTCD-25MAY1320-T105499.99,no,
KXBTCD-25MAY1320-T105249.99,no,
KXBTCD-25MAY1320-T104999.99,no,
KXBTCD-25MAY1320-T104749.99,no,
KXBTCD-25MAY1320-T104499.99,no,
KXBTCD-25MAY1320-T104249.99,no,
KXBTCD-25MAY1320-T103999.99,yes,
KXBTCD-25MAY1320-T103749.99,yes,
KXBTCD-25MAY1320-T103499.99,yes,
KXBTCD-25MAY1320-T103249.99,yes,
KXBTCD-25MAY1320-T102999.99,yes,
KXBTCD-25MAY1320-T102749.99,yes,
KXBTCD-25MAY1320-T99999.99,yes,
KXBTCD-25MAY1320-T99749.99,yes,
KXBTCD-25MAY1320-T99499.99,yes,
KXBTCD-25MAY1320-T99249.99,yes,
KXBTCD-25MAY1320-T98999.99,yes,
KXBTCD-25MAY1320-T102499.99,yes,
KXBTCD-25MAY1320-T102249.99,yes,
KXBTCD-25MAY1320-T101999.99,yes,
KXBTCD-25MAY1320-T101749.99,yes,
KXBTCD-25MAY1320-T101499.99,yes,
KXBTCD-25MAY1320-T101249.99,yes,
KXBTCD-25MAY1320-T100999.99,yes,
KXBTCD-25MAY1320-T100749.99,yes,
KXBTCD-25MAY1320-T100499.99,yes,
KXBTCD-25MAY1320-T100249.99,yes,
KXBTCD-25MAY1320-T98749.99,yes,
KXBTCD-25MAY1320-T98499.99,yes,
KXBTCD-25MAY1320-T98249.99,yes,
KXBTCD-25MAY1320-T97999.99,yes,
KXBTCD-25MAY1320-T97749.99,yes,
KXBTCD-25MAY1320-T97499.99,yes,
KXBTCD-25MAY1320-T97249.99,yes,
KXBTCD-25MAY1320-T96999.99,yes,
KXBTCD-25MAY1320-T96749.99,yes,
KXBTCD-25MAY1320-T96499.99,yes,
KXBTCD-25MAY1320-T96249.99,yes,
KXBTCD-25MAY1320-T95999.99,yes,
KXBTCD-25MAY1320-T95749.99,yes,
KXBTCD-25MAY1320-T95499.99,yes,
KXBTCD-25MAY1320-T95249.99,yes,
KXBTCD-25MAY1319-T113749.99,no,
KXBTCD-25MAY1319-T113499.99,no,
KXBTCD-25MAY1319-T113249.99,no,
KXBTCD-25MAY1319-T112999.99,no,
KXBTCD-25MAY1319-T112749.99,no,
KXBTCD-25MAY1319-T112499.99,no,
KXBTCD-25MAY1319-T112249.99,no,
KXBTCD-25MAY1319-T111999.99,no,
KXBTCD-25MAY1319-T111749.99,no,
KXBTCD-25MAY1319-T111499.99,no,
KXBTCD-25MAY1319-T111249.99,no,
KXBTCD-25MAY1319-T110999.99,no,
KXBTCD-25MAY1319-T110749.99,no,
KXBTCD-25MAY1319-T110499.99,no,
KXBTCD-25MAY1319-T110249.99,no,
KXBTCD-25MAY1319-T109999.99,no,
KXBTCD-25MAY1319-T109749.99,no,
KXBTCD-25MAY1319-T109499.99,no,
KXBTCD-25MAY1319-T109249.99,no,
KXBTCD-25MAY1319-T108999.99,no,
KXBTCD-25MAY1319-T108749.99,no,
KXBTCD-25MAY1319-T108499.99,no,
KXBTCD-25MAY1319-T108249.99,no,
KXBTCD-25MAY1319-T107999.99,no,
KXBTCD-25MAY1319-T107749.99,no,
KXBTCD-25MAY1319-T107499.99,no,
KXBTCD-25MAY1319-T107249.99,no,
KXBTCD-25MAY1319-T106999.99,no,
KXBTCD-25MAY1319-T106749.99,no,
KXBTCD-25MAY1319-T106499.99,no,
KXBTCD-25MAY1319-T106249.99,no,
KXBTCD-25MAY1319-T105999.99,no,
KXBTCD-25MAY1319-T105749.99,no,
KXBTCD-25MAY1319-T105499.99,no,
KXBTCD-25MAY1319-T105249.99,no,
KXBTCD-25MAY1319-T104999.99,no,
KXBTCD-25MAY1319-T104749.99,no,
KXBTCD-25MAY1319-T104499.99,no,
KXBTCD-25MAY1319-T104249.99,no,
KXBTCD-25MAY1319-T103999.99,yes,
KXBTCD-25MAY1319-T103749.99,yes,
KXBTCD-25MAY1319-T103499.99,yes,
KXBTCD-25MAY1319-T103249.99,yes,
KXBTCD-25MAY1319-T102999.99,yes,
KXBTCD-25MAY1319-T102749.99,yes,
KXBTCD-25MAY1319-T99999.99,yes,
KXBTCD-25MAY1319-T99749.99,yes,
KXBTCD-25MAY1319-T99499.99,yes,
KXBTCD-25MAY1319-T99249.99,yes,
KXBTCD-25MAY1319-T98999.99,yes,
KXBTCD-25MAY1319-T98749.99,yes,
KXBTCD-25MAY1319-T102499.99,yes,
KXBTCD-25MAY1319-T102249.99,yes,
KXBTCD-25MAY1319-T101999.99,yes,
KXBTCD-25MAY1319-T101749.99,yes,
KXBTCD-25MAY1319-T101499.99,yes,
KXBTCD-25MAY1319-T101249.99,yes,
KXBTCD-25MAY1319-T100999.99,yes,
KXBTCD-25MAY1319-T100749.99,yes,
KXBTCD-25MAY1319-T100499.99,yes,
KXBTCD-25MAY1319-T100249.99,yes,
KXBTCD-25MAY1319-T98499.99,yes,
KXBTCD-25MAY1319-T98249.99,yes,
KXBTCD-25MAY1319-T97999.99,yes,
KXBTCD-25MAY1319-T97749.99,yes,
KXBTCD-25MAY1319-T97499.99,yes,
KXBTCD-25MAY1319-T97249.99,yes,
KXBTCD-25MAY1319-T96999.99,yes,
KXBTCD-25MAY1319-T96749.99,yes,
KXBTCD-25MAY1319-T96499.99,yes,
KXBTCD-25MAY1319-T96249.99,yes,
KXBTCD-25MAY1319-T95999.99,yes,
KXBTCD-25MAY1319-T95749.99,yes,
KXBTCD-25MAY1319-T95499.99,yes,
KXBTCD-25MAY1319-T95249.99,yes,
KXBTCD-25MAY1318-T113749.99,no,
