trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,kalshi_outcome_target,pnl_cents,strike_price,time_to_resolution_minutes,current_btc_price,current_dist_strike_abs,current_dist_strike_pct,btc_price_change_pct_1m,btc_price_change_pct_3m,btc_price_change_pct_5m,btc_price_change_pct_10m,btc_price_change_pct_15m,btc_price_change_pct_30m,btc_volatility_5m,btc_volatility_15m,btc_volatility_30m,current_kalshi_yes_bid,current_kalshi_yes_ask,current_kalshi_mid_price,current_kalshi_spread_abs,current_kalshi_spread_pct
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1784,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.140000,0.125000,0.030000,0.240000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1784,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.140000,0.125000,0.030000,0.240000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1784,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.140000,0.125000,0.030000,0.240000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1784,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.140000,0.125000,0.030000,0.240000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1784,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.140000,0.125000,0.030000,0.240000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1784,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.140000,0.125000,0.030000,0.240000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1811,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.170000,0.140000,0.060000,0.428571
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1787,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1787,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1796,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.160000,0.135000,0.050000,0.370370
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1796,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.160000,0.135000,0.050000,0.370370
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1796,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.160000,0.135000,0.050000,0.370370
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1796,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.160000,0.135000,0.050000,0.370370
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1787,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1787,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765923,27.95,BUY_NO,0.0906,91,1,0,9,106499.990000,27.950000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.070000,0.050000,0.040000,0.800000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765923,27.95,BUY_NO,0.0906,91,1,0,9,106499.990000,27.950000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.070000,0.050000,0.040000,0.800000
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765923,27.95,BUY_NO,0.0947,91,1,0,9,106499.990000,27.950000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.060000,0.045000,0.030000,0.666667
2025-05-20T18:32:03+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765923,27.95,BUY_NO,0.1796,82,1,0,18,106249.990000,27.950000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.160000,0.135000,0.050000,0.370370
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1459,85,1,0,15,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1459,85,1,0,15,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.0887,91,1,0,9,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.150000,0.090000,0.120000,1.333333
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1787,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1811,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.170000,0.140000,0.060000,0.428571
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1811,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.170000,0.140000,0.060000,0.428571
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1787,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1787,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1787,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1796,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.160000,0.135000,0.050000,0.370370
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1459,85,1,0,15,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1459,85,1,0,15,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1459,85,1,0,15,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1466,85,1,0,15,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.150000,0.115000,0.070000,0.608696
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765924,27.93,BUY_NO,0.0947,91,1,0,9,106499.990000,27.930000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.060000,0.045000,0.030000,0.666667
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765924,27.93,BUY_NO,0.0947,91,1,0,9,106499.990000,27.930000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.060000,0.045000,0.030000,0.666667
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1787,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.150000,0.130000,0.040000,0.307692
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1459,85,1,0,15,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:04+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765924,27.93,BUY_NO,0.1796,82,1,0,18,106249.990000,27.930000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.110000,0.160000,0.135000,0.050000,0.370370
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765925,27.92,BUY_NO,0.0947,91,1,0,9,106499.990000,27.920000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.060000,0.045000,0.030000,0.666667
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1459,85,1,0,15,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1459,85,1,0,15,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1459,85,1,0,15,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1459,85,1,0,15,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1459,85,1,0,15,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1570,84,1,0,16,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.090000,0.140000,0.115000,0.050000,0.434783
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1570,84,1,0,16,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.090000,0.140000,0.115000,0.050000,0.434783
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1570,84,1,0,16,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.090000,0.140000,0.115000,0.050000,0.434783
2025-05-20T18:32:05+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765925,27.92,BUY_NO,0.1459,85,1,0,15,106249.990000,27.920000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1340,87,1,0,13,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.070000,0.130000,0.100000,0.060000,0.600000
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1459,85,1,0,15,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1459,85,1,0,15,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1459,85,1,0,15,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1459,85,1,0,15,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1459,85,1,0,15,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.0868,91,1,0,9,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.140000,0.085000,0.110000,1.294118
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1344,87,1,0,13,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.070000,0.140000,0.105000,0.070000,0.666667
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1340,87,1,0,13,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.070000,0.130000,0.100000,0.060000,0.600000
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1571,84,1,0,16,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.090000,0.130000,0.110000,0.040000,0.363636
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1571,84,1,0,16,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.090000,0.130000,0.110000,0.040000,0.363636
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1571,84,1,0,16,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.090000,0.130000,0.110000,0.040000,0.363636
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1570,84,1,0,16,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.090000,0.140000,0.115000,0.050000,0.434783
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,1747767600,1747765926,27.90,BUY_NO,0.1459,85,1,0,15,106249.990000,27.900000,105772.730000,-477.260000,-0.004492,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.080000,0.140000,0.110000,0.060000,0.545455
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765926,27.90,BUY_NO,0.0947,91,1,0,9,106499.990000,27.900000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.060000,0.045000,0.030000,0.666667
2025-05-20T18:32:06+00:00,KXBTCD-25MAY2015-T106499.99,106499.99,1747767600,1747765926,27.90,BUY_NO,0.0947,91,1,0,9,106499.990000,27.900000,105772.730000,-727.260000,-0.006829,0.000215,-0.000221,-0.002322,-0.001903,-0.003545,-0.003426,77.058146,160.642125,210.430676,0.030000,0.060000,0.045000,0.030000,0.666667
