trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,actual_outcome_target,pnl_cents
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,1747699200,1747697940,21.00,BUY_NO,0.1869,81,1,0,19
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1747699200,1747698000,20.00,BUY_YES,0.7925,79,1,1,21
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,1747699200,1747698000,20.00,BUY_NO,0.0660,93,1,0,7
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,1747699200,1747698000,20.00,BUY_NO,0.1857,81,1,0,19
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,1747699200,1747698060,19.00,BUY_NO,0.3756,62,1,0,38
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1747699200,1747698060,19.00,BUY_YES,0.9378,93,1,1,7
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1747699200,1747698120,18.00,BUY_YES,0.8522,85,1,1,15
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,1747699200,1747698120,18.00,BUY_NO,0.2112,78,1,0,22
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1747699200,1747698180,17.00,BUY_YES,0.8062,80,1,1,20
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,1747699200,1747698180,17.00,BUY_NO,0.1719,82,1,0,18
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1747699200,1747698240,16.00,BUY_YES,0.8695,86,1,1,14
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,1747699200,1747698240,16.00,BUY_NO,0.2011,79,1,0,21
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1747699200,1747698300,15.00,BUY_YES,0.9346,93,1,1,7
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,1747699200,1747698300,15.00,BUY_NO,0.3250,67,1,0,33
