trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-21T21:31:00+00:00,KXBTCD-25MAY2118-T107999.99,107999.99,1747864800,1747863060,29.00,BUY_YES,0.9004,90,1,1,10,53989,0.0036 if live_cfg.USE_KELLY_CRITERION else '',96,90
2025-05-21T21:32:00+00:00,KXBTCD-25MAY2118-T107749.99,107749.99,1747864800,1747863120,28.00,BUY_YES,0.9546,95,26,1,130,53999,0.0921 if live_cfg.USE_KELLY_CRITERION else '',2487,2470
2025-05-21T21:32:00+00:00,KXBTCD-25MAY2118-T108749.99,108749.99,1747864800,1747863120,28.00,BUY_NO,0.0862,91,12,0,108,54129,0.0417 if live_cfg.USE_KELLY_CRITERION else '',1128,1092
2025-05-21T21:35:00+00:00,KXBTCD-25MAY2118-T108749.99,108749.99,1747864800,1747863300,25.00,BUY_NO,0.0754,92,16,0,128,54237,0.0569 if live_cfg.USE_KELLY_CRITERION else '',1544,1472
2025-05-21T21:36:00+00:00,KXBTCD-25MAY2118-T108499.99,108499.99,1747864800,1747863360,24.00,BUY_NO,0.0959,90,12,1,-1080,54365,0.0409 if live_cfg.USE_KELLY_CRITERION else '',1110,1080
2025-05-21T21:36:00+00:00,KXBTCD-25MAY2118-T108749.99,108749.99,1747864800,1747863360,24.00,BUY_NO,0.0679,93,8,0,56,53285,0.0303 if live_cfg.USE_KELLY_CRITERION else '',806,744
2025-05-21T21:37:00+00:00,KXBTCD-25MAY2118-T108749.99,108749.99,1747864800,1747863420,23.00,BUY_NO,0.0778,92,8,0,64,53341,0.0280 if live_cfg.USE_KELLY_CRITERION else '',748,736
2025-05-21T21:38:00+00:00,KXBTCD-25MAY2118-T107999.99,107999.99,1747864800,1747863480,22.00,BUY_YES,0.9343,93,17,1,119,53405,0.0618 if live_cfg.USE_KELLY_CRITERION else '',1650,1581
2025-05-21T21:38:00+00:00,KXBTCD-25MAY2118-T108749.99,108749.99,1747864800,1747863480,22.00,BUY_NO,0.0777,92,8,0,64,53524,0.0294 if live_cfg.USE_KELLY_CRITERION else '',786,736
2025-05-21T21:39:00+00:00,KXBTCD-25MAY2118-T107999.99,107999.99,1747864800,1747863540,21.00,BUY_YES,0.9447,94,22,1,132,53588,0.0783 if live_cfg.USE_KELLY_CRITERION else '',2098,2068
2025-05-21T21:41:00+00:00,KXBTCD-25MAY2118-T107999.99,107999.99,1747864800,1747863660,19.00,BUY_YES,0.9514,95,7,1,35,53720,0.0279 if live_cfg.USE_KELLY_CRITERION else '',750,665
2025-05-21T21:44:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747863840,16.00,BUY_YES,0.9331,93,12,1,84,53755,0.0446 if live_cfg.USE_KELLY_CRITERION else '',1197,1116
2025-05-21T21:45:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747863900,15.00,BUY_YES,0.9221,92,7,1,56,53839,0.0268 if live_cfg.USE_KELLY_CRITERION else '',722,644
2025-05-21T21:46:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747863960,14.00,BUY_YES,0.9549,95,28,1,140,53895,0.0989 if live_cfg.USE_KELLY_CRITERION else '',2665,2660
2025-05-21T21:47:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747864020,13.00,BUY_YES,0.9511,95,6,1,30,54035,0.0225 if live_cfg.USE_KELLY_CRITERION else '',607,570
2025-05-21T21:50:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747864200,10.00,BUY_YES,0.9612,96,8,1,32,54065,0.0302 if live_cfg.USE_KELLY_CRITERION else '',816,768
2025-05-21T21:51:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747864260,9.00,BUY_YES,0.9640,96,28,1,112,54097,0.1007 if live_cfg.USE_KELLY_CRITERION else '',2724,2688
2025-05-21T21:52:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747864320,8.00,BUY_YES,0.9640,96,28,1,112,54209,0.1004 if live_cfg.USE_KELLY_CRITERION else '',2720,2688
2025-05-21T21:53:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747864380,7.00,BUY_YES,0.9538,95,21,1,105,54321,0.0753 if live_cfg.USE_KELLY_CRITERION else '',2046,1995
2025-05-21T21:53:00+00:00,KXBTCD-25MAY2118-T108749.99,108749.99,1747864800,1747864380,7.00,BUY_NO,0.0551,94,23,0,138,54426,0.0820 if live_cfg.USE_KELLY_CRITERION else '',2233,2162
2025-05-21T21:54:00+00:00,KXBTCD-25MAY2118-T108249.99,108249.99,1747864800,1747864440,6.00,BUY_YES,0.9608,96,5,1,20,54564,0.0208 if live_cfg.USE_KELLY_CRITERION else '',567,480
2025-05-21T21:56:00+00:00,KXBTCD-25MAY2118-T108749.99,108749.99,1747864800,1747864560,4.00,BUY_NO,0.0693,93,3,0,21,54584,0.0102 if live_cfg.USE_KELLY_CRITERION else '',279,279
