trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-21T23:30:00+00:00,KXBTCD-25MAY2120-T108749.99,108749.99,1747872000,1747870200,30.00,BUY_YES,0.9231,92,12,1,96,58080,0.0381 if live_cfg.USE_KELLY_CRITERION else '',1107,1104
2025-05-21T23:31:00+00:00,KXBTCD-25MAY2120-T109499.99,109499.99,1747872000,1747870260,29.00,BUY_YES,0.9226,92,10,1,80,58176,0.0330 if live_cfg.USE_KELLY_CRITERION else '',960,920
2025-05-21T23:32:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747870320,28.00,BUY_YES,0.9533,95,20,1,100,58256,0.0662 if live_cfg.USE_KELLY_CRITERION else '',1927,1900
2025-05-21T23:33:00+00:00,KXBTCD-25MAY2120-T108749.99,108749.99,1747872000,1747870380,27.00,BUY_YES,0.9434,94,17,1,102,58356,0.0571 if live_cfg.USE_KELLY_CRITERION else '',1667,1598
2025-05-21T23:33:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747870380,27.00,BUY_YES,0.9416,94,8,1,48,58458,0.0270 if live_cfg.USE_KELLY_CRITERION else '',790,752
2025-05-21T23:33:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747870380,27.00,BUY_YES,0.9241,92,16,1,128,58506,0.0518 if live_cfg.USE_KELLY_CRITERION else '',1516,1472
2025-05-21T23:36:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747870560,24.00,BUY_YES,0.9446,94,24,1,144,58634,0.0774 if live_cfg.USE_KELLY_CRITERION else '',2268,2256
2025-05-21T23:37:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747870620,23.00,BUY_YES,0.9030,90,9,1,90,58778,0.0302 if live_cfg.USE_KELLY_CRITERION else '',886,810
2025-05-21T23:37:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747870620,23.00,BUY_YES,0.9342,93,19,1,133,58868,0.0603 if live_cfg.USE_KELLY_CRITERION else '',1774,1767
2025-05-21T23:39:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747870740,21.00,BUY_YES,0.9324,93,10,1,70,59001,0.0338 if live_cfg.USE_KELLY_CRITERION else '',997,930
2025-05-21T23:40:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747870800,20.00,BUY_YES,0.9444,94,23,1,138,59071,0.0735 if live_cfg.USE_KELLY_CRITERION else '',2170,2162
2025-05-21T23:41:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747870860,19.00,BUY_YES,0.9550,95,30,1,150,59209,0.0994 if live_cfg.USE_KELLY_CRITERION else '',2944,2850
2025-05-21T23:42:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747870920,18.00,BUY_YES,0.9510,95,5,1,25,59359,0.0190 if live_cfg.USE_KELLY_CRITERION else '',564,475
2025-05-21T23:44:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747871040,16.00,BUY_YES,0.9425,94,13,1,78,59384,0.0423 if live_cfg.USE_KELLY_CRITERION else '',1255,1222
2025-05-21T23:45:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747871100,15.00,BUY_YES,0.9517,95,10,1,50,59462,0.0332 if live_cfg.USE_KELLY_CRITERION else '',988,950
2025-05-21T23:47:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747871220,13.00,BUY_YES,0.9543,95,26,1,130,59512,0.0856 if live_cfg.USE_KELLY_CRITERION else '',2547,2470
2025-05-21T23:47:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747871220,13.00,BUY_YES,0.9636,96,27,1,108,59642,0.0896 if live_cfg.USE_KELLY_CRITERION else '',2672,2592
2025-05-21T23:48:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747871280,12.00,BUY_YES,0.9605,96,4,1,16,59750,0.0134 if live_cfg.USE_KELLY_CRITERION else '',400,384
2025-05-21T23:50:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747871400,10.00,BUY_YES,0.9649,96,38,1,152,59766,0.1225 if live_cfg.USE_KELLY_CRITERION else '',3662,3648
2025-05-21T23:51:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747871460,9.00,BUY_YES,0.9548,95,30,1,150,59918,0.0953 if live_cfg.USE_KELLY_CRITERION else '',2854,2850
2025-05-21T23:51:00+00:00,KXBTCD-25MAY2120-T108999.99,108999.99,1747872000,1747871460,9.00,BUY_YES,0.9613,96,9,1,36,60068,0.0319 if live_cfg.USE_KELLY_CRITERION else '',957,864
2025-05-21T23:53:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747871580,7.00,BUY_YES,0.9049,90,16,1,160,60104,0.0486 if live_cfg.USE_KELLY_CRITERION else '',1460,1440
2025-05-21T23:54:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747871640,6.00,BUY_YES,0.9510,95,6,1,30,60264,0.0201 if live_cfg.USE_KELLY_CRITERION else '',606,570
2025-05-21T23:55:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747871700,5.00,BUY_YES,0.9607,96,5,1,20,60294,0.0177 if live_cfg.USE_KELLY_CRITERION else '',535,480
2025-05-21T23:58:00+00:00,KXBTCD-25MAY2120-T109249.99,109249.99,1747872000,1747871880,2.00,BUY_YES,0.9642,96,33,1,132,60314,0.1050 if live_cfg.USE_KELLY_CRITERION else '',3168,3168
