trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-21T20:33:00+00:00,KXBTCD-25MAY2117-T109499.99,109499.99,1747861200,1747859580,27.00,BUY_NO,0.0761,92,13,0,104,52986,0.0483 if live_cfg.USE_KELLY_CRITERION else '',1279,1196
2025-05-21T20:34:00+00:00,KXBTCD-25MAY2117-T109499.99,109499.99,1747861200,1747859640,26.00,BUY_NO,0.0785,92,5,0,40,53090,0.0185 if live_cfg.USE_KELLY_CRITERION else '',490,460
2025-05-21T20:36:00+00:00,KXBTCD-25MAY2117-T109499.99,109499.99,1747861200,1747859760,24.00,BUY_NO,0.0773,92,9,0,72,53130,0.0342 if live_cfg.USE_KELLY_CRITERION else '',909,828
2025-05-21T20:37:00+00:00,KXBTCD-25MAY2117-T109499.99,109499.99,1747861200,1747859820,23.00,BUY_NO,0.0754,92,16,0,128,53202,0.0574 if live_cfg.USE_KELLY_CRITERION else '',1528,1472
2025-05-21T20:38:00+00:00,KXBTCD-25MAY2117-T109499.99,109499.99,1747861200,1747859880,22.00,BUY_NO,0.0797,92,1,0,8,53330,0.0036 if live_cfg.USE_KELLY_CRITERION else '',95,92
2025-05-21T20:39:00+00:00,KXBTCD-25MAY2117-T109499.99,109499.99,1747861200,1747859940,21.00,BUY_NO,0.0786,92,4,0,32,53338,0.0171 if live_cfg.USE_KELLY_CRITERION else '',457,368
2025-05-21T20:40:00+00:00,KXBTCD-25MAY2117-T108999.99,108999.99,1747861200,1747860000,20.00,BUY_NO,0.0783,92,6,0,48,53370,0.0219 if live_cfg.USE_KELLY_CRITERION else '',583,552
2025-05-21T20:41:00+00:00,KXBTCD-25MAY2117-T108999.99,108999.99,1747861200,1747860060,19.00,BUY_NO,0.0794,92,2,0,16,53418,0.0075 if live_cfg.USE_KELLY_CRITERION else '',201,184
2025-05-21T20:43:00+00:00,KXBTCD-25MAY2117-T108999.99,108999.99,1747861200,1747860180,17.00,BUY_NO,0.0794,92,2,0,16,53434,0.0069 if live_cfg.USE_KELLY_CRITERION else '',185,184
2025-05-21T20:43:00+00:00,KXBTCD-25MAY2117-T108499.99,108499.99,1747861200,1747860180,17.00,BUY_NO,0.0979,90,6,0,60,53450,0.0208 if live_cfg.USE_KELLY_CRITERION else '',555,540
2025-05-21T20:47:00+00:00,KXBTCD-25MAY2117-T108499.99,108499.99,1747861200,1747860420,13.00,BUY_NO,0.0667,93,13,0,91,53510,0.0465 if live_cfg.USE_KELLY_CRITERION else '',1245,1209
2025-05-21T20:48:00+00:00,KXBTCD-25MAY2117-T108499.99,108499.99,1747861200,1747860480,12.00,BUY_NO,0.0889,91,3,0,27,53601,0.0124 if live_cfg.USE_KELLY_CRITERION else '',334,273
2025-05-21T20:56:00+00:00,KXBTCD-25MAY2117-T108499.99,108499.99,1747861200,1747860960,4.00,BUY_NO,0.0683,93,7,0,49,53628,0.0249 if live_cfg.USE_KELLY_CRITERION else '',667,651
2025-05-21T20:57:00+00:00,KXBTCD-25MAY2117-T108499.99,108499.99,1747861200,1747861020,3.00,BUY_NO,0.0757,92,15,0,120,53677,0.0538 if live_cfg.USE_KELLY_CRITERION else '',1444,1380
2025-05-21T20:58:00+00:00,KXBTCD-25MAY2117-T108499.99,108499.99,1747861200,1747861080,2.00,BUY_NO,0.0565,94,16,0,96,53797,0.0578 if live_cfg.USE_KELLY_CRITERION else '',1556,1504
2025-05-21T20:59:00+00:00,KXBTCD-25MAY2117-T108499.99,108499.99,1747861200,1747861140,1.00,BUY_NO,0.0565,94,16,0,96,53893,0.0580 if live_cfg.USE_KELLY_CRITERION else '',1563,1504
