timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-22T15:01:12.823552,KXBTCD-25MAY2219-T110249.99,SNAPSHOT,92,100,98,81000,1,,,
2025-05-22T15:01:13.830204,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,2,yes,6,-5400
2025-05-22T15:01:13.830735,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,3,yes,8,4050
2025-05-22T15:01:13.831151,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,4,yes,7,-20000
2025-05-22T15:01:13.863585,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,5,yes,9,20000
2025-05-22T15:01:15.080328,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,6,yes,8,-4050
2025-05-22T15:01:15.080533,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,7,yes,10,3240
2025-05-22T15:01:15.080734,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,8,yes,9,-20000
2025-05-22T15:01:15.202514,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,9,yes,11,20000
2025-05-22T15:01:16.308907,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,10,yes,10,-3240
2025-05-22T15:01:16.309321,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,11,yes,12,2700
2025-05-22T15:01:16.341845,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,12,yes,11,-20000
2025-05-22T15:01:16.382786,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,13,yes,5,20000
2025-05-22T15:01:17.543147,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,14,yes,12,-2700
2025-05-22T15:01:17.544083,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,15,yes,6,5400
2025-05-22T15:01:17.603474,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,16,yes,5,-20000
2025-05-22T15:01:17.642762,KXBTCD-25MAY2219-T110249.99,DELTA,92,100,98,81000,17,yes,7,20000
2025-05-22T15:01:21.362976,KXBTCD-25MAY2219-T110249.99,DELTA,77,9,98,81000,18,yes,92,-100
2025-05-22T15:01:21.382825,KXBTCD-25MAY2219-T110249.99,DELTA,77,9,98,81000,19,no,1,-100
2025-05-22T15:01:21.402712,KXBTCD-25MAY2219-T110249.99,DELTA,77,9,98,81000,20,yes,6,-5400
2025-05-22T15:01:21.402895,KXBTCD-25MAY2219-T110249.99,DELTA,77,9,98,81000,21,yes,8,4050
2025-05-22T15:01:21.451293,KXBTCD-25MAY2219-T110249.99,DELTA,77,9,98,80000,22,no,2,-1000
2025-05-22T15:01:21.462798,KXBTCD-25MAY2219-T110249.99,DELTA,77,9,98,80000,23,yes,7,-20000
2025-05-22T15:01:21.503751,KXBTCD-25MAY2219-T110249.99,DELTA,76,3000,98,80000,24,yes,77,-9
2025-05-22T15:01:21.504435,KXBTCD-25MAY2219-T110249.99,DELTA,76,3000,98,80000,25,yes,9,20000
2025-05-22T15:01:22.318054,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,26,yes,93,100
2025-05-22T15:01:22.423572,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,27,yes,77,9
2025-05-22T15:01:23.629717,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,28,yes,8,-4050
2025-05-22T15:01:23.630847,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,29,yes,10,3240
2025-05-22T15:01:23.682636,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,30,yes,9,-20000
2025-05-22T15:01:23.728189,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,31,yes,11,20000
2025-05-22T15:01:24.910597,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,32,yes,10,-3240
2025-05-22T15:01:24.910886,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,33,yes,12,2700
2025-05-22T15:01:24.943273,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,34,yes,11,-20000
2025-05-22T15:01:25.002467,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,35,yes,5,20000
2025-05-22T15:01:26.344041,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,36,yes,12,-2700
2025-05-22T15:01:26.344371,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,37,yes,6,5400
2025-05-22T15:01:26.402550,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,38,yes,5,-20000
2025-05-22T15:01:26.448637,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,39,yes,7,20000
2025-05-22T15:01:27.625555,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,40,yes,6,-5400
2025-05-22T15:01:27.625770,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,41,yes,8,4050
2025-05-22T15:01:27.682896,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,42,yes,7,-20000
2025-05-22T15:01:27.736233,KXBTCD-25MAY2219-T110249.99,DELTA,93,100,98,80000,43,yes,9,20000
