timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-22T20:01:37.511213,KXBTCD-25MAY2300-T111249.99,SNAPSHOT,51,989,56,14,1,,,
2025-05-22T20:01:38.214187,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,2,yes,8,-4050
2025-05-22T20:01:38.214436,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,3,yes,10,3240
2025-05-22T20:01:38.274398,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,4,yes,9,-20000
2025-05-22T20:01:38.313804,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,5,yes,11,20000
2025-05-22T20:01:39.434511,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,6,yes,10,-3240
2025-05-22T20:01:39.434708,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,7,yes,12,2700
2025-05-22T20:01:39.514307,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,8,yes,11,-20000
2025-05-22T20:01:40.035308,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,9,yes,49,100
2025-05-22T20:01:40.035759,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,10,no,43,100
2025-05-22T20:01:40.634545,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,11,yes,12,-2700
2025-05-22T20:01:40.634972,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,12,yes,4,8100
2025-05-22T20:01:40.741585,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,13,yes,5,20000
2025-05-22T20:01:41.531246,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,14,no,40,-1000
2025-05-22T20:01:41.533612,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,15,no,39,1000
2025-05-22T20:01:41.554465,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,16,no,40,9
2025-05-22T20:01:41.574505,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,17,no,43,-100
2025-05-22T20:01:41.593913,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,18,yes,49,-100
2025-05-22T20:01:41.872917,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,19,yes,4,-8100
2025-05-22T20:01:41.873145,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,20,yes,6,5400
2025-05-22T20:01:41.953941,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,21,yes,5,-20000
2025-05-22T20:01:42.034613,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,22,yes,7,20000
2025-05-22T20:01:43.074263,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,23,yes,6,-5400
2025-05-22T20:01:43.074687,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,24,yes,8,4050
2025-05-22T20:01:43.155202,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,25,yes,7,-20000
2025-05-22T20:01:43.195920,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,26,no,40,-9
2025-05-22T20:01:43.196713,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,27,no,40,6
2025-05-22T20:01:43.256286,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,28,yes,9,20000
2025-05-22T20:01:45.454856,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,29,no,43,100
2025-05-22T20:01:45.473875,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,30,yes,49,100
2025-05-22T20:01:45.574484,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,31,no,40,-6
2025-05-22T20:01:45.574909,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,32,no,40,9
2025-05-22T20:01:47.295433,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,33,yes,49,-100
2025-05-22T20:01:47.295980,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,34,no,43,-100
2025-05-22T20:01:47.415294,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,35,no,40,-9
2025-05-22T20:01:47.415791,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,14,36,no,40,6
2025-05-22T20:01:49.504296,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,39,37,no,44,25
2025-05-22T20:01:49.626679,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,39,38,no,40,-6
2025-05-22T20:01:49.627138,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,39,39,no,40,9
2025-05-22T20:01:50.257378,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,39,40,yes,8,-4050
2025-05-22T20:01:50.257599,KXBTCD-25MAY2300-T111249.99,DELTA,51,989,56,39,41,yes,10,3240
