timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-21T19:00:24.352456,KXBTCD-25MAY2123-T109999.99,SNAPSHOT,46,100,53,100,1,,,
2025-05-21T19:00:25.556821,KXBTCD-25MAY2123-T109999.99,DELTA,46,100,53,100,2,yes,20,200
2025-05-21T19:00:25.579273,KXBTCD-25MAY2123-T109999.99,DELTA,46,100,53,100,3,no,20,200
2025-05-21T19:00:25.682510,KXBTCD-25MAY2123-T109999.99,DELTA,46,100,53,100,4,yes,21,9
2025-05-21T19:00:25.779471,KXBTCD-25MAY2123-T109999.99,DELTA,46,100,53,100,5,yes,2,-9
2025-05-21T19:00:27.379660,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,53,100,6,yes,46,-100
2025-05-21T19:00:27.598580,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,7,no,48,9
2025-05-21T19:00:27.599507,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,8,no,21,9
2025-05-21T19:00:27.599986,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,9,no,5,-9
2025-05-21T19:00:27.600417,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,10,yes,2,9
2025-05-21T19:00:27.600789,KXBTCD-25MAY2123-T109999.99,DELTA,21,18,52,9,11,yes,21,9
2025-05-21T19:00:27.601467,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,12,yes,21,-9
2025-05-21T19:00:28.011532,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,13,yes,1,-32400
2025-05-21T19:00:28.012396,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,14,yes,3,10800
2025-05-21T19:00:28.198827,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,15,no,4,-8100
2025-05-21T19:00:28.199018,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,16,no,1,32400
2025-05-21T19:00:28.396919,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,17,yes,2,-9
2025-05-21T19:00:28.397377,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,18,yes,4,9
2025-05-21T19:00:28.578108,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,52,9,19,yes,44,100
2025-05-21T19:00:28.579373,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,52,9,20,no,47,-100
2025-05-21T19:00:28.759721,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,79,9,21,no,48,-9
2025-05-21T19:00:28.760573,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,79,18,22,no,21,9
2025-05-21T19:00:28.761214,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,79,18,23,yes,21,-9
2025-05-21T19:00:28.761763,KXBTCD-25MAY2123-T109999.99,DELTA,45,9,79,18,24,yes,45,9
2025-05-21T19:00:29.552035,KXBTCD-25MAY2123-T109999.99,DELTA,45,9,79,18,25,yes,44,-100
2025-05-21T19:00:29.637927,KXBTCD-25MAY2123-T109999.99,DELTA,20,200,79,18,26,yes,45,-9
2025-05-21T19:00:29.639036,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,79,18,27,yes,21,9
2025-05-21T19:00:29.639828,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,79,9,28,no,21,-9
2025-05-21T19:00:29.640252,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,79,9,29,no,2,9
2025-05-21T19:00:30.037873,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,53,100,30,no,47,100
2025-05-21T19:00:30.180474,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,53,100,31,no,21,-9
2025-05-21T19:00:30.181962,KXBTCD-25MAY2123-T109999.99,DELTA,21,9,52,9,32,no,48,9
2025-05-21T19:00:30.676974,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,52,9,33,yes,44,100
2025-05-21T19:00:30.718232,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,52,9,34,yes,21,-9
2025-05-21T19:00:30.737028,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,52,9,35,no,2,-9
2025-05-21T19:00:30.737983,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,53,100,36,no,48,-9
2025-05-21T19:00:30.738598,KXBTCD-25MAY2123-T109999.99,DELTA,44,100,53,100,37,yes,21,9
