timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-21T18:01:30.922553,KXBTCD-25MAY2122-T109749.99,SNAPSHOT,64,24,69,1000,1,,,
2025-05-21T18:01:34.856739,KXBTCD-25MAY2122-T109749.99,DELTA,64,24,69,1000,2,yes,41,-1000
2025-05-21T18:01:34.976513,KXBTCD-25MAY2122-T109749.99,DELTA,64,24,69,1000,3,yes,63,1000
2025-05-21T18:01:35.216105,KXBTCD-25MAY2122-T109749.99,DELTA,64,24,69,1000,4,yes,63,-100
2025-05-21T18:01:35.216389,KXBTCD-25MAY2122-T109749.99,DELTA,64,24,69,1000,5,no,30,-100
2025-05-21T18:01:35.376110,KXBTCD-25MAY2122-T109749.99,DELTA,64,24,69,1000,6,yes,63,-1000
2025-05-21T18:01:35.376428,KXBTCD-25MAY2122-T109749.99,DELTA,64,24,81,24,7,no,31,-1000
2025-05-21T18:01:35.495763,KXBTCD-25MAY2122-T109749.99,DELTA,64,24,81,24,8,yes,41,1000
2025-05-21T18:01:36.397214,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,81,24,9,yes,64,100
2025-05-21T18:01:36.416337,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,72,100,10,no,28,100
2025-05-21T18:01:36.557246,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,72,100,11,no,6,9
2025-05-21T18:01:36.557756,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,71,1000,12,no,29,1000
2025-05-21T18:01:40.256997,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,71,1000,13,no,28,-100
2025-05-21T18:01:40.388526,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,81,24,14,no,29,-1000
2025-05-21T18:01:40.389601,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,81,24,15,no,6,-9
2025-05-21T18:01:41.457395,KXBTCD-25MAY2122-T109749.99,DELTA,64,124,81,24,16,yes,62,24
2025-05-21T18:01:41.476854,KXBTCD-25MAY2122-T109749.99,DELTA,64,100,81,24,17,yes,64,-24
2025-05-21T18:01:41.477851,KXBTCD-25MAY2122-T109749.99,DELTA,64,100,80,24,18,no,20,24
2025-05-21T18:01:41.478634,KXBTCD-25MAY2122-T109749.99,DELTA,64,100,80,24,19,no,19,-24
2025-05-21T18:01:41.577160,KXBTCD-25MAY2122-T109749.99,DELTA,64,100,80,24,20,no,6,9
2025-05-21T18:01:41.717623,KXBTCD-25MAY2122-T109749.99,DELTA,62,24,80,24,21,yes,64,-100
2025-05-21T18:01:41.935844,KXBTCD-25MAY2122-T109749.99,DELTA,62,24,70,100,22,no,30,100
2025-05-21T18:01:41.995434,KXBTCD-25MAY2122-T109749.99,DELTA,62,24,69,1000,23,no,31,1000
2025-05-21T18:01:42.556097,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,69,1000,24,yes,62,100
2025-05-21T18:01:42.678184,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,69,1000,25,no,6,-9
2025-05-21T18:01:43.276698,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,69,1000,26,no,5,-3000
2025-05-21T18:01:43.356570,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,69,1000,27,no,13,3000
2025-05-21T18:01:44.036930,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,69,1000,28,no,30,-100
2025-05-21T18:01:44.097868,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,80,24,29,no,31,-1000
2025-05-21T18:01:45.557156,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,69,100,30,no,31,100
2025-05-21T18:01:45.617957,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,31,no,32,1000
2025-05-21T18:01:45.695714,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,32,no,21,9
2025-05-21T18:01:46.484208,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,33,yes,14,-8000
2025-05-21T18:01:46.485001,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,34,yes,3,8000
2025-05-21T18:01:46.485503,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,35,no,21,-9
2025-05-21T18:01:46.576728,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,36,yes,15,-2160
2025-05-21T18:01:46.577278,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,37,yes,4,8100
2025-05-21T18:01:46.636766,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,38,yes,5,20000
2025-05-21T18:01:49.396416,KXBTCD-25MAY2122-T109749.99,DELTA,62,124,68,1000,39,yes,61,24
2025-05-21T18:01:49.396741,KXBTCD-25MAY2122-T109749.99,DELTA,62,100,68,1000,40,yes,62,-24
2025-05-21T18:01:49.415819,KXBTCD-25MAY2122-T109749.99,DELTA,62,100,68,1000,41,no,20,-24
2025-05-21T18:01:49.416052,KXBTCD-25MAY2122-T109749.99,DELTA,62,100,68,1000,42,no,22,24
2025-05-21T18:01:49.756671,KXBTCD-25MAY2122-T109749.99,DELTA,62,100,68,999,43,no,32,-1
2025-05-21T18:01:50.036601,KXBTCD-25MAY2122-T109749.99,DELTA,62,100,68,999,44,no,31,-100
2025-05-21T18:01:50.036706,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,68,999,45,yes,62,-100
2025-05-21T18:01:50.116994,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,46,no,32,-999
2025-05-21T18:01:50.538250,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,47,yes,43,-3000
2025-05-21T18:01:50.576433,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,48,yes,35,3000
2025-05-21T18:01:50.696782,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,49,yes,44,-9
2025-05-21T18:01:50.697609,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,50,yes,42,9
2025-05-21T18:01:50.698296,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,51,yes,42,9
2025-05-21T18:01:50.698891,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,52,no,14,9
2025-05-21T18:01:50.699424,KXBTCD-25MAY2122-T109749.99,DELTA,61,24,78,24,53,no,14,9
2025-05-21T18:01:50.895716,KXBTCD-25MAY2122-T109749.99,DELTA,42,18,78,24,54,yes,61,-24
2025-05-21T18:01:50.895992,KXBTCD-25MAY2122-T109749.99,DELTA,59,24,78,24,55,yes,59,24
2025-05-21T18:01:50.916996,KXBTCD-25MAY2122-T109749.99,DELTA,59,24,76,24,56,no,24,24
2025-05-21T18:01:50.917182,KXBTCD-25MAY2122-T109749.99,DELTA,59,24,76,24,57,no,22,-24
2025-05-21T18:01:51.216692,KXBTCD-25MAY2122-T109749.99,DELTA,59,24,67,100,58,no,33,100
2025-05-21T18:01:51.217193,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,67,100,59,yes,59,100
2025-05-21T18:01:51.318459,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,60,no,34,1000
2025-05-21T18:01:51.336741,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,61,yes,42,-9
2025-05-21T18:01:51.338458,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,62,no,14,-9
2025-05-21T18:01:51.455821,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,63,no,14,-9
2025-05-21T18:01:51.535316,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,64,no,33,-100
2025-05-21T18:01:51.596638,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,76,24,65,no,34,-1000
2025-05-21T18:01:52.596330,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,67,100,66,no,33,100
2025-05-21T18:01:52.675986,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,67,no,34,1000
2025-05-21T18:01:52.716111,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,68,no,25,9
2025-05-21T18:01:53.138335,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,69,yes,4,-8100
2025-05-21T18:01:53.138838,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,70,yes,6,5400
2025-05-21T18:01:53.176129,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,71,yes,5,-20000
2025-05-21T18:01:53.217344,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,72,yes,7,20000
2025-05-21T18:01:53.956222,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,66,1000,73,no,33,-100
2025-05-21T18:01:54.016548,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,75,9,74,no,34,-1000
2025-05-21T18:01:54.079481,KXBTCD-25MAY2122-T109749.99,DELTA,59,124,76,24,75,no,25,-9
