timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-20T15:23:36.587192,KXBTCD-25MAY2019-T105999.99,SNAPSHOT,52,13941,55,3000,1,,,
2025-05-20T15:23:36.598071,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,3000,2,yes,44,-2000
2025-05-20T15:23:36.598343,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,3000,3,yes,46,772
2025-05-20T15:23:36.598512,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,3000,4,yes,46,-1000
2025-05-20T15:23:36.616742,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,3000,5,yes,42,-1250
2025-05-20T15:23:36.616972,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,6,no,45,-2000
2025-05-20T15:23:36.637430,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,7,no,43,-1250
2025-05-20T15:23:36.698596,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,8,yes,45,2000
2025-05-20T15:23:36.699385,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,9,yes,47,1000
2025-05-20T15:23:36.699892,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,10,no,44,2000
2025-05-20T15:23:36.700342,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,11,no,42,1250
2025-05-20T15:23:36.737802,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,12,yes,46,100
2025-05-20T15:23:36.738353,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,13,yes,43,1250
2025-05-20T15:23:36.977967,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,14,yes,46,-100
2025-05-20T15:23:37.157178,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,15,yes,47,-25
2025-05-20T15:23:37.157483,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,16,yes,48,25
2025-05-20T15:23:37.178897,KXBTCD-25MAY2019-T105999.99,DELTA,52,13941,55,1000,17,yes,45,-2000
