timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-22T19:00:16.935277,KXBTCD-25MAY2223-T111499.99,SNAPSHOT,31,100,39,100,1,,,
2025-05-22T19:00:17.289404,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,39,100,2,yes,1,-373104
2025-05-22T19:00:17.349599,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,39,100,3,no,1,-373104
2025-05-22T19:00:17.389938,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,39,100,4,no,2,9
2025-05-22T19:00:20.710490,KXBTCD-25MAY2223-T111499.99,DELTA,2,9,39,100,5,yes,31,-100
2025-05-22T19:00:20.829540,KXBTCD-25MAY2223-T111499.99,DELTA,1,32400,39,100,6,yes,2,-9
2025-05-22T19:00:21.188331,KXBTCD-25MAY2223-T111499.99,DELTA,,0,39,100,7,yes,1,-32400
2025-05-22T19:00:21.188740,KXBTCD-25MAY2223-T111499.99,DELTA,3,10800,39,100,8,yes,3,10800
2025-05-22T19:00:21.289359,KXBTCD-25MAY2223-T111499.99,DELTA,10,200,39,100,9,yes,10,200
2025-05-22T19:00:21.348480,KXBTCD-25MAY2223-T111499.99,DELTA,10,200,39,100,10,no,30,200
2025-05-22T19:00:21.781697,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,39,100,11,yes,31,100
2025-05-22T19:00:21.909571,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,39,100,12,no,2,-9
2025-05-22T19:00:21.910001,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,39,100,13,yes,11,9
2025-05-22T19:00:21.910431,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,39,100,14,no,31,9
2025-05-22T19:00:22.410611,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,39,100,15,yes,31,-100
2025-05-22T19:00:22.547722,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,38,9,16,no,62,9
2025-05-22T19:00:22.568984,KXBTCD-25MAY2223-T111499.99,DELTA,11,18,38,9,17,yes,11,9
2025-05-22T19:00:22.688412,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,38,9,18,yes,11,-9
2025-05-22T19:00:24.450794,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,38,9,19,no,61,-100
2025-05-22T19:00:24.548452,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,38,9,20,no,31,-9
2025-05-22T19:00:24.548933,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,38,9,21,yes,4,9
2025-05-22T19:00:24.549262,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,38,9,22,no,2,9
2025-05-22T19:00:24.568490,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,70,200,23,no,62,-9
2025-05-22T19:00:24.568842,KXBTCD-25MAY2223-T111499.99,DELTA,11,9,69,9,24,no,31,9
2025-05-22T19:00:24.834598,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,69,9,25,yes,31,100
2025-05-22T19:00:26.268048,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,38,100,26,no,62,100
2025-05-22T19:00:26.472545,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,38,100,27,yes,11,-9
2025-05-22T19:00:26.473076,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,38,100,28,yes,4,-9
2025-05-22T19:00:26.473429,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,38,100,29,no,31,-9
2025-05-22T19:00:26.473565,KXBTCD-25MAY2223-T111499.99,DELTA,31,100,38,100,30,no,2,-9
