timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-22T19:00:31.468718,KXBTCD-25MAY2223-T112249.99,SNAPSHOT,,0,6,100,1,,,
2025-05-22T19:00:47.350150,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,100,2,no,2,20000
2025-05-22T19:00:47.350553,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,3,no,95,1000
2025-05-22T19:00:47.350670,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,4,no,82,3000
2025-05-22T19:00:47.368340,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,5,no,57,8000
2025-05-22T19:00:47.368683,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,6,no,3,80000
2025-05-22T19:00:47.647260,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,7,no,61,-9
2025-05-22T19:00:48.308435,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,8,no,61,2000
2025-05-22T19:00:50.588086,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,100,9,no,95,-1000
2025-05-22T19:00:50.607938,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,100,10,no,82,-3000
2025-05-22T19:00:50.608235,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,100,11,no,57,-8000
2025-05-22T19:00:50.666708,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,12,no,94,1000
2025-05-22T19:00:50.667004,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,13,no,56,8000
2025-05-22T19:00:50.667093,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,14,no,81,3000
2025-05-22T19:00:50.728385,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,15,no,83,9
2025-05-22T19:00:52.267985,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,16,no,1,-32400
2025-05-22T19:00:52.268311,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,17,no,4,8100
2025-05-22T19:00:52.329146,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,18,no,2,-20000
2025-05-22T19:00:52.369313,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,19,no,83,-9
2025-05-22T19:00:52.567089,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,20,no,5,20000
2025-05-22T19:01:01.387881,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,100,21,no,94,-1000
2025-05-22T19:01:01.448767,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,22,no,95,1000
2025-05-22T19:01:01.508744,KXBTCD-25MAY2223-T112249.99,DELTA,,0,5,1000,23,no,82,9
2025-05-22T19:01:01.764725,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,100,24,no,95,-1000
2025-05-22T19:01:01.787474,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,25,no,94,1000
2025-05-22T19:01:06.589640,KXBTCD-25MAY2223-T112249.99,DELTA,,0,6,1100,26,no,4,-8100
