timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-22T18:03:43.081176,KXBTCD-25MAY2222-T111499.99,SNAPSHOT,68,14,72,1100,1,,,
2025-05-22T18:03:43.242575,KXBTCD-25MAY2222-T111499.99,DELTA,68,14,72,1100,2,yes,66,30
2025-05-22T18:03:43.242718,KXBTCD-25MAY2222-T111499.99,DELTA,68,14,72,1100,3,yes,67,-30
2025-05-22T18:03:43.262306,KXBTCD-25MAY2222-T111499.99,DELTA,68,14,72,1100,4,yes,67,14
2025-05-22T18:03:43.262408,KXBTCD-25MAY2222-T111499.99,DELTA,67,1014,72,1100,5,yes,68,-14
2025-05-22T18:03:43.262464,KXBTCD-25MAY2222-T111499.99,DELTA,67,1014,72,1100,6,no,22,-30
2025-05-22T18:03:43.262517,KXBTCD-25MAY2222-T111499.99,DELTA,67,1014,72,1100,7,no,23,30
2025-05-22T18:03:43.262571,KXBTCD-25MAY2222-T111499.99,DELTA,67,1014,72,1100,8,no,24,14
2025-05-22T18:03:43.262619,KXBTCD-25MAY2222-T111499.99,DELTA,67,1014,72,1100,9,no,23,-14
2025-05-22T18:03:43.364070,KXBTCD-25MAY2222-T111499.99,DELTA,67,1014,72,1100,10,no,24,-9
2025-05-22T18:03:43.364192,KXBTCD-25MAY2222-T111499.99,DELTA,67,1014,72,1100,11,yes,64,-9
2025-05-22T18:03:43.464961,KXBTCD-25MAY2222-T111499.99,DELTA,67,14,72,1100,12,yes,67,-1000
2025-05-22T18:03:43.465159,KXBTCD-25MAY2222-T111499.99,DELTA,67,14,72,1100,13,no,11,-1250
2025-05-22T18:03:43.501820,KXBTCD-25MAY2222-T111499.99,DELTA,67,14,72,1100,14,yes,66,1000
2025-05-22T18:03:43.683519,KXBTCD-25MAY2222-T111499.99,DELTA,67,14,72,1100,15,yes,10,-3240
2025-05-22T18:03:43.683680,KXBTCD-25MAY2222-T111499.99,DELTA,67,14,72,1100,16,yes,14,2314
2025-05-22T18:03:43.741119,KXBTCD-25MAY2222-T111499.99,DELTA,67,14,72,1100,17,yes,11,-20000
