timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-22T19:00:12.155495,KXBTCD-25MAY2223-T111249.99,SNAPSHOT,57,100,65,100,1,,,
2025-05-22T19:00:14.149928,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,65,100,2,yes,1,405504
2025-05-22T19:00:14.230150,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,65,100,3,no,1,405504
2025-05-22T19:00:14.290358,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,65,100,4,yes,2,9
2025-05-22T19:00:17.129765,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,65,100,5,yes,1,-373104
2025-05-22T19:00:17.188565,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,65,100,6,no,1,-373104
2025-05-22T19:00:17.269723,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,65,100,7,no,2,9
2025-05-22T19:00:20.689677,KXBTCD-25MAY2223-T111249.99,DELTA,2,9,65,100,8,yes,57,-100
2025-05-22T19:00:20.871110,KXBTCD-25MAY2223-T111249.99,DELTA,1,32400,65,100,9,yes,2,-9
2025-05-22T19:00:21.068905,KXBTCD-25MAY2223-T111249.99,DELTA,,0,65,100,10,yes,1,-32400
2025-05-22T19:00:21.069277,KXBTCD-25MAY2223-T111249.99,DELTA,7,4628,65,100,11,yes,7,4628
2025-05-22T19:00:21.369227,KXBTCD-25MAY2223-T111249.99,DELTA,30,200,65,100,12,yes,30,200
2025-05-22T19:00:21.389443,KXBTCD-25MAY2223-T111249.99,DELTA,30,200,65,100,13,no,10,200
2025-05-22T19:00:21.488933,KXBTCD-25MAY2223-T111249.99,DELTA,30,200,64,9,14,no,36,9
2025-05-22T19:00:21.489411,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,64,9,15,yes,31,9
2025-05-22T19:00:21.628697,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,64,9,16,no,2,-9
2025-05-22T19:00:21.629088,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,64,9,17,no,11,9
2025-05-22T19:00:21.629477,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,64,9,18,yes,8,9
2025-05-22T19:00:21.769967,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,64,9,19,yes,58,100
2025-05-22T19:00:23.871971,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,64,9,20,no,35,-100
2025-05-22T19:00:23.873089,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,64,9,21,yes,58,-100
2025-05-22T19:00:24.010723,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,64,9,22,no,2,9
2025-05-22T19:00:24.011758,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,64,9,23,no,11,-9
2025-05-22T19:00:24.012281,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,90,200,24,no,36,-9
2025-05-22T19:00:24.012688,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,9,25,no,11,9
2025-05-22T19:00:26.252778,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,89,9,26,yes,57,100
2025-05-22T19:00:26.253509,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,66,100,27,no,34,100
2025-05-22T19:00:26.409115,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,66,100,28,no,11,-9
2025-05-22T19:00:26.428731,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,66,100,29,no,11,9
2025-05-22T19:00:26.429070,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,66,100,30,yes,8,-9
2025-05-22T19:00:26.429178,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,66,100,31,yes,31,-9
2025-05-22T19:00:26.429257,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,66,100,32,no,2,-9
2025-05-22T19:00:26.429324,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,66,100,33,yes,31,9
2025-05-22T19:00:26.448322,KXBTCD-25MAY2223-T111249.99,DELTA,57,100,89,9,34,no,34,-100
2025-05-22T19:00:27.329276,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,9,35,yes,57,-100
2025-05-22T19:00:27.449702,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,9,36,yes,8,9
2025-05-22T19:00:27.468738,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,18,37,no,11,9
2025-05-22T19:00:27.469058,KXBTCD-25MAY2223-T111249.99,DELTA,30,200,89,18,38,yes,31,-9
2025-05-22T19:00:27.469179,KXBTCD-25MAY2223-T111249.99,DELTA,30,200,89,9,39,no,11,-9
2025-05-22T19:00:27.469268,KXBTCD-25MAY2223-T111249.99,DELTA,30,200,89,9,40,no,2,9
2025-05-22T19:00:27.469352,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,9,41,yes,31,9
2025-05-22T19:00:27.811137,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,9,42,yes,7,-4628
2025-05-22T19:00:27.811480,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,9,43,yes,9,3600
2025-05-22T19:00:27.869393,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,9,44,no,1,-32400
2025-05-22T19:00:27.869830,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,89,2954,45,no,11,2945
2025-05-22T19:00:28.169032,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,66,100,46,no,34,100
2025-05-22T19:00:28.290546,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,66,100,47,no,2,-9
2025-05-22T19:00:28.290946,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,66,100,48,yes,8,-9
2025-05-22T19:00:28.291374,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,66,100,49,no,12,9
2025-05-22T19:00:28.291481,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,66,100,50,yes,10,9
2025-05-22T19:00:28.388785,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,66,100,51,no,11,-9
2025-05-22T19:00:28.389051,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,65,9,52,no,35,9
2025-05-22T19:00:29.022190,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,65,9,53,yes,58,100
2025-05-22T19:00:29.050292,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,66,100,54,no,35,-9
2025-05-22T19:00:29.050586,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,66,100,55,yes,31,9
2025-05-22T19:00:29.050829,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,66,100,56,yes,31,-9
2025-05-22T19:00:29.070522,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,66,100,57,yes,10,-9
2025-05-22T19:00:30.388868,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,66,100,58,yes,9,-3600
2025-05-22T19:00:30.389563,KXBTCD-25MAY2223-T111249.99,DELTA,58,100,66,100,59,yes,1,32400
2025-05-22T19:00:30.709930,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,66,100,60,yes,58,-100
2025-05-22T19:00:31.083074,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,9,61,no,34,-100
2025-05-22T19:00:31.169482,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,18,62,no,12,9
2025-05-22T19:00:31.169594,KXBTCD-25MAY2223-T111249.99,DELTA,31,18,88,18,63,yes,31,9
2025-05-22T19:00:31.289718,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,18,64,yes,31,-9
2025-05-22T19:00:31.289902,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,9,65,no,12,-9
2025-05-22T19:00:31.290013,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,9,66,yes,2,9
2025-05-22T19:00:32.228568,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,9,67,yes,1,-32400
2025-05-22T19:00:32.229143,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,9,68,yes,3,10800
2025-05-22T19:00:32.350690,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,9,69,yes,2,-9
2025-05-22T19:00:32.350955,KXBTCD-25MAY2223-T111249.99,DELTA,31,9,88,9,70,yes,4,9
2025-05-22T19:00:32.549630,KXBTCD-25MAY2223-T111249.99,DELTA,60,100,88,9,71,yes,60,100
2025-05-22T19:00:33.135954,KXBTCD-25MAY2223-T111249.99,DELTA,60,100,88,9,72,yes,3,-10800
2025-05-22T19:00:33.136940,KXBTCD-25MAY2223-T111249.99,DELTA,60,100,88,9,73,yes,5,6480
2025-05-22T19:00:33.266394,KXBTCD-25MAY2223-T111249.99,DELTA,60,100,88,9,74,yes,31,9
