timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-21T19:00:47.143514,KXBTCD-25MAY2123-T110249.99,SNAPSHOT,27,100,35,100,1,,,
2025-05-21T19:00:48.341091,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,35,100,2,no,3,80000
2025-05-21T19:00:48.341487,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,59,9,3,no,65,-100
2025-05-21T19:00:48.378834,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,59,9,4,yes,9,3000
2025-05-21T19:00:48.381593,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,59,9,5,no,8,8000
2025-05-21T19:00:48.381886,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,59,9,6,yes,3,80000
2025-05-21T19:00:48.382116,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,56,3000,7,no,44,3000
2025-05-21T19:00:48.520281,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,56,3000,8,no,41,-9
2025-05-21T19:00:48.537512,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,56,3000,9,yes,2,9
2025-05-21T19:00:48.538307,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,56,3000,10,no,41,9
2025-05-21T19:00:48.556887,KXBTCD-25MAY2123-T110249.99,DELTA,27,100,56,3000,11,no,4,9
2025-05-21T19:00:48.557149,KXBTCD-25MAY2123-T110249.99,DELTA,28,9,56,3000,12,yes,28,9
2025-05-21T19:00:49.377420,KXBTCD-25MAY2123-T110249.99,DELTA,28,9,56,3000,13,no,2,20000
2025-05-21T19:00:49.377796,KXBTCD-25MAY2123-T110249.99,DELTA,28,9,56,3000,14,yes,2,2000
2025-05-21T19:00:49.403991,KXBTCD-25MAY2123-T110249.99,DELTA,28,9,56,3000,15,no,41,2000
2025-05-21T19:00:49.404414,KXBTCD-25MAY2123-T110249.99,DELTA,28,9,56,3000,16,yes,2,20000
2025-05-21T19:00:49.404669,KXBTCD-25MAY2123-T110249.99,DELTA,28,9,56,3000,17,no,41,1000
2025-05-21T19:00:49.404826,KXBTCD-25MAY2123-T110249.99,DELTA,28,1009,56,3000,18,yes,28,1000
2025-05-21T19:00:49.598144,KXBTCD-25MAY2123-T110249.99,DELTA,28,1009,56,3000,19,yes,2,-9
