decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_btc_diff_from_strike,trade_action,num_contracts_sim,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,simulated_entry_price_cents,pnl_cents
2025-05-20T19:04:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1058.83,BUY_YES,50,74,81.0,81.0,950.0
2025-05-20T19:05:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1054.86,BUY_YES,50,76,79.0,79.0,1050.0
2025-05-20T19:06:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1321.46,BUY_YES,50,85,88.0,88.0,600.0
2025-05-20T19:07:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1385.0,BUY_YES,50,87,90.0,90.0,500.0
2025-05-20T19:08:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1348.79,BUY_YES,50,89,92.0,92.0,400.0
2025-05-20T19:09:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1407.48,BUY_YES,50,90,94.0,94.0,300.0
2025-05-20T19:10:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1554.73,BUY_YES,50,92,95.0,95.0,250.0
2025-05-20T19:11:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1555.58,BUY_YES,50,92,96.0,96.0,200.0
2025-05-20T19:12:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1565.16,BUY_YES,50,92,96.0,96.0,200.0
2025-05-20T19:13:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1576.35,BUY_YES,50,93,96.0,96.0,200.0
2025-05-20T19:14:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1659.2,BUY_YES,50,95,98.0,98.0,100.0
2025-05-20T19:15:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1679.85,BUY_YES,50,95,99.0,99.0,50.0
2025-05-20T19:16:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1699.15,BUY_YES,50,94,99.0,99.0,50.0
2025-05-20T19:17:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1618.9,BUY_YES,50,95,99.0,99.0,50.0
2025-05-20T19:18:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1699.08,BUY_YES,50,95,99.0,99.0,50.0
2025-05-20T19:19:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1760.66,BUY_YES,50,96,99.0,99.0,50.0
2025-05-20T19:20:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1739.25,BUY_YES,50,96,99.0,99.0,50.0
2025-05-20T19:21:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1990.41,NO_TRADE,0,94,,,
2025-05-20T19:22:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1990.46,NO_TRADE,0,94,,,
2025-05-20T19:23:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2019.03,NO_TRADE,0,94,,,
2025-05-20T19:25:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2014.6,NO_TRADE,0,94,,,
2025-05-20T19:27:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1965.31,NO_TRADE,0,71,,,
2025-05-20T19:28:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2029.98,NO_TRADE,0,71,,,
2025-05-20T19:29:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2006.97,NO_TRADE,0,94,,,
2025-05-20T19:30:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1951.54,NO_TRADE,0,94,,,
2025-05-20T19:33:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2020.77,NO_TRADE,0,94,,,
2025-05-20T19:34:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2018.7,NO_TRADE,0,71,,,
2025-05-20T19:36:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1989.86,NO_TRADE,0,94,,,
2025-05-20T19:38:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2004.12,NO_TRADE,0,97,,,
2025-05-20T19:39:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1977.28,NO_TRADE,0,98,,,
2025-05-20T19:41:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1984.27,NO_TRADE,0,98,,,
2025-05-20T19:43:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1983.21,NO_TRADE,0,98,,,
2025-05-20T19:44:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2031.76,NO_TRADE,0,98,,,
2025-05-20T19:45:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,1958.8,NO_TRADE,0,97,,,
2025-05-20T19:47:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2065.3,NO_TRADE,0,98,,,
2025-05-20T19:48:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2097.21,NO_TRADE,0,98,,,
2025-05-20T19:49:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2091.95,NO_TRADE,0,98,,,
2025-05-20T19:50:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2069.51,NO_TRADE,0,98,,,
2025-05-20T19:52:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2124.37,NO_TRADE,0,97,,,
2025-05-20T19:55:00+00:00,KXBTCD-25MAY2016-T104999.99,104999.99,2108.17,NO_TRADE,0,98,,,
2025-05-20T19:04:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,171.5,NO_TRADE,0,37,43.0,,
2025-05-20T19:05:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,200.94,NO_TRADE,0,40,43.0,,
2025-05-20T19:06:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,510.56,NO_TRADE,0,52,55.0,,
2025-05-20T19:07:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,613.07,NO_TRADE,0,56,59.0,,
2025-05-20T19:08:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,532.22,NO_TRADE,0,60,64.0,,
2025-05-20T19:09:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,621.06,NO_TRADE,0,65,67.0,,
2025-05-20T19:10:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,833.04,BUY_YES,50,70,72.0,72.0,1400.0
2025-05-20T19:11:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,861.34,BUY_YES,50,69,72.0,72.0,1400.0
2025-05-20T19:12:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,918.5,BUY_YES,50,70,73.0,73.0,1350.0
2025-05-20T19:13:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,953.54,BUY_YES,50,70,73.0,73.0,1350.0
2025-05-20T19:14:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1110.93,BUY_YES,50,79,81.0,81.0,950.0
2025-05-20T19:15:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1123.54,BUY_YES,50,81,83.0,83.0,850.0
2025-05-20T19:16:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1196.44,BUY_YES,50,83,86.0,86.0,700.0
2025-05-20T19:17:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1101.16,BUY_YES,50,79,83.0,83.0,850.0
2025-05-20T19:18:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1281.96,BUY_YES,50,85,86.0,86.0,700.0
2025-05-20T19:19:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1364.75,BUY_YES,50,88,90.0,90.0,500.0
2025-05-20T19:20:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1405.9,BUY_YES,50,88,92.0,92.0,400.0
2025-05-20T19:21:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1471.44,BUY_YES,50,92,94.0,94.0,300.0
2025-05-20T19:22:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1525.92,BUY_YES,50,92,94.0,94.0,300.0
2025-05-20T19:23:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1605.6,BUY_YES,50,93,95.0,95.0,250.0
2025-05-20T19:24:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1659.26,BUY_YES,50,93,98.0,98.0,100.0
2025-05-20T19:25:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1665.72,BUY_YES,50,94,98.0,98.0,100.0
2025-05-20T19:26:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1649.66,BUY_YES,50,94,98.0,98.0,100.0
2025-05-20T19:27:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1635.85,BUY_YES,50,94,98.0,98.0,100.0
2025-05-20T19:28:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1882.84,NO_TRADE,0,94,,,
2025-05-20T19:29:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1867.06,NO_TRADE,0,95,,,
2025-05-20T19:30:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1651.71,BUY_YES,50,95,99.0,99.0,50.0
2025-05-20T19:31:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1896.29,NO_TRADE,0,95,,,
2025-05-20T19:33:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1899.86,NO_TRADE,0,96,,,
2025-05-20T19:34:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1897.8,NO_TRADE,0,96,,,
2025-05-20T19:35:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1900.77,NO_TRADE,0,96,,,
2025-05-20T19:39:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1861.96,NO_TRADE,0,96,,,
2025-05-20T19:41:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1868.96,NO_TRADE,0,96,,,
2025-05-20T19:48:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1981.9,NO_TRADE,0,99,,,
2025-05-20T19:49:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1976.63,NO_TRADE,0,99,,,
2025-05-20T19:52:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,2009.06,NO_TRADE,0,99,,,
2025-05-20T19:53:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1977.42,NO_TRADE,0,99,,,
2025-05-20T19:55:00+00:00,KXBTCD-25MAY2016-T105499.99,105499.99,1992.86,NO_TRADE,0,99,,,
2025-05-20T19:35:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,603.75,NO_TRADE,0,52,55.0,,
2025-05-20T19:36:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,528.87,NO_TRADE,0,49,53.0,,
2025-05-20T19:37:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,643.83,NO_TRADE,0,55,58.0,,
2025-05-20T19:38:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,636.25,NO_TRADE,0,56,58.0,,
2025-05-20T19:39:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,582.52,NO_TRADE,0,53,56.0,,
2025-05-20T19:40:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,505.3,NO_TRADE,0,49,52.0,,
2025-05-20T19:41:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,640.95,NO_TRADE,0,56,61.0,,
2025-05-20T19:42:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,638.15,NO_TRADE,0,58,63.0,,
2025-05-20T19:43:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,660.12,NO_TRADE,0,60,66.0,,
2025-05-20T19:44:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,708.63,NO_TRADE,0,70,73.0,,
2025-05-20T19:45:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,667.58,NO_TRADE,0,57,60.0,,
2025-05-20T19:46:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,846.07,BUY_YES,50,68,72.0,72.0,1400.0
2025-05-20T19:47:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,910.17,BUY_YES,50,79,80.0,80.0,1000.0
2025-05-20T19:48:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,1126.32,BUY_YES,50,83,88.0,88.0,600.0
2025-05-20T19:49:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,1030.44,BUY_YES,50,88,91.0,91.0,450.0
2025-05-20T19:50:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,1166.51,BUY_YES,50,89,92.0,92.0,400.0
2025-05-20T19:51:00+00:00,KXBTCD-25MAY2016-T106499.99,106499.99,1405.17,BUY_YES,50,94,96.0,96.0,200.0
