decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_btc_diff_from_strike,trade_action,num_contracts_sim,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,simulated_entry_price_cents,pnl_cents
2025-05-20T21:01:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1261.97,BUY_YES,50,81.0,88.0,88.0,600.0
2025-05-20T21:02:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1253.61,BUY_YES,50,82.0,87.0,87.0,650.0
2025-05-20T21:03:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1366.6,BUY_YES,50,86.0,91.0,91.0,450.0
2025-05-20T21:04:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1598.47,BUY_YES,50,93.0,96.0,96.0,200.0
2025-05-20T21:05:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1482.62,BUY_YES,50,91.0,96.0,96.0,200.0
2025-05-20T21:06:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1492.6,BUY_YES,50,91.0,95.0,95.0,250.0
2025-05-20T21:07:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1419.49,BUY_YES,50,87.0,92.0,92.0,400.0
2025-05-20T21:08:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1456.06,BUY_YES,50,87.0,92.0,92.0,400.0
2025-05-20T21:10:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1428.24,BUY_YES,50,89.0,93.0,93.0,350.0
2025-05-20T21:11:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,1157.85,BUY_YES,50,79.0,82.0,82.0,900.0
2025-05-20T21:12:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,951.17,BUY_YES,50,63.0,68.0,68.0,1600.0
2025-05-20T21:13:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,829.22,BUY_YES,50,58.0,62.0,62.0,1900.0
2025-05-20T21:14:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,934.23,BUY_YES,50,64.0,70.0,70.0,1500.0
2025-05-20T21:15:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,612.02,NO_TRADE,0,51.0,56.0,,
2025-05-20T21:16:00+00:00,KXBTCD-25MAY2018-T106499.99,106499.99,626.63,NO_TRADE,0,60.0,65.0,,
