decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_btc_diff_from_strike,trade_action,num_contracts_sim,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,simulated_entry_price_cents,pnl_cents
2025-05-20T18:02:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,295.61,NO_TRADE,0,40.0,48,,
2025-05-20T18:03:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,395.85,NO_TRADE,0,46.0,49,,
2025-05-20T18:04:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,531.1,NO_TRADE,0,53.0,56,,
2025-05-20T18:05:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,540.66,NO_TRADE,0,53.0,56,,
2025-05-20T18:06:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,476.13,NO_TRADE,0,51.0,58,,
2025-05-20T18:07:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,664.9,NO_TRADE,0,66.0,69,,
2025-05-20T18:08:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,620.0,NO_TRADE,0,58.0,61,,
2025-05-20T18:09:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,745.07,NO_TRADE,0,65.0,67,,
2025-05-20T18:10:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,664.52,NO_TRADE,0,61.0,64,,
2025-05-20T18:11:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,950.99,BUY_YES,50,70.0,73,73.0,-3650.0
2025-05-20T18:12:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,767.9,BUY_YES,17,66.0,69,69.0,-1173.0
2025-05-20T18:13:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,938.77,BUY_YES,50,71.0,76,76.0,-3800.0
2025-05-20T18:14:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,854.18,BUY_YES,50,70.0,72,72.0,-3600.0
2025-05-20T18:15:00+00:00,KXBTCD-25MAY2015-T106249.99,106249.99,798.46,BUY_YES,40,56.0,58,58.0,-2320.0
