decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_btc_diff_from_strike,trade_action,num_contracts_sim,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,simulated_entry_price_cents,pnl_cents
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,767.05,BUY_YES,15,69.0,73.0,73.0,405.0
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1110.62,BUY_YES,50,83.0,86.0,86.0,700.0
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1016.64,BUY_YES,50,87.0,92.0,92.0,400.0
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,980.87,BUY_YES,50,85.0,91.0,91.0,450.0
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1091.58,BUY_YES,50,87.0,93.0,93.0,350.0
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1185.64,BUY_YES,50,87.0,88.0,88.0,600.0
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1267.88,BUY_YES,50,90.0,91.0,91.0,450.0
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1323.64,BUY_YES,50,97.0,98.0,98.0,100.0
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1522.51,NO_TRADE,0,97.0,,,
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1528.45,NO_TRADE,0,99.0,,,
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1533.27,NO_TRADE,0,98.0,,,
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1410.27,BUY_YES,50,94.0,97.0,97.0,150.0
2025-05-19T23:08:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,587.69,NO_TRADE,0,51.0,57.0,,
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,556.23,NO_TRADE,0,50.0,56.0,,
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,574.56,NO_TRADE,0,51.0,56.0,,
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,540.28,NO_TRADE,0,49.0,55.0,,
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,492.84,NO_TRADE,0,43.0,50.0,,
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,461.7,NO_TRADE,0,40.0,48.0,,
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,406.34,NO_TRADE,0,39.0,45.0,,
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,345.94,NO_TRADE,0,35.0,42.0,,
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,281.92,NO_TRADE,0,38.0,42.0,,
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,246.61,NO_TRADE,0,37.0,42.0,,
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,144.53,NO_TRADE,0,25.0,33.0,,
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,70.03,NO_TRADE,0,28.0,29.0,,
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,47.38,NO_TRADE,0,27.0,29.0,,
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,79.41,NO_TRADE,0,31.0,32.0,,
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-120.37,NO_TRADE,0,23.0,24.0,,
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-65.06,NO_TRADE,0,27.0,28.0,,
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-132.59,NO_TRADE,0,22.0,24.0,,
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-99.48,NO_TRADE,0,19.0,21.0,,
2025-05-19T23:26:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-212.93,NO_TRADE,0,18.0,19.0,,
2025-05-19T23:27:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-218.66,NO_TRADE,0,14.0,15.0,,
2025-05-19T23:28:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-315.3,NO_TRADE,0,9.0,13.0,,
2025-05-19T23:29:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-359.39,NO_TRADE,0,9.0,13.0,,
2025-05-19T23:30:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-384.31,NO_TRADE,0,11.0,13.0,,
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-423.26,NO_TRADE,0,9.0,11.0,,
2025-05-19T23:32:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-458.74,NO_TRADE,0,9.0,11.0,,
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-403.77,NO_TRADE,0,12.0,17.0,,
2025-05-19T23:34:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-397.9,NO_TRADE,0,12.0,16.0,,
2025-05-19T23:35:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-376.92,NO_TRADE,0,14.0,18.0,,
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-432.25,NO_TRADE,0,11.0,12.0,,
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-386.59,NO_TRADE,0,10.0,12.0,,
2025-05-19T23:38:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-407.28,NO_TRADE,0,11.0,12.0,,
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-376.07,NO_TRADE,0,11.0,12.0,,
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-425.36,NO_TRADE,0,11.0,12.0,,
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-275.19,NO_TRADE,0,27.0,28.0,,
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-361.8,NO_TRADE,0,15.0,19.0,,
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-348.47,NO_TRADE,0,11.0,14.0,,
2025-05-19T23:44:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-370.59,NO_TRADE,0,13.0,15.0,,
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-113.03,NO_TRADE,0,23.0,26.0,,
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-186.72,NO_TRADE,0,30.0,31.0,,
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-222.89,NO_TRADE,0,25.0,28.0,,
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-206.44,NO_TRADE,0,20.0,24.0,,
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-171.75,NO_TRADE,0,12.0,16.0,,
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-115.55,NO_TRADE,0,14.0,17.0,,
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-63.39,NO_TRADE,0,28.0,33.0,,
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-115.57,NO_TRADE,0,28.0,33.0,,
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-117.3,NO_TRADE,0,32.0,37.0,,
2025-05-19T23:54:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-248.19,NO_TRADE,0,11.0,15.0,,
2025-05-19T23:55:00+00:00,KXBTCD-25MAY1920-T105749.99,105749.99,-129.67,NO_TRADE,0,4.0,7.0,,
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-24.87,NO_TRADE,0,27.0,29.0,,
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-8.6,NO_TRADE,0,28.0,29.0,,
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-35.56,NO_TRADE,0,25.0,29.0,,
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-150.46,NO_TRADE,0,20.0,25.0,,
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-98.58,NO_TRADE,0,23.0,25.0,,
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-144.47,NO_TRADE,0,17.0,23.0,,
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-183.22,NO_TRADE,0,16.0,21.0,,
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-249.42,NO_TRADE,0,14.0,20.0,,
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-252.74,NO_TRADE,0,13.0,16.0,,
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-347.77,NO_TRADE,0,8.0,15.0,,
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-397.57,NO_TRADE,0,7.0,13.0,,
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-449.1,NO_TRADE,0,7.0,8.0,,
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-432.99,NO_TRADE,0,8.0,13.0,,
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-525.82,NO_TRADE,0,5.0,11.0,,
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-504.63,NO_TRADE,0,5.0,11.0,,
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-551.02,NO_TRADE,0,5.0,11.0,,
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-550.53,NO_TRADE,0,5.0,6.0,,
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-647.25,NO_TRADE,0,2.0,5.0,,
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-629.12,NO_TRADE,0,2.0,5.0,,
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-642.31,NO_TRADE,0,2.0,5.0,,
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-665.67,NO_TRADE,0,1.0,3.0,,
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-658.53,NO_TRADE,0,1.0,3.0,,
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-252.36,NO_TRADE,0,,5.0,,
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-292.73,NO_TRADE,0,,5.0,,
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-320.83,NO_TRADE,0,,3.0,,
2025-05-19T23:45:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-256.07,NO_TRADE,0,,5.0,,
2025-05-19T23:46:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-564.84,NO_TRADE,0,3.0,6.0,,
2025-05-19T23:47:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-583.92,NO_TRADE,0,3.0,6.0,,
2025-05-19T23:48:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-576.52,NO_TRADE,0,1.0,5.0,,
2025-05-19T23:49:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-601.02,NO_TRADE,0,1.0,5.0,,
2025-05-19T23:50:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-609.99,NO_TRADE,0,1.0,4.0,,
2025-05-19T23:51:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-216.62,NO_TRADE,0,,3.0,,
2025-05-19T23:52:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-243.5,NO_TRADE,0,,1.0,,
2025-05-19T23:53:00+00:00,KXBTCD-25MAY1920-T105999.99,105999.99,-238.43,NO_TRADE,0,,1.0,,
