decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_btc_diff_from_strike,trade_action,num_contracts_sim,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,simulated_entry_price_cents,pnl_cents
2025-05-19T23:06:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1271.77,BUY_YES,50,81.0,87.0,87.0,650.0
2025-05-19T23:07:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1316.08,BUY_YES,50,83.0,88.0,88.0,600.0
2025-05-19T23:08:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1206.69,BUY_YES,50,81.0,82.0,82.0,900.0
2025-05-19T23:09:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1185.53,BUY_YES,50,80.0,81.0,81.0,950.0
2025-05-19T23:10:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1227.27,BUY_YES,50,82.0,83.0,83.0,850.0
2025-05-19T23:11:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1236.97,BUY_YES,50,82.0,84.0,84.0,800.0
2025-05-19T23:12:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1144.27,BUY_YES,50,79.0,82.0,82.0,900.0
2025-05-19T23:13:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1126.54,BUY_YES,50,79.0,81.0,81.0,950.0
2025-05-19T23:14:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1116.05,BUY_YES,50,77.0,81.0,81.0,950.0
2025-05-19T23:15:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1091.38,BUY_YES,50,78.0,79.0,79.0,1050.0
2025-05-19T23:16:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1070.31,BUY_YES,50,79.0,80.0,80.0,1000.0
2025-05-19T23:17:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1085.41,BUY_YES,50,79.0,83.0,83.0,850.0
2025-05-19T23:18:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,1002.75,BUY_YES,50,75.0,76.0,76.0,1200.0
2025-05-19T23:19:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,954.56,BUY_YES,50,67.0,69.0,69.0,1550.0
2025-05-19T23:20:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,946.89,BUY_YES,50,67.0,69.0,69.0,1550.0
2025-05-19T23:21:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,982.92,BUY_YES,50,72.0,74.0,74.0,1300.0
2025-05-19T23:22:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,841.17,BUY_YES,50,61.0,66.0,66.0,1700.0
2025-05-19T23:23:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,829.51,BUY_YES,49,70.0,71.0,71.0,1421.0
2025-05-19T23:24:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,771.92,BUY_YES,19,63.0,69.0,69.0,589.0
2025-05-19T23:25:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,834.09,BUY_YES,50,63.0,66.0,66.0,1700.0
2025-05-19T23:26:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,703.86,NO_TRADE,0,62.0,64.0,,
2025-05-19T23:27:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,732.69,NO_TRADE,0,55.0,59.0,,
2025-05-19T23:28:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,615.08,NO_TRADE,0,50.0,53.0,,
2025-05-19T23:29:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,579.55,NO_TRADE,0,49.0,53.0,,
2025-05-19T23:30:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,530.72,NO_TRADE,0,49.0,50.0,,
2025-05-19T23:31:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,498.67,NO_TRADE,0,52.0,54.0,,
2025-05-19T23:32:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,435.82,NO_TRADE,0,50.0,55.0,,
2025-05-19T23:33:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,502.47,NO_TRADE,0,59.0,60.0,,
2025-05-19T23:34:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,504.52,NO_TRADE,0,60.0,64.0,,
2025-05-19T23:35:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,607.74,NO_TRADE,0,63.0,68.0,,
2025-05-19T23:36:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,548.81,NO_TRADE,0,55.0,60.0,,
2025-05-19T23:37:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,607.69,NO_TRADE,0,52.0,56.0,,
2025-05-19T23:38:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,621.81,NO_TRADE,0,55.0,59.0,,
2025-05-19T23:39:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,683.56,NO_TRADE,0,58.0,64.0,,
2025-05-19T23:40:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,594.88,NO_TRADE,0,61.0,62.0,,
2025-05-19T23:41:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,769.75,BUY_YES,14,84.0,86.0,86.0,196.0
2025-05-19T23:42:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,687.04,NO_TRADE,0,68.0,72.0,,
2025-05-19T23:43:00+00:00,KXBTCD-25MAY1920-T105499.99,105499.99,770.81,BUY_YES,19,61.0,66.0,66.0,646.0
