decision_timestamp_utc,market_ticker,kalshi_strike_price,predicted_btc_diff_from_strike,trade_action,num_contracts_sim,kalshi_yes_bid_at_decision,kalshi_yes_ask_at_decision,simulated_entry_price_cents,pnl_cents
2025-05-20T20:06:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1606.52,BUY_YES,50,93.0,98.0,98.0,100.0
2025-05-20T20:08:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1575.02,BUY_YES,50,93.0,98.0,98.0,100.0
2025-05-20T20:09:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1525.94,BUY_YES,50,94.0,98.0,98.0,100.0
2025-05-20T20:10:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1619.28,BUY_YES,50,94.0,99.0,99.0,50.0
2025-05-20T20:11:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1657.51,BUY_YES,50,94.0,99.0,99.0,50.0
2025-05-20T20:13:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1652.96,BUY_YES,50,97.0,99.0,99.0,50.0
2025-05-20T20:14:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1537.39,BUY_YES,50,94.0,99.0,99.0,50.0
2025-05-20T20:15:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1469.56,BUY_YES,50,93.0,98.0,98.0,100.0
2025-05-20T20:16:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1443.97,BUY_YES,50,91.0,97.0,97.0,150.0
2025-05-20T20:17:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1347.05,BUY_YES,50,87.0,92.0,92.0,400.0
2025-05-20T20:18:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1391.11,BUY_YES,50,91.0,95.0,95.0,250.0
2025-05-20T20:19:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1475.88,BUY_YES,50,93.0,98.0,98.0,100.0
2025-05-20T20:20:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1577.23,BUY_YES,50,94.0,99.0,99.0,50.0
2025-05-20T20:21:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1555.48,BUY_YES,50,95.0,99.0,99.0,50.0
2025-05-20T20:23:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1589.68,BUY_YES,50,95.0,99.0,99.0,50.0
2025-05-20T20:25:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1552.54,BUY_YES,50,94.0,99.0,99.0,50.0
2025-05-20T20:28:00+00:00,KXBTCD-25MAY2017-T105999.99,105999.99,1514.98,BUY_YES,50,96.0,99.0,99.0,50.0
2025-05-20T20:03:00+00:00,KXBTCD-25MAY2017-T106499.99,106499.99,841.64,BUY_YES,50,65.0,70.0,70.0,1500.0
