1729863300000,67900.01000000,67952.00000000,67892.02000000,67903.54000000,29.06092000,1729863359999,1973692.40707070,4785,16.30905000,1107653.97762920,0
1729863360000,67903.54000000,67938.78000000,67862.06000000,67938.77000000,21.67198000,1729863419999,1471470.81333750,5417,7.65602000,519802.08350260,0
1729863420000,67938.78000000,67938.78000000,67866.05000000,67874.04000000,9.43240000,1729863479999,640532.99929100,3299,3.13247000,212710.41307000,0
1729863480000,67874.04000000,67888.05000000,67837.28000000,67837.28000000,26.74741000,1729863539999,1814990.18484810,3500,8.13571000,552061.69486070,0
1729863540000,67837.28000000,67856.00000000,67817.14000000,67836.22000000,15.52901000,1729863599999,1053400.89099680,2340,10.96219000,743601.90209840,0
1729863600000,67836.21000000,67891.46000000,67830.00000000,67844.26000000,41.45568000,1729863659999,2813164.33161850,5031,15.78443000,1071236.51732260,0
1729863660000,67844.26000000,67859.70000000,67812.00000000,67816.00000000,11.04273000,1729863719999,749124.24697040,3229,3.48871000,236684.97882410,0
1729863720000,67815.99000000,67818.00000000,67770.00000000,67782.65000000,17.03254000,1729863779999,1154814.84900140,4055,6.35564000,430930.71525020,0
1729863780000,67782.66000000,67782.66000000,67737.61000000,67752.01000000,25.26907000,1729863839999,1712094.18339520,5067,8.41893000,570352.83934130,0
1729863840000,67752.00000000,67790.00000000,67746.00000000,67772.00000000,14.14645000,1729863899999,958657.85912810,3925,7.44747000,504682.93067010,0
1729863900000,67772.01000000,67872.87000000,67772.01000000,67793.51000000,32.36513000,1729863959999,2194970.84167120,7781,17.36757000,1177707.89109690,0
1729863960000,67792.24000000,67837.29000000,67770.50000000,67829.99000000,21.99797000,1729864019999,1491554.37780150,5325,13.79749000,935429.43919800,0
1729864020000,67829.99000000,67958.33000000,67811.73000000,67940.00000000,21.56218000,1729864079999,1463895.62602480,3736,12.73032000,864312.16468640,0
1729864080000,67940.01000000,67986.00000000,67920.85000000,67953.38000000,22.86655000,1729864139999,1553668.55865190,7740,11.85820000,805713.80206250,0
1729864140000,67953.38000000,68000.00000000,67952.05000000,67979.50000000,20.02077000,1729864199999,1360996.27383520,5088,15.00709000,1020128.49331720,0
1729864200000,67979.50000000,68145.79000000,67966.00000000,68120.01000000,89.72084000,1729864259999,6107458.50517760,9638,68.42005000,4657080.19465390,0
1729864260000,68120.01000000,68273.63000000,68120.00000000,68211.79000000,95.30076000,1729864319999,6501979.68660560,10817,42.34445000,2888359.84272530,0
