1720828800000,57889.09000000,57926.50000000,57889.09000000,57889.11000000,15.10499000,1720828859999,874719.08632920,1101,9.02611000,522676.22275490,0
1720828860000,57889.11000000,57889.11000000,57866.69000000,57866.69000000,3.04383000,1720828919999,176185.18514790,507,0.68987000,39930.05453430,0
1720828920000,57866.69000000,57876.99000000,57866.69000000,57866.70000000,6.10807000,1720828979999,353483.48456050,889,3.13165000,181223.23160260,0
1720828980000,57866.70000000,57880.00000000,57866.69000000,57879.41000000,3.65399000,1720829039999,211473.48331370,528,2.42493000,140336.05033950,0
1720829040000,57879.42000000,57885.48000000,57858.97000000,57858.97000000,6.70682000,1720829099999,388163.10650000,534,3.74373000,216661.82686780,0
1720829100000,57858.97000000,57858.97000000,57836.53000000,57836.54000000,4.10860000,1720829159999,237675.34877290,494,0.20415000,11810.15745510,0
1720829160000,57836.54000000,57836.54000000,57834.79000000,57834.80000000,1.95989000,1720829219999,113352.76947700,244,0.34907000,20188.75240660,0
1720829220000,57834.79000000,57854.00000000,57834.79000000,57854.00000000,5.04180000,1720829279999,291640.84244740,495,3.15233000,182329.62310830,0
1720829280000,57854.00000000,57857.53000000,57852.00000000,57857.53000000,5.58546000,1720829339999,323133.52030850,341,4.23039000,244738.18581470,0
1720829340000,57857.53000000,57893.50000000,57857.53000000,57893.49000000,8.02235000,1720829399999,464303.73567180,604,7.85390000,454552.92509750,0
1720829400000,57893.50000000,57893.50000000,57893.49000000,57893.50000000,0.94633000,1720829459999,54786.35311360,234,0.67219000,38915.43176500,0
1720829460000,57893.50000000,57908.35000000,57893.49000000,57908.35000000,3.40797000,1720829519999,197322.70906570,517,3.13618000,181585.53693950,0
1720829520000,57908.34000000,57914.01000000,57907.77000000,57907.78000000,4.70045000,1720829579999,272213.71583280,352,1.45139000,84053.26912570,0
1720829580000,57907.78000000,57912.00000000,57868.00000000,57868.00000000,14.67808000,1720829639999,849885.81660700,648,1.27528000,73848.01157880,0
