trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-20T22:34:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747780440,26.00,BUY_YES,0.9602,96,1,1,4,52418,0.0055 if live_cfg.USE_KELLY_CRITERION else '',144,96
2025-05-20T22:36:00+00:00,KXBTCD-25MAY2019-T106749.99,106749.99,1747782000,1747780560,24.00,BUY_NO,0.0496,95,2,1,-190,52422,0.0087 if live_cfg.USE_KELLY_CRITERION else '',228,190
2025-05-20T22:38:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747780680,22.00,BUY_YES,0.9410,94,4,1,24,52232,0.0165 if live_cfg.USE_KELLY_CRITERION else '',432,376
2025-05-20T22:39:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747780740,21.00,BUY_YES,0.9445,94,20,1,120,52256,0.0742 if live_cfg.USE_KELLY_CRITERION else '',1940,1880
2025-05-20T22:40:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747780800,20.00,BUY_YES,0.9613,96,8,1,32,52376,0.0326 if live_cfg.USE_KELLY_CRITERION else '',854,768
2025-05-20T22:41:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747780860,19.00,BUY_YES,0.9631,96,21,1,84,52408,0.0782 if live_cfg.USE_KELLY_CRITERION else '',2049,2016
2025-05-20T22:42:00+00:00,KXBTCD-25MAY2019-T106749.99,106749.99,1747782000,1747780920,18.00,BUY_NO,0.0857,91,13,1,-1183,52492,0.0473 if live_cfg.USE_KELLY_CRITERION else '',1243,1183
2025-05-20T22:42:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747780920,18.00,BUY_YES,0.9619,96,12,1,48,51309,0.0472 if live_cfg.USE_KELLY_CRITERION else '',1212,1152
2025-05-20T22:43:00+00:00,KXBTCD-25MAY2019-T106249.99,106249.99,1747782000,1747780980,17.00,BUY_YES,0.9409,94,4,1,24,51357,0.0155 if live_cfg.USE_KELLY_CRITERION else '',397,376
2025-05-20T22:45:00+00:00,KXBTCD-25MAY2019-T106249.99,106249.99,1747782000,1747781100,15.00,BUY_YES,0.9608,96,5,1,20,51381,0.0193 if live_cfg.USE_KELLY_CRITERION else '',497,480
2025-05-20T22:45:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747781100,15.00,BUY_YES,0.9640,96,26,1,104,51401,0.0988 if live_cfg.USE_KELLY_CRITERION else '',2540,2496
2025-05-20T22:46:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747781160,14.00,BUY_YES,0.9608,96,5,1,20,51505,0.0199 if live_cfg.USE_KELLY_CRITERION else '',512,480
2025-05-20T22:47:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747781220,13.00,BUY_YES,0.9641,96,27,1,108,51525,0.1026 if live_cfg.USE_KELLY_CRITERION else '',2642,2592
2025-05-20T22:47:00+00:00,KXBTCD-25MAY2019-T106249.99,106249.99,1747782000,1747781220,13.00,BUY_YES,0.9623,96,15,1,60,51633,0.0580 if live_cfg.USE_KELLY_CRITERION else '',1498,1440
2025-05-20T22:48:00+00:00,KXBTCD-25MAY2019-T106499.99,106499.99,1747782000,1747781280,12.00,BUY_YES,0.9308,93,3,1,21,51693,0.0113 if live_cfg.USE_KELLY_CRITERION else '',291,279
2025-05-20T22:48:00+00:00,KXBTCD-25MAY2019-T106999.99,106999.99,1747782000,1747781280,12.00,BUY_NO,0.0792,92,2,0,16,51714,0.0104 if live_cfg.USE_KELLY_CRITERION else '',269,184
2025-05-20T22:49:00+00:00,KXBTCD-25MAY2019-T106249.99,106249.99,1747782000,1747781340,11.00,BUY_YES,0.9638,96,25,1,100,51730,0.0949 if live_cfg.USE_KELLY_CRITERION else '',2455,2400
2025-05-20T22:49:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747781340,11.00,BUY_YES,0.9626,96,17,1,68,51830,0.0652 if live_cfg.USE_KELLY_CRITERION else '',1690,1632
2025-05-20T22:50:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747781400,10.00,BUY_YES,0.9636,96,24,1,96,51898,0.0894 if live_cfg.USE_KELLY_CRITERION else '',2319,2304
2025-05-20T22:51:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747781460,9.00,BUY_YES,0.9630,96,20,1,80,51994,0.0747 if live_cfg.USE_KELLY_CRITERION else '',1943,1920
2025-05-20T22:51:00+00:00,KXBTCD-25MAY2019-T106249.99,106249.99,1747782000,1747781460,9.00,BUY_YES,0.9645,96,30,1,120,52074,0.1123 if live_cfg.USE_KELLY_CRITERION else '',2923,2880
2025-05-20T22:51:00+00:00,KXBTCD-25MAY2019-T106499.99,106499.99,1747782000,1747781460,9.00,BUY_YES,0.9029,90,8,1,80,52194,0.0293 if live_cfg.USE_KELLY_CRITERION else '',765,720
2025-05-20T22:53:00+00:00,KXBTCD-25MAY2019-T105999.99,105999.99,1747782000,1747781580,7.00,BUY_YES,0.9610,96,7,1,28,52274,0.0257 if live_cfg.USE_KELLY_CRITERION else '',673,672
