market_ticker,series_ticker,timestamp_s,datetime_utc,trade_open_cents,trade_high_cents,trade_low_cents,trade_close_cents,yes_bid_open_cents,yes_bid_high_cents,yes_bid_low_cents,yes_bid_close_cents,yes_ask_open_cents,yes_ask_high_cents,yes_ask_low_cents,yes_ask_close_cents,volume,open_interest
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746478860,2025-05-05T21:01:00+00:00,,,,,17,84,1,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746478920,2025-05-05T21:02:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746478980,2025-05-05T21:03:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479040,2025-05-05T21:04:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479100,2025-05-05T21:05:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479160,2025-05-05T21:06:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479220,2025-05-05T21:07:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479280,2025-05-05T21:08:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479340,2025-05-05T21:09:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479400,2025-05-05T21:10:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479460,2025-05-05T21:11:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479520,2025-05-05T21:12:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479580,2025-05-05T21:13:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479640,2025-05-05T21:14:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479700,2025-05-05T21:15:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479760,2025-05-05T21:16:00+00:00,,,,,84,90,84,90,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479820,2025-05-05T21:17:00+00:00,,,,,90,94,84,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479880,2025-05-05T21:18:00+00:00,,,,,94,96,84,96,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746479940,2025-05-05T21:19:00+00:00,,,,,96,97,84,97,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480000,2025-05-05T21:20:00+00:00,,,,,97,98,84,86,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480060,2025-05-05T21:21:00+00:00,,,,,86,92,84,92,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480120,2025-05-05T21:22:00+00:00,,,,,92,97,84,97,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480180,2025-05-05T21:23:00+00:00,,,,,97,98,84,86,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480240,2025-05-05T21:24:00+00:00,,,,,86,90,84,90,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480300,2025-05-05T21:25:00+00:00,,,,,90,90,90,90,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480360,2025-05-05T21:26:00+00:00,,,,,90,96,84,96,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480420,2025-05-05T21:27:00+00:00,,,,,96,98,84,86,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480480,2025-05-05T21:28:00+00:00,,,,,86,90,84,90,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480540,2025-05-05T21:29:00+00:00,,,,,90,94,84,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480600,2025-05-05T21:30:00+00:00,,,,,94,94,94,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480660,2025-05-05T21:31:00+00:00,,,,,94,97,84,97,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480720,2025-05-05T21:32:00+00:00,,,,,97,98,84,86,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480780,2025-05-05T21:33:00+00:00,,,,,86,90,84,90,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480840,2025-05-05T21:34:00+00:00,,,,,90,94,84,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480900,2025-05-05T21:35:00+00:00,,,,,94,96,84,96,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746480960,2025-05-05T21:36:00+00:00,,,,,96,96,96,96,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481020,2025-05-05T21:37:00+00:00,,,,,96,97,96,97,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481080,2025-05-05T21:38:00+00:00,,,,,97,98,84,86,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481140,2025-05-05T21:39:00+00:00,,,,,86,90,84,90,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481200,2025-05-05T21:40:00+00:00,,,,,90,92,84,92,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481260,2025-05-05T21:41:00+00:00,,,,,92,94,92,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481320,2025-05-05T21:42:00+00:00,,,,,94,94,94,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481380,2025-05-05T21:43:00+00:00,,,,,94,97,84,97,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481440,2025-05-05T21:44:00+00:00,,,,,97,98,84,86,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481500,2025-05-05T21:45:00+00:00,,,,,86,91,84,91,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481560,2025-05-05T21:46:00+00:00,,,,,91,94,91,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481620,2025-05-05T21:47:00+00:00,,,,,94,94,94,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481680,2025-05-05T21:48:00+00:00,,,,,94,96,84,96,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481740,2025-05-05T21:49:00+00:00,,,,,96,98,84,98,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481800,2025-05-05T21:50:00+00:00,,,,,98,98,84,88,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481860,2025-05-05T21:51:00+00:00,,,,,88,92,84,92,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481920,2025-05-05T21:52:00+00:00,,,,,92,94,92,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746481980,2025-05-05T21:53:00+00:00,,,,,94,94,94,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746482040,2025-05-05T21:54:00+00:00,,,,,94,97,84,97,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746482100,2025-05-05T21:55:00+00:00,,,,,97,98,84,86,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746482160,2025-05-05T21:56:00+00:00,,,,,86,90,84,90,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746482220,2025-05-05T21:57:00+00:00,,,,,90,94,84,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746482280,2025-05-05T21:58:00+00:00,,,,,94,94,94,94,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746482340,2025-05-05T21:59:00+00:00,,,,,94,96,94,96,100,100,100,100,0,0
KXBTCD-25MAY0518-T92999.99,KXBTCD,1746482400,2025-05-05T22:00:00+00:00,,,,,96,97,96,97,100,100,100,100,0,0
