market_ticker,series_ticker,timestamp_s,datetime_utc,trade_open_cents,trade_high_cents,trade_low_cents,trade_close_cents,yes_bid_open_cents,yes_bid_high_cents,yes_bid_low_cents,yes_bid_close_cents,yes_ask_open_cents,yes_ask_high_cents,yes_ask_low_cents,yes_ask_close_cents,volume,open_interest
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230460,2025-05-03T00:01:00+00:00,36.0,36.0,35.0,35.0,29,36,0,36,100,100,35,59,25,25
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230520,2025-05-03T00:02:00+00:00,36.0,43.0,36.0,39.0,36,40,35,38,59,59,38,39,419,343
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230580,2025-05-03T00:03:00+00:00,39.0,40.0,39.0,40.0,38,40,35,35,39,45,39,41,74,374
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230640,2025-05-03T00:04:00+00:00,35.0,47.0,33.0,33.0,35,38,28,34,41,65,34,38,2331,2673
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230700,2025-05-03T00:05:00+00:00,38.0,42.0,36.0,38.0,34,40,29,38,38,45,38,41,84,2700
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230760,2025-05-03T00:06:00+00:00,44.0,44.0,44.0,44.0,38,44,38,44,41,45,41,45,21,2721
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230820,2025-05-03T00:07:00+00:00,45.0,45.0,34.0,34.0,44,44,30,30,45,46,33,33,350,3019
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230880,2025-05-03T00:08:00+00:00,29.0,29.0,21.0,25.0,30,30,20,21,33,33,25,27,392,3295
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746230940,2025-05-03T00:09:00+00:00,30.0,30.0,25.0,25.0,21,25,19,20,27,32,25,25,168,3463
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231000,2025-05-03T00:10:00+00:00,26.0,29.0,26.0,29.0,20,28,19,24,25,33,23,27,395,3818
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231060,2025-05-03T00:11:00+00:00,,,,,24,26,20,24,27,30,27,30,0,3818
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231120,2025-05-03T00:12:00+00:00,30.0,31.0,27.0,27.0,24,28,21,21,30,31,27,27,73,3876
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231180,2025-05-03T00:13:00+00:00,21.0,21.0,21.0,21.0,21,21,20,21,27,27,23,23,6,3882
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231240,2025-05-03T00:14:00+00:00,23.0,23.0,23.0,23.0,21,21,21,21,23,24,23,23,35,3917
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231300,2025-05-03T00:15:00+00:00,21.0,23.0,19.0,19.0,21,22,15,15,23,23,19,19,77,3969
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231360,2025-05-03T00:16:00+00:00,,,,,15,15,15,15,19,21,17,17,0,3969
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231420,2025-05-03T00:17:00+00:00,15.0,17.0,10.0,17.0,15,15,10,14,17,17,14,17,146,3939
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231480,2025-05-03T00:18:00+00:00,17.0,23.0,17.0,23.0,14,22,14,22,17,24,17,24,52,3925
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231540,2025-05-03T00:19:00+00:00,22.0,22.0,22.0,22.0,22,22,16,20,24,32,22,25,25,3950
KXBTCD-25MAY0221-T96999.99,KXBTCD,1746231600,2025-05-03T00:20:00+00:00,25.0,25.0,19.0,25.0,20,23,18,19,25,26,25,25,252,4079
