trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-22T02:31:00+00:00,KXBTCD-25MAY2123-T109999.99,109999.99,1747882800,1747881060,29.00,BUY_YES,0.9528,95,18,1,90,64299,0.0550 if live_cfg.USE_KELLY_CRITERION else '',1769,1710
2025-05-22T02:31:00+00:00,KXBTCD-25MAY2123-T109749.99,109749.99,1747882800,1747881060,29.00,BUY_YES,0.9618,96,15,1,60,64389,0.0459 if live_cfg.USE_KELLY_CRITERION else '',1477,1440
2025-05-22T02:31:00+00:00,KXBTCD-25MAY2123-T110249.99,110249.99,1747882800,1747881060,29.00,BUY_YES,0.9030,90,10,1,100,64449,0.0301 if live_cfg.USE_KELLY_CRITERION else '',970,900
2025-05-22T02:31:00+00:00,KXBTCD-25MAY2123-T109499.99,109499.99,1747882800,1747881060,29.00,BUY_YES,0.9619,96,15,1,60,64549,0.0475 if live_cfg.USE_KELLY_CRITERION else '',1532,1440
2025-05-22T02:32:00+00:00,KXBTCD-25MAY2123-T109749.99,109749.99,1747882800,1747881120,28.00,BUY_YES,0.9545,95,30,1,150,64609,0.0894 if live_cfg.USE_KELLY_CRITERION else '',2887,2850
2025-05-22T02:32:00+00:00,KXBTCD-25MAY2123-T109499.99,109499.99,1747882800,1747881120,28.00,BUY_YES,0.9545,95,30,1,150,64759,0.0906 if live_cfg.USE_KELLY_CRITERION else '',2933,2850
2025-05-22T02:32:00+00:00,KXBTCD-25MAY2123-T109999.99,109999.99,1747882800,1747881120,28.00,BUY_YES,0.9412,94,7,1,42,64909,0.0208 if live_cfg.USE_KELLY_CRITERION else '',674,658
2025-05-22T02:33:00+00:00,KXBTCD-25MAY2123-T109499.99,109499.99,1747882800,1747881180,27.00,BUY_YES,0.9545,95,30,1,150,64951,0.0904 if live_cfg.USE_KELLY_CRITERION else '',2937,2850
2025-05-22T02:33:00+00:00,KXBTCD-25MAY2123-T109999.99,109999.99,1747882800,1747881180,27.00,BUY_YES,0.9412,94,7,1,42,65101,0.0206 if live_cfg.USE_KELLY_CRITERION else '',670,658
2025-05-22T02:33:00+00:00,KXBTCD-25MAY2123-T109749.99,109749.99,1747882800,1747881180,27.00,BUY_YES,0.9545,95,30,1,150,65143,0.0892 if live_cfg.USE_KELLY_CRITERION else '',2906,2850
2025-05-22T02:34:00+00:00,KXBTCD-25MAY2123-T109999.99,109999.99,1747882800,1747881240,26.00,BUY_YES,0.9412,94,7,1,42,65293,0.0204 if live_cfg.USE_KELLY_CRITERION else '',667,658
2025-05-22T02:34:00+00:00,KXBTCD-25MAY2123-T109499.99,109499.99,1747882800,1747881240,26.00,BUY_YES,0.9545,95,31,1,155,65335,0.0903 if live_cfg.USE_KELLY_CRITERION else '',2949,2945
2025-05-22T02:34:00+00:00,KXBTCD-25MAY2123-T109749.99,109749.99,1747882800,1747881240,26.00,BUY_YES,0.9545,95,30,1,150,65490,0.0891 if live_cfg.USE_KELLY_CRITERION else '',2916,2850
