reception_timestamp_utc,kline_start_time_ms,kline_close_time_ms,symbol,interval,open_price,close_price,high_price,low_price,base_asset_volume,number_of_trades,is_kline_closed,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,stream_name
2025-05-21T22:59:48.061258Z,1747868340000,1747868399999,BTCUSDT,1m,108783.83000000,108748.37000000,108786.03000000,108748.37000000,4.72949000,1368,False,514396.22076180,0.88548000,96304.32744800,btcusdt@kline_1m
2025-05-21T22:59:50.093547Z,1747868340000,1747868399999,BTCUSDT,1m,108783.83000000,108748.37000000,108786.03000000,108748.37000000,4.74358000,1389,False,515928.48530770,0.88674000,96441.35040680,btcusdt@kline_1m
2025-05-21T22:59:52.073242Z,1747868340000,1747868399999,BTCUSDT,1m,108783.83000000,108740.03000000,108786.03000000,108740.02000000,4.95315000,1516,False,538717.90050670,0.95027000,103349.60518070,btcusdt@kline_1m
2025-05-21T22:59:54.068685Z,1747868340000,1747868399999,BTCUSDT,1m,108783.83000000,108740.03000000,108786.03000000,108740.02000000,4.95492000,1522,False,538910.37034740,0.95080000,103407.23739660,btcusdt@kline_1m
2025-05-21T22:59:56.179069Z,1747868340000,1747868399999,BTCUSDT,1m,108783.83000000,108740.02000000,108786.03000000,108740.02000000,4.96178000,1527,False,539656.32688460,0.95080000,103407.23739660,btcusdt@kline_1m
2025-05-21T22:59:58.122529Z,1747868340000,1747868399999,BTCUSDT,1m,108783.83000000,108739.36000000,108786.03000000,108739.36000000,5.03457000,1591,False,547571.50321410,0.95354000,103705.18327040,btcusdt@kline_1m
2025-05-21T23:00:00.112203Z,1747868340000,1747868399999,BTCUSDT,1m,108783.83000000,108739.36000000,108786.03000000,108739.36000000,5.04376000,1600,True,548570.81793550,0.95384000,103737.80508140,btcusdt@kline_1m
2025-05-21T23:00:00.112640Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108739.36000000,108739.36000000,108739.36000000,0.00000000,0,False,0.00000000,0.00000000,0.00000000,btcusdt@kline_1m
2025-05-21T23:00:02.063699Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108740.02000000,108740.03000000,108724.50000000,1.44404000,508,False,157009.70270190,0.79195000,86106.92811840,btcusdt@kline_1m
2025-05-21T23:00:04.062741Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108746.83000000,108746.83000000,108724.50000000,1.74361000,661,False,189585.72869900,1.00505000,109279.61659010,btcusdt@kline_1m
2025-05-21T23:00:06.110057Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108751.58000000,108751.63000000,108724.50000000,1.82500000,734,False,198436.87761000,1.05463000,114671.38212050,btcusdt@kline_1m
2025-05-21T23:00:08.064862Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108759.05000000,108759.05000000,108724.50000000,1.96224000,892,False,213362.31764780,1.18556000,128910.59968850,btcusdt@kline_1m
2025-05-21T23:00:10.106210Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108759.05000000,108759.06000000,108724.50000000,2.07435000,922,False,225555.29484470,1.19570000,130013.41655690,btcusdt@kline_1m
2025-05-21T23:00:12.061046Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108759.05000000,108759.06000000,108724.50000000,2.08749000,932,False,226984.38878950,1.19848000,130315.76674370,btcusdt@kline_1m
2025-05-21T23:00:14.061831Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108744.50000000,108759.06000000,108724.50000000,2.46505000,1364,False,268045.95156150,1.21820000,132460.23643010,btcusdt@kline_1m
2025-05-21T23:00:16.062630Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108744.50000000,108759.06000000,108724.50000000,2.47076000,1377,False,268666.88261580,1.21984000,132638.57741010,btcusdt@kline_1m
2025-05-21T23:00:18.090710Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108740.32000000,108759.06000000,108724.50000000,2.58597000,1493,False,281195.22215530,1.22084000,132747.32152570,btcusdt@kline_1m
2025-05-21T23:00:20.138169Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108739.14000000,108759.06000000,108724.50000000,2.66123000,1559,False,289379.00380550,1.24879000,135786.61336840,btcusdt@kline_1m
2025-05-21T23:00:22.078853Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108739.14000000,108759.06000000,108724.50000000,2.77565000,1569,False,301820.93528050,1.27083000,138183.22401400,btcusdt@kline_1m
2025-05-21T23:00:24.059834Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108739.13000000,108759.06000000,108724.50000000,2.79655000,1573,False,304093.58329730,1.29081000,140355.83203120,btcusdt@kline_1m
2025-05-21T23:00:26.080439Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108736.63000000,108759.06000000,108724.50000000,2.83480000,1635,False,308252.84757830,1.29573000,140890.82834900,btcusdt@kline_1m
2025-05-21T23:00:28.069670Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108734.03000000,108759.06000000,108724.50000000,2.89170000,1712,False,314439.90468740,1.29867000,141210.51066120,btcusdt@kline_1m
2025-05-21T23:00:30.071565Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108724.50000000,108759.06000000,108724.50000000,3.54099000,1959,False,385039.66206760,1.29982000,141335.54474530,btcusdt@kline_1m
2025-05-21T23:00:32.062099Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108724.50000000,108759.06000000,108724.50000000,3.54562000,1967,False,385543.05651150,1.30071000,141432.30955920,btcusdt@kline_1m
2025-05-21T23:00:34.071243Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108724.50000000,108759.06000000,108724.50000000,3.54787000,1971,False,385787.68664060,1.30112000,141476.88660830,btcusdt@kline_1m
2025-05-21T23:00:36.071361Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108720.51000000,108759.06000000,108717.54000000,4.21969000,2152,False,458826.76592010,1.87912000,204315.63811470,btcusdt@kline_1m
2025-05-21T23:00:38.071836Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108738.43000000,108759.06000000,108717.54000000,4.88421000,2420,False,531078.01115960,2.50107000,271938.21739930,btcusdt@kline_1m
2025-05-21T23:00:40.062726Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108738.43000000,108759.06000000,108717.54000000,4.90002000,2424,False,532797.16575500,2.50278000,272124.16013170,btcusdt@kline_1m
2025-05-21T23:00:42.081139Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108738.43000000,108759.06000000,108717.54000000,4.93612000,2473,False,536722.62303770,2.50612000,272487.34648960,btcusdt@kline_1m
2025-05-21T23:00:44.084978Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108720.00000000,108759.06000000,108717.54000000,5.15403000,2765,False,560415.98130570,2.50660000,272539.54093600,btcusdt@kline_1m
2025-05-21T23:00:46.067201Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108720.01000000,108759.06000000,108717.54000000,5.18988000,2774,False,564313.59363540,2.53957000,276124.03966570,btcusdt@kline_1m
2025-05-21T23:00:48.094772Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108720.00000000,108759.06000000,108717.54000000,5.20248000,2803,False,565683.46564450,2.54048000,276222.97487480,btcusdt@kline_1m
2025-05-21T23:00:50.142576Z,1747868400000,1747868459999,BTCUSDT,1m,108739.36000000,108718.00000000,108759.06000000,108717.54000000,5.21940000,2926,False,567522.99785000,2.54104000,276283.85760040,btcusdt@kline_1m
