reception_timestamp_utc,kline_start_time_ms,kline_close_time_ms,symbol,interval,open_price,close_price,high_price,low_price,base_asset_volume,number_of_trades,is_kline_closed,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,stream_name
2025-05-21T22:00:30.052441Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.36990000,888,False,256975.67101150,2.01944000,218975.43754970,btcusdt@kline_1m
2025-05-21T22:00:32.061458Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.38000000,108452.39000000,108414.63000000,2.38093000,897,False,258171.90077020,2.02017000,219054.60779440,btcusdt@kline_1m
2025-05-21T22:00:34.048809Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.38000000,108452.39000000,108414.63000000,2.39885000,906,False,260115.36743460,2.02165000,219215.11733160,btcusdt@kline_1m
2025-05-21T22:00:36.061636Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.40998000,919,False,261322.44252830,2.03208000,220346.27575930,btcusdt@kline_1m
2025-05-21T22:00:38.081688Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.41170000,925,False,261508.98063510,2.03340000,220489.43291410,btcusdt@kline_1m
2025-05-21T22:00:40.060880Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.51601000,936,False,272821.64932700,2.12681000,230619.97066400,btcusdt@kline_1m
2025-05-21T22:00:42.060249Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.56267000,956,False,277882.03740240,2.12927000,230886.76354340,btcusdt@kline_1m
2025-05-21T22:00:44.095466Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.59713000,978,False,281619.30643360,2.13091000,231064.62546300,btcusdt@kline_1m
2025-05-21T22:00:46.133787Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.38000000,108452.39000000,108414.63000000,2.63162000,985,False,285359.82936210,2.16514000,234776.95077270,btcusdt@kline_1m
2025-05-21T22:00:48.049961Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.70354000,994,False,293159.72455260,2.16723000,235003.61626780,btcusdt@kline_1m
2025-05-21T22:00:50.128103Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.79971000,1000,False,303589.59087120,2.26063000,245133.06949380,btcusdt@kline_1m
2025-05-21T22:00:52.079655Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.80099000,1004,False,303728.40993040,2.26191000,245271.88855300,btcusdt@kline_1m
2025-05-21T22:00:54.058371Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108452.39000000,108452.39000000,108414.63000000,2.80425000,1009,False,304081.96471730,2.26472000,245576.63976890,btcusdt@kline_1m
2025-05-21T22:00:56.049063Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108468.62000000,108468.65000000,108414.63000000,6.22748000,1485,False,675342.88855560,5.68702000,616736.70127080,btcusdt@kline_1m
2025-05-21T22:00:58.053750Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108480.00000000,108481.60000000,108414.63000000,7.69760000,1619,False,834819.84439320,7.15571000,776058.54699610,btcusdt@kline_1m
2025-05-21T22:01:00.051985Z,1747864800000,1747864859999,BTCUSDT,1m,108414.63000000,108480.00000000,108481.60000000,108414.63000000,7.71316000,1629,True,836507.79305630,7.15758000,776261.40459610,btcusdt@kline_1m
2025-05-21T22:01:00.052809Z,1747864860000,1747864919999,BTCUSDT,1m,108480.00000000,108480.00000000,108480.00000000,108480.00000000,0.00000000,0,False,0.00000000,0.00000000,0.00000000,btcusdt@kline_1m
2025-05-21T22:01:02.055371Z,1747864860000,1747864919999,BTCUSDT,1m,108480.00000000,108479.99000000,108480.00000000,108479.99000000,0.07406000,10,False,8034.02821860,0.01592000,1727.00160000,btcusdt@kline_1m
2025-05-21T22:01:04.070256Z,1747864860000,1747864919999,BTCUSDT,1m,108480.00000000,108480.00000000,108480.00000000,108479.99000000,0.08370000,16,False,9079.77535910,0.01961000,2127.29280000,btcusdt@kline_1m
2025-05-21T22:01:06.101571Z,1747864860000,1747864919999,BTCUSDT,1m,108480.00000000,108480.00000000,108480.00000000,108479.99000000,0.10582000,24,False,11479.35293980,0.03980000,4317.50400000,btcusdt@kline_1m
