reception_timestamp_utc,kline_start_time_ms,kline_close_time_ms,symbol,interval,open_price,close_price,high_price,low_price,base_asset_volume,number_of_trades,is_kline_closed,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,stream_name
2025-05-20T20:02:24.081136Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106779.00000000,106799.24000000,106721.13000000,27.24341000,2243,False,2908825.26833430,14.81682000,1581912.99779930,btcusdt@kline_1m
2025-05-20T20:02:26.065266Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106808.57000000,106808.57000000,106721.13000000,28.14739000,2752,False,3005363.32594420,15.62517000,1668239.73127750,btcusdt@kline_1m
2025-05-20T20:02:28.123750Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106818.16000000,106818.19000000,106721.13000000,31.74760000,3277,False,3389924.79810990,16.25610000,1735631.20063730,btcusdt@kline_1m
2025-05-20T20:02:30.066889Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106816.08000000,106818.19000000,106721.13000000,32.57736000,3364,False,3478556.54183810,16.44546000,1755857.89354610,btcusdt@kline_1m
2025-05-20T20:02:32.073096Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106816.07000000,106818.19000000,106721.13000000,33.19343000,3420,False,3544362.71961470,16.59863000,1772218.91251970,btcusdt@kline_1m
2025-05-20T20:02:34.064402Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106810.00000000,106818.19000000,106721.13000000,33.32384000,3624,False,3558292.48523400,16.60377000,1772767.91748860,btcusdt@kline_1m
2025-05-20T20:02:36.163130Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106777.58000000,106818.19000000,106721.13000000,35.64999000,4113,False,3806730.89455960,16.92898000,1807503.19534800,btcusdt@kline_1m
2025-05-20T20:02:38.084037Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106777.58000000,106818.19000000,106721.13000000,35.72326000,4129,False,3814554.48760790,16.97842000,1812782.27890320,btcusdt@kline_1m
2025-05-20T20:02:40.083466Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106777.20000000,106818.19000000,106721.13000000,36.73801000,4219,False,3922906.75278730,16.99457000,1814506.73666820,btcusdt@kline_1m
2025-05-20T20:02:42.081197Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106777.20000000,106818.19000000,106721.13000000,36.76169000,4233,False,3925435.23669680,16.99960000,1815043.82598420,btcusdt@kline_1m
2025-05-20T20:02:44.150834Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106777.19000000,106818.19000000,106721.13000000,36.76793000,4239,False,3926101.52637340,17.00070000,1815161.28090420,btcusdt@kline_1m
2025-05-20T20:02:46.096572Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106777.20000000,106818.19000000,106721.13000000,36.92249000,4260,False,3942605.00890480,17.00520000,1815641.77830420,btcusdt@kline_1m
2025-05-20T20:02:48.086237Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106777.19000000,106818.19000000,106721.13000000,36.94743000,4269,False,3945268.03205350,17.00821000,1815963.17767620,btcusdt@kline_1m
2025-05-20T20:02:50.137483Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106773.92000000,106818.19000000,106721.13000000,38.50907000,4370,False,4112015.55424470,17.02826000,1818104.06053620,btcusdt@kline_1m
2025-05-20T20:02:52.061741Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106731.51000000,106818.19000000,106721.13000000,43.16374000,4941,False,4608985.75839360,17.03361000,1818675.28628580,btcusdt@kline_1m
2025-05-20T20:02:54.083385Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106711.72000000,106818.19000000,106711.71000000,43.53145000,5342,False,4648229.37689070,17.04141000,1819507.74024680,btcusdt@kline_1m
2025-05-20T20:02:56.063169Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106711.71000000,106818.19000000,106711.71000000,44.39072000,5385,False,4739923.55594790,17.84196000,1904935.80769280,btcusdt@kline_1m
2025-05-20T20:02:58.062242Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106690.12000000,106818.19000000,106684.32000000,45.50332000,6118,False,4858631.12195590,17.99623000,1921394.15333180,btcusdt@kline_1m
2025-05-20T20:03:00.124632Z,1747771320000,1747771379999,BTCUSDT,1m,106721.13000000,106672.13000000,106818.19000000,106672.13000000,46.35938000,6462,True,4949955.83050040,18.02106000,1924043.06292240,btcusdt@kline_1m
2025-05-20T20:03:00.125080Z,1747771380000,1747771439999,BTCUSDT,1m,106672.13000000,106672.13000000,106672.13000000,106672.13000000,0.00000000,0,False,0.00000000,0.00000000,0.00000000,btcusdt@kline_1m
2025-05-20T20:03:02.064807Z,1747771380000,1747771439999,BTCUSDT,1m,106672.14000000,106701.06000000,106706.65000000,106672.13000000,0.99956000,436,False,106640.83972420,0.82350000,87854.66183380,btcusdt@kline_1m
2025-05-20T20:03:04.119522Z,1747771380000,1747771439999,BTCUSDT,1m,106672.14000000,106694.52000000,106706.65000000,106672.13000000,1.11317000,479,False,118762.61775240,0.82468000,87980.56137920,btcusdt@kline_1m
2025-05-20T20:03:06.063269Z,1747771380000,1747771439999,BTCUSDT,1m,106672.14000000,106700.97000000,106706.65000000,106672.13000000,2.18764000,605,False,233404.89690110,1.04861000,111873.80498030,btcusdt@kline_1m
2025-05-20T20:03:08.064761Z,1747771380000,1747771439999,BTCUSDT,1m,106672.14000000,106688.85000000,106706.65000000,106672.13000000,4.08874000,874,False,436250.93799380,1.05677000,112744.48489550,btcusdt@kline_1m
2025-05-20T20:03:10.079492Z,1747771380000,1747771439999,BTCUSDT,1m,106672.14000000,106693.99000000,106706.65000000,106672.13000000,5.17556000,999,False,552207.37478090,1.20341000,128389.36616440,btcusdt@kline_1m
2025-05-20T20:03:12.067241Z,1747771380000,1747771439999,BTCUSDT,1m,106672.14000000,106682.88000000,106706.65000000,106672.13000000,9.33027000,1463,False,995527.14909840,1.48109000,158016.40793730,btcusdt@kline_1m
