reception_timestamp_utc,kline_start_time_ms,kline_close_time_ms,symbol,interval,open_price,close_price,high_price,low_price,base_asset_volume,number_of_trades,is_kline_closed,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,stream_name
2025-05-24T00:00:28.079892Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107207.25000000,107318.31000000,107186.77000000,30.00181000,4082,False,3217970.55407290,7.46191000,800213.66858980,btcusdt@kline_1m
2025-05-24T00:00:30.075445Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107196.01000000,107318.31000000,107186.77000000,31.33380000,4589,False,3360796.21784870,7.53699000,808263.72947610,btcusdt@kline_1m
2025-05-24T00:00:32.122515Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107211.31000000,107318.31000000,107186.77000000,32.21645000,4752,False,3455411.51120800,8.36925000,897477.36924440,btcusdt@kline_1m
2025-05-24T00:00:34.081526Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107211.32000000,107318.31000000,107186.77000000,32.27058000,4800,False,3461214.85947300,8.37472000,898063.81516480,btcusdt@kline_1m
2025-05-24T00:00:36.079739Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107238.09000000,107318.31000000,107186.77000000,32.40585000,5253,False,3475718.76428070,8.48079000,909436.94327140,btcusdt@kline_1m
2025-05-24T00:00:38.076589Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107238.09000000,107318.31000000,107186.77000000,32.42921000,5318,False,3478223.84617520,8.49827000,911311.46519830,btcusdt@kline_1m
2025-05-24T00:00:40.086782Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107238.10000000,107318.31000000,107186.77000000,32.44393000,5348,False,3479802.39093590,8.50586000,912125.40237730,btcusdt@kline_1m
2025-05-24T00:00:42.156149Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107238.10000000,107318.31000000,107186.77000000,32.53206000,5367,False,3489253.28461740,8.58684000,920809.54371530,btcusdt@kline_1m
2025-05-24T00:00:44.102117Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107272.41000000,107318.31000000,107186.77000000,35.73951000,5682,False,3833264.81486300,11.74210000,1259223.12518180,btcusdt@kline_1m
2025-05-24T00:00:46.149233Z,1748044800000,1748044859999,BTCUSDT,1m,107318.30000000,107273.46000000,107318.31000000,107186.77000000,35.76941000,5754,False,3836472.26867800,11.76501000,1261680.74485090,btcusdt@kline_1m
