market_ticker,result,event_resolution_time_iso,reference_btc_price_for_ntm,kalshi_strike_price,market_open_time_iso,market_close_time_iso,event_ticker_parent
KXBTCD-25MAY1521-T105749.99,no,2025-05-16T01:00:00+00:00,103723.22,105749.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T105499.99,no,2025-05-16T01:00:00+00:00,103723.22,105499.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T105249.99,no,2025-05-16T01:00:00+00:00,103723.22,105249.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T104999.99,no,2025-05-16T01:00:00+00:00,103723.22,104999.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T104749.99,no,2025-05-16T01:00:00+00:00,103723.22,104749.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T104499.99,no,2025-05-16T01:00:00+00:00,103723.22,104499.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T104249.99,no,2025-05-16T01:00:00+00:00,103723.22,104249.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T103999.99,no,2025-05-16T01:00:00+00:00,103723.22,103999.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T103749.99,yes,2025-05-16T01:00:00+00:00,103723.22,103749.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T103499.99,yes,2025-05-16T01:00:00+00:00,103723.22,103499.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T103249.99,yes,2025-05-16T01:00:00+00:00,103723.22,103249.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T102999.99,yes,2025-05-16T01:00:00+00:00,103723.22,102999.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T102749.99,yes,2025-05-16T01:00:00+00:00,103723.22,102749.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T102499.99,yes,2025-05-16T01:00:00+00:00,103723.22,102499.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T102249.99,yes,2025-05-16T01:00:00+00:00,103723.22,102249.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T101999.99,yes,2025-05-16T01:00:00+00:00,103723.22,101999.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T101749.99,yes,2025-05-16T01:00:00+00:00,103723.22,101749.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T101499.99,yes,2025-05-16T01:00:00+00:00,103723.22,101499.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1521-T101249.99,yes,2025-05-16T01:00:00+00:00,103723.22,101249.99,2025-05-16T00:00:00+00:00,2025-05-16T01:00:00+00:00,KXBTCD-25MAY1521
KXBTCD-25MAY1520-T105999.99,no,2025-05-16T00:00:00+00:00,103529.72,105999.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T105749.99,no,2025-05-16T00:00:00+00:00,103529.72,105749.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T105499.99,no,2025-05-16T00:00:00+00:00,103529.72,105499.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T105249.99,no,2025-05-16T00:00:00+00:00,103529.72,105249.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T104999.99,no,2025-05-16T00:00:00+00:00,103529.72,104999.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T104749.99,no,2025-05-16T00:00:00+00:00,103529.72,104749.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T104499.99,no,2025-05-16T00:00:00+00:00,103529.72,104499.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T104249.99,no,2025-05-16T00:00:00+00:00,103529.72,104249.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T103999.99,no,2025-05-16T00:00:00+00:00,103529.72,103999.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T103749.99,yes,2025-05-16T00:00:00+00:00,103529.72,103749.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T103499.99,yes,2025-05-16T00:00:00+00:00,103529.72,103499.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T103249.99,yes,2025-05-16T00:00:00+00:00,103529.72,103249.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T102999.99,yes,2025-05-16T00:00:00+00:00,103529.72,102999.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T102749.99,yes,2025-05-16T00:00:00+00:00,103529.72,102749.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T102499.99,yes,2025-05-16T00:00:00+00:00,103529.72,102499.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T102249.99,yes,2025-05-16T00:00:00+00:00,103529.72,102249.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T101999.99,yes,2025-05-16T00:00:00+00:00,103529.72,101999.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T101749.99,yes,2025-05-16T00:00:00+00:00,103529.72,101749.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T101499.99,yes,2025-05-16T00:00:00+00:00,103529.72,101499.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T101249.99,yes,2025-05-16T00:00:00+00:00,103529.72,101249.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1520-T100999.99,yes,2025-05-16T00:00:00+00:00,103529.72,100999.99,2025-05-15T23:00:00+00:00,2025-05-16T00:00:00+00:00,KXBTCD-25MAY1520
KXBTCD-25MAY1519-T105749.99,no,2025-05-15T23:00:00+00:00,103266.06,105749.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T105499.99,no,2025-05-15T23:00:00+00:00,103266.06,105499.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T105249.99,no,2025-05-15T23:00:00+00:00,103266.06,105249.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T104999.99,no,2025-05-15T23:00:00+00:00,103266.06,104999.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T104749.99,no,2025-05-15T23:00:00+00:00,103266.06,104749.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T104499.99,no,2025-05-15T23:00:00+00:00,103266.06,104499.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T104249.99,no,2025-05-15T23:00:00+00:00,103266.06,104249.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T103999.99,no,2025-05-15T23:00:00+00:00,103266.06,103999.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T103749.99,no,2025-05-15T23:00:00+00:00,103266.06,103749.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T103499.99,yes,2025-05-15T23:00:00+00:00,103266.06,103499.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T103249.99,yes,2025-05-15T23:00:00+00:00,103266.06,103249.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T102999.99,yes,2025-05-15T23:00:00+00:00,103266.06,102999.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T102749.99,yes,2025-05-15T23:00:00+00:00,103266.06,102749.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T102499.99,yes,2025-05-15T23:00:00+00:00,103266.06,102499.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T102249.99,yes,2025-05-15T23:00:00+00:00,103266.06,102249.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T101999.99,yes,2025-05-15T23:00:00+00:00,103266.06,101999.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T101749.99,yes,2025-05-15T23:00:00+00:00,103266.06,101749.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T101499.99,yes,2025-05-15T23:00:00+00:00,103266.06,101499.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T101249.99,yes,2025-05-15T23:00:00+00:00,103266.06,101249.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T100999.99,yes,2025-05-15T23:00:00+00:00,103266.06,100999.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1519-T100749.99,yes,2025-05-15T23:00:00+00:00,103266.06,100749.99,2025-05-15T22:00:00+00:00,2025-05-15T23:00:00+00:00,KXBTCD-25MAY1519
KXBTCD-25MAY1518-T105999.99,no,2025-05-15T22:00:00+00:00,103416.78,105999.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T105749.99,no,2025-05-15T22:00:00+00:00,103416.78,105749.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T105499.99,no,2025-05-15T22:00:00+00:00,103416.78,105499.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T105249.99,no,2025-05-15T22:00:00+00:00,103416.78,105249.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T104999.99,no,2025-05-15T22:00:00+00:00,103416.78,104999.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T104749.99,no,2025-05-15T22:00:00+00:00,103416.78,104749.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T104499.99,no,2025-05-15T22:00:00+00:00,103416.78,104499.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T104249.99,no,2025-05-15T22:00:00+00:00,103416.78,104249.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T103999.99,no,2025-05-15T22:00:00+00:00,103416.78,103999.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T103749.99,no,2025-05-15T22:00:00+00:00,103416.78,103749.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T103499.99,no,2025-05-15T22:00:00+00:00,103416.78,103499.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T103249.99,yes,2025-05-15T22:00:00+00:00,103416.78,103249.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T102999.99,yes,2025-05-15T22:00:00+00:00,103416.78,102999.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T102749.99,yes,2025-05-15T22:00:00+00:00,103416.78,102749.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T102499.99,yes,2025-05-15T22:00:00+00:00,103416.78,102499.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T102249.99,yes,2025-05-15T22:00:00+00:00,103416.78,102249.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T101999.99,yes,2025-05-15T22:00:00+00:00,103416.78,101999.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T101749.99,yes,2025-05-15T22:00:00+00:00,103416.78,101749.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T101499.99,yes,2025-05-15T22:00:00+00:00,103416.78,101499.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T101249.99,yes,2025-05-15T22:00:00+00:00,103416.78,101249.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1518-T100999.99,yes,2025-05-15T22:00:00+00:00,103416.78,100999.99,2025-05-15T21:00:00+00:00,2025-05-15T22:00:00+00:00,KXBTCD-25MAY1518
KXBTCD-25MAY1517-T105499.99,no,2025-05-15T21:00:00+00:00,103219.12,105499.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T104999.99,no,2025-05-15T21:00:00+00:00,103219.12,104999.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T104499.99,no,2025-05-15T21:00:00+00:00,103219.12,104499.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T103999.99,no,2025-05-15T21:00:00+00:00,103219.12,103999.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T103499.99,no,2025-05-15T21:00:00+00:00,103219.12,103499.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T102999.99,yes,2025-05-15T21:00:00+00:00,103219.12,102999.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T102499.99,yes,2025-05-15T21:00:00+00:00,103219.12,102499.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T101999.99,yes,2025-05-15T21:00:00+00:00,103219.12,101999.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T101499.99,yes,2025-05-15T21:00:00+00:00,103219.12,101499.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1517-T100999.99,yes,2025-05-15T21:00:00+00:00,103219.12,100999.99,2025-05-14T20:00:00+00:00,2025-05-15T21:00:00+00:00,KXBTCD-25MAY1517
KXBTCD-25MAY1516-T105249.99,no,2025-05-15T20:00:00+00:00,102741.54,105249.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T104999.99,no,2025-05-15T20:00:00+00:00,102741.54,104999.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T104749.99,no,2025-05-15T20:00:00+00:00,102741.54,104749.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T104499.99,no,2025-05-15T20:00:00+00:00,102741.54,104499.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T104249.99,no,2025-05-15T20:00:00+00:00,102741.54,104249.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T103999.99,no,2025-05-15T20:00:00+00:00,102741.54,103999.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T103749.99,no,2025-05-15T20:00:00+00:00,102741.54,103749.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T103499.99,no,2025-05-15T20:00:00+00:00,102741.54,103499.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T103249.99,no,2025-05-15T20:00:00+00:00,102741.54,103249.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T102999.99,yes,2025-05-15T20:00:00+00:00,102741.54,102999.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T102749.99,yes,2025-05-15T20:00:00+00:00,102741.54,102749.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T102499.99,yes,2025-05-15T20:00:00+00:00,102741.54,102499.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T102249.99,yes,2025-05-15T20:00:00+00:00,102741.54,102249.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T101999.99,yes,2025-05-15T20:00:00+00:00,102741.54,101999.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T101749.99,yes,2025-05-15T20:00:00+00:00,102741.54,101749.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T101499.99,yes,2025-05-15T20:00:00+00:00,102741.54,101499.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T101249.99,yes,2025-05-15T20:00:00+00:00,102741.54,101249.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T100999.99,yes,2025-05-15T20:00:00+00:00,102741.54,100999.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T100749.99,yes,2025-05-15T20:00:00+00:00,102741.54,100749.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T100499.99,yes,2025-05-15T20:00:00+00:00,102741.54,100499.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1516-T100249.99,yes,2025-05-15T20:00:00+00:00,102741.54,100249.99,2025-05-15T19:00:00+00:00,2025-05-15T20:00:00+00:00,KXBTCD-25MAY1516
KXBTCD-25MAY1515-T106499.99,no,2025-05-15T19:00:00+00:00,103959.48,106499.99,2025-05-15T18:00:00+00:00,2025-05-15T19:00:00+00:00,KXBTCD-25MAY1515
KXBTCD-25MAY1515-T106249.99,no,2025-05-15T19:00:00+00:00,103959.48,106249.99,2025-05-15T18:00:00+00:00,2025-05-15T19:00:00+00:00,KXBTCD-25MAY1515
KXBTCD-25MAY1515-T105999.99,no,2025-05-15T19:00:00+00:00,103959.48,105999.99,2025-05-15T18:00:00+00:00,2025-05-15T19:00:00+00:00,KXBTCD-25MAY1515
KXBTCD-25MAY1515-T105749.99,no,2025-05-15T19:00:00+00:00,103959.48,105749.99,2025-05-15T18:00:00+00:00,2025-05-15T19:00:00+00:00,KXBTCD-25MAY1515
KXBTCD-25MAY1515-T105499.99,no,2025-05-15T19:00:00+00:00,103959.48,105499.99,2025-05-15T18:00:00+00:00,2025-05-15T19:00:00+00:00,KXBTCD-25MAY1515
KXBTCD-25MAY1515-T105249.99,no,2025-05-15T19:00:00+00:00,103959.48,105249.99,2025-05-15T18:00:00+00:00,2025-05-15T19:00:00+00:00,KXBTCD-25MAY1515
