market_ticker,series_ticker,timestamp_s,datetime_utc,trade_open_cents,trade_high_cents,trade_low_cents,trade_close_cents,yes_bid_open_cents,yes_bid_high_cents,yes_bid_low_cents,yes_bid_close_cents,yes_ask_open_cents,yes_ask_high_cents,yes_ask_low_cents,yes_ask_close_cents,volume,open_interest
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746568860,2025-05-06T22:01:00+00:00,,,,,17,84,17,84,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746568920,2025-05-06T22:02:00+00:00,,,,,84,96,84,96,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746568980,2025-05-06T22:03:00+00:00,,,,,96,96,96,96,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569040,2025-05-06T22:04:00+00:00,,,,,96,98,84,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569100,2025-05-06T22:05:00+00:00,,,,,98,98,70,90,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569160,2025-05-06T22:06:00+00:00,,,,,90,98,84,94,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569220,2025-05-06T22:07:00+00:00,,,,,94,98,84,94,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569280,2025-05-06T22:08:00+00:00,,,,,94,96,94,96,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569340,2025-05-06T22:09:00+00:00,,,,,96,98,85,92,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569400,2025-05-06T22:10:00+00:00,,,,,92,97,92,97,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569460,2025-05-06T22:11:00+00:00,,,,,97,98,84,84,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569520,2025-05-06T22:12:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569580,2025-05-06T22:13:00+00:00,,,,,84,84,84,84,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569640,2025-05-06T22:14:00+00:00,,,,,84,86,84,86,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569700,2025-05-06T22:15:00+00:00,,,,,86,86,86,86,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569760,2025-05-06T22:16:00+00:00,,,,,86,86,86,86,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569820,2025-05-06T22:17:00+00:00,,,,,86,98,84,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569880,2025-05-06T22:18:00+00:00,,,,,98,98,84,97,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746569940,2025-05-06T22:19:00+00:00,,,,,97,98,84,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570000,2025-05-06T22:20:00+00:00,,,,,98,98,84,92,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570060,2025-05-06T22:21:00+00:00,,,,,92,94,84,94,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570120,2025-05-06T22:22:00+00:00,,,,,94,98,84,96,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570180,2025-05-06T22:23:00+00:00,,,,,96,98,84,90,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570240,2025-05-06T22:24:00+00:00,,,,,90,94,84,94,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570300,2025-05-06T22:25:00+00:00,,,,,94,97,85,97,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570360,2025-05-06T22:26:00+00:00,,,,,97,98,87,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570420,2025-05-06T22:27:00+00:00,,,,,98,98,84,94,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570480,2025-05-06T22:28:00+00:00,,,,,94,98,84,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570540,2025-05-06T22:29:00+00:00,,,,,98,98,84,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570600,2025-05-06T22:30:00+00:00,,,,,98,98,84,92,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570660,2025-05-06T22:31:00+00:00,,,,,92,94,92,94,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570720,2025-05-06T22:32:00+00:00,,,,,94,96,84,96,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570780,2025-05-06T22:33:00+00:00,,,,,96,98,84,90,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570840,2025-05-06T22:34:00+00:00,,,,,90,98,84,94,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570900,2025-05-06T22:35:00+00:00,,,,,94,97,84,97,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746570960,2025-05-06T22:36:00+00:00,,,,,97,98,87,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746571020,2025-05-06T22:37:00+00:00,,,,,98,98,98,98,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746571080,2025-05-06T22:38:00+00:00,,,,,98,98,84,97,100,100,100,100,0,0
KXBTCD-25MAY0619-T92749.99,KXBTCD,1746571140,2025-05-06T22:39:00+00:00,,,,,97,98,84,92,100,100,100,100,0,0
