trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-23T00:36:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960560,24.00,BUY_YES,0.9423,94,13,1,78,68068,0.0382 if live_cfg.USE_KELLY_CRITERION else '',1301,1222
2025-05-23T00:37:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960620,23.00,BUY_YES,0.9124,91,9,1,81,68146,0.0266 if live_cfg.USE_KELLY_CRITERION else '',905,819
2025-05-23T00:38:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960680,22.00,BUY_YES,0.9521,95,15,1,75,68227,0.0418 if live_cfg.USE_KELLY_CRITERION else '',1426,1425
2025-05-23T00:40:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960800,20.00,BUY_YES,0.9416,94,9,1,54,68302,0.0268 if live_cfg.USE_KELLY_CRITERION else '',914,846
2025-05-23T00:41:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960860,19.00,BUY_YES,0.9642,96,37,1,148,68356,0.1052 if live_cfg.USE_KELLY_CRITERION else '',3597,3552
2025-05-23T00:42:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960920,18.00,BUY_YES,0.9614,96,12,1,48,68504,0.0342 if live_cfg.USE_KELLY_CRITERION else '',1173,1152
2025-05-23T00:43:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960980,17.00,BUY_NO,0.0888,91,4,0,36,68552,0.0129 if live_cfg.USE_KELLY_CRITERION else '',443,364
2025-05-23T00:44:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747961040,16.00,BUY_YES,0.9318,93,9,1,63,68588,0.0259 if live_cfg.USE_KELLY_CRITERION else '',888,837
2025-05-23T00:46:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747961160,14.00,BUY_YES,0.9628,96,24,1,96,68651,0.0692 if live_cfg.USE_KELLY_CRITERION else '',2374,2304
2025-05-23T00:46:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747961160,14.00,BUY_NO,0.0762,92,17,0,136,68747,0.0476 if live_cfg.USE_KELLY_CRITERION else '',1637,1564
2025-05-23T00:48:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747961280,12.00,BUY_YES,0.9606,96,5,1,20,68883,0.0143 if live_cfg.USE_KELLY_CRITERION else '',492,480
2025-05-23T00:51:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747961460,9.00,BUY_YES,0.9529,95,21,1,105,68903,0.0581 if live_cfg.USE_KELLY_CRITERION else '',2002,1995
2025-05-23T00:52:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747961520,8.00,BUY_NO,0.0868,91,13,0,117,69008,0.0360 if live_cfg.USE_KELLY_CRITERION else '',1241,1183
2025-05-23T00:53:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747961580,7.00,BUY_YES,0.9338,93,19,1,133,69125,0.0537 if live_cfg.USE_KELLY_CRITERION else '',1857,1767
2025-05-23T00:54:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747961640,6.00,BUY_YES,0.9212,92,5,1,40,69258,0.0152 if live_cfg.USE_KELLY_CRITERION else '',527,460
2025-05-23T00:55:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747961700,5.00,BUY_YES,0.9330,93,16,1,112,69298,0.0433 if live_cfg.USE_KELLY_CRITERION else '',1499,1488
2025-05-23T00:56:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747961760,4.00,BUY_NO,0.0697,93,1,0,7,69410,0.0047 if live_cfg.USE_KELLY_CRITERION else '',163,93
2025-05-23T00:57:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747961820,3.00,BUY_NO,0.0753,92,22,0,176,69417,0.0594 if live_cfg.USE_KELLY_CRITERION else '',2060,2024
2025-05-23T00:57:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747961820,3.00,BUY_YES,0.9532,95,23,1,115,69593,0.0648 if live_cfg.USE_KELLY_CRITERION else '',2256,2185
2025-05-23T00:58:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747961880,2.00,BUY_YES,0.9711,97,12,1,36,69708,0.0359 if live_cfg.USE_KELLY_CRITERION else '',1252,1164
