trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-23T03:33:00+00:00,KXBTCD-25MAY2300-T111499.99,111499.99,1747972800,1747971180,27.00,BUY_NO,0.0978,90,8,0,80,70182,0.0224 if live_cfg.USE_KELLY_CRITERION else '',787,720
2025-05-23T03:34:00+00:00,KXBTCD-25MAY2300-T111499.99,111499.99,1747972800,1747971240,26.00,BUY_NO,0.0958,90,16,0,160,70262,0.0416 if live_cfg.USE_KELLY_CRITERION else '',1462,1440
2025-05-23T03:36:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747971360,24.00,BUY_YES,0.9228,92,13,1,104,70422,0.0350 if live_cfg.USE_KELLY_CRITERION else '',1231,1196
2025-05-23T03:38:00+00:00,KXBTCD-25MAY2300-T111499.99,111499.99,1747972800,1747971480,22.00,BUY_NO,0.0886,91,5,0,45,70526,0.0151 if live_cfg.USE_KELLY_CRITERION else '',532,455
2025-05-23T03:38:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747971480,22.00,BUY_YES,0.9109,91,3,1,27,70571,0.0098 if live_cfg.USE_KELLY_CRITERION else '',347,273
2025-05-23T03:39:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747971540,21.00,BUY_YES,0.9010,90,4,1,40,70598,0.0105 if live_cfg.USE_KELLY_CRITERION else '',369,360
2025-05-23T03:43:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747971780,17.00,BUY_YES,0.9528,95,20,1,100,70638,0.0553 if live_cfg.USE_KELLY_CRITERION else '',1954,1900
2025-05-23T03:45:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747971900,15.00,BUY_YES,0.9435,94,21,1,126,70738,0.0581 if live_cfg.USE_KELLY_CRITERION else '',2054,1974
2025-05-23T03:46:00+00:00,KXBTCD-25MAY2300-T111499.99,111499.99,1747972800,1747971960,14.00,BUY_NO,0.0771,92,13,0,104,70864,0.0360 if live_cfg.USE_KELLY_CRITERION else '',1276,1196
2025-05-23T03:46:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747971960,14.00,BUY_YES,0.9224,92,11,1,88,70968,0.0302 if live_cfg.USE_KELLY_CRITERION else '',1073,1012
2025-05-23T03:47:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747972020,13.00,BUY_YES,0.9403,94,1,1,6,71056,0.0043 if live_cfg.USE_KELLY_CRITERION else '',154,94
2025-05-23T03:50:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747972200,10.00,BUY_YES,0.9650,96,46,1,184,71062,0.1249 if live_cfg.USE_KELLY_CRITERION else '',4439,4416
2025-05-23T03:53:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747972380,7.00,BUY_YES,0.9503,95,2,1,10,71246,0.0058 if live_cfg.USE_KELLY_CRITERION else '',207,190
2025-05-23T03:57:00+00:00,KXBTCD-25MAY2300-T110999.99,110999.99,1747972800,1747972620,3.00,BUY_YES,0.9712,97,14,1,42,71256,0.0396 if live_cfg.USE_KELLY_CRITERION else '',1412,1358
