timestamp,kalshi_open_cents,kalshi_high_cents,kalshi_low_cents,kalshi_close_cents,kalshi_volume
2025-05-13 21:01:00+00:00,89,89,89,89,0
2025-05-13 21:02:00+00:00,89,89,89,89,0
2025-05-13 21:04:00+00:00,89,89,61,83,0
2025-05-13 21:05:00+00:00,83,83,61,83,0
2025-05-13 21:06:00+00:00,83,84,61,84,0
2025-05-13 21:07:00+00:00,84,85,61,85,0
2025-05-13 21:08:00+00:00,85,85,61,83,0
2025-05-13 21:09:00+00:00,83,85,61,85,0
2025-05-13 21:10:00+00:00,85,85,61,85,0
2025-05-13 21:11:00+00:00,85,86,61,61,0
2025-05-13 21:12:00+00:00,61,86,61,86,0
2025-05-13 21:13:00+00:00,86,87,61,86,0
2025-05-13 21:14:00+00:00,86,86,61,86,0
2025-05-13 21:15:00+00:00,86,86,51,81,0
2025-05-13 21:16:00+00:00,81,86,61,86,0
2025-05-13 21:17:00+00:00,86,89,61,89,0
2025-05-13 21:18:00+00:00,89,90,60,85,0
2025-05-13 21:19:00+00:00,85,88,61,88,0
2025-05-13 21:20:00+00:00,88,89,61,89,0
2025-05-13 21:21:00+00:00,89,89,61,87,0
2025-05-13 21:22:00+00:00,87,88,61,88,0
2025-05-13 21:23:00+00:00,88,90,61,90,0
2025-05-13 21:24:00+00:00,90,91,61,91,0
2025-05-13 21:25:00+00:00,91,91,61,90,0
2025-05-13 21:26:00+00:00,90,91,71,91,0
2025-05-13 21:27:00+00:00,91,92,71,92,0
2025-05-13 21:28:00+00:00,92,93,71,93,0
2025-05-13 21:29:00+00:00,93,93,93,93,0
2025-05-13 21:30:00+00:00,93,93,93,93,0
2025-05-13 21:31:00+00:00,93,93,93,93,0
2025-05-13 21:32:00+00:00,93,94,71,94,0
2025-05-13 21:33:00+00:00,94,94,94,94,0
2025-05-13 21:36:00+00:00,94,94,94,94,0
2025-05-13 21:39:00+00:00,94,94,94,94,0
2025-05-13 21:40:00+00:00,94,94,94,94,0
2025-05-13 21:41:00+00:00,94,94,94,94,0
2025-05-13 21:42:00+00:00,94,94,94,94,0
2025-05-13 21:43:00+00:00,94,94,94,94,0
2025-05-13 21:44:00+00:00,94,94,94,94,0
2025-05-13 21:45:00+00:00,94,94,94,94,0
2025-05-13 21:47:00+00:00,94,94,94,94,0
2025-05-13 21:48:00+00:00,94,94,94,94,0
2025-05-13 21:49:00+00:00,94,95,94,95,0
2025-05-13 21:50:00+00:00,95,95,94,95,0
2025-05-13 21:53:00+00:00,95,95,71,71,0
2025-05-13 21:54:00+00:00,71,71,71,71,0
2025-05-13 21:56:00+00:00,71,71,71,71,0
2025-05-13 21:59:00+00:00,71,73,71,73,0
2025-05-13 22:00:00+00:00,73,83,71,83,0
