market_ticker,series_ticker,timestamp_s,datetime_utc,trade_open_cents,trade_high_cents,trade_low_cents,trade_close_cents,yes_bid_open_cents,yes_bid_high_cents,yes_bid_low_cents,yes_bid_close_cents,yes_ask_open_cents,yes_ask_high_cents,yes_ask_low_cents,yes_ask_close_cents,volume,open_interest
KXBTCD-25APR2021-T85749.99,KXBTCD,1745193660,2025-04-21T00:01:00+00:00,,,,,0,1,0,0,85,99,4,21,0,0
KXBTCD-25APR2021-T85749.99,KXBTCD,1745193720,2025-04-21T00:02:00+00:00,,,,,0,0,0,0,21,21,2,2,0,0
KXBTCD-25APR2021-T85749.99,KXBTCD,1745193780,2025-04-21T00:03:00+00:00,,,,,0,0,0,0,2,21,2,21,0,0
KXBTCD-25APR2021-T85749.99,KXBTCD,1745193840,2025-04-21T00:04:00+00:00,,,,,0,0,0,0,21,21,1,1,0,0
KXBTCD-25APR2021-T85749.99,KXBTCD,1745193900,2025-04-21T00:05:00+00:00,1.0,4.0,1.0,4.0,0,0,0,0,1,21,1,6,144,144
KXBTCD-25APR2021-T85749.99,KXBTCD,1745193960,2025-04-21T00:06:00+00:00,,,,,0,1,0,1,6,20,5,5,0,144
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194020,2025-04-21T00:07:00+00:00,2.0,2.0,2.0,2.0,1,2,0,2,5,8,4,6,1,145
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194080,2025-04-21T00:08:00+00:00,,,,,2,3,0,2,6,6,6,6,0,145
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194140,2025-04-21T00:09:00+00:00,5.0,8.0,5.0,8.0,2,3,0,3,6,9,4,6,120,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194260,2025-04-21T00:11:00+00:00,,,,,3,5,2,3,6,12,6,10,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194320,2025-04-21T00:12:00+00:00,3.0,3.0,3.0,3.0,3,3,2,2,10,10,8,8,5,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194380,2025-04-21T00:13:00+00:00,,,,,2,5,0,5,8,9,7,9,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194440,2025-04-21T00:14:00+00:00,,,,,5,5,2,3,7,9,7,7,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194500,2025-04-21T00:15:00+00:00,2.0,2.0,2.0,2.0,3,4,2,4,7,9,7,8,5,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194560,2025-04-21T00:16:00+00:00,10.0,10.0,10.0,10.0,4,6,3,4,8,11,8,9,20,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194620,2025-04-21T00:17:00+00:00,,,,,4,6,3,6,9,12,8,8,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194680,2025-04-21T00:18:00+00:00,5.0,5.0,5.0,5.0,6,6,4,5,8,10,8,8,50,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194740,2025-04-21T00:19:00+00:00,,,,,5,10,3,9,8,13,8,12,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194800,2025-04-21T00:20:00+00:00,10.0,10.0,10.0,10.0,9,11,8,9,12,15,12,13,1,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194860,2025-04-21T00:21:00+00:00,,,,,9,10,6,8,13,16,11,13,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194920,2025-04-21T00:22:00+00:00,8.0,8.0,7.0,7.0,8,8,6,8,13,13,8,11,24,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745194980,2025-04-21T00:23:00+00:00,,,,,8,8,5,7,11,13,10,12,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195040,2025-04-21T00:24:00+00:00,,,,,7,8,7,8,12,13,11,11,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195100,2025-04-21T00:25:00+00:00,13.0,13.0,13.0,13.0,8,13,8,13,11,19,11,19,10,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195160,2025-04-21T00:26:00+00:00,,,,,13,16,13,16,19,21,17,21,0,264
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195220,2025-04-21T00:27:00+00:00,24.0,85.0,24.0,81.0,16,82,16,75,21,88,18,79,537,604
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195280,2025-04-21T00:28:00+00:00,77.0,94.0,73.0,92.0,75,94,66,79,79,95,72,95,1016,1502
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195340,2025-04-21T00:29:00+00:00,92.0,92.0,86.0,86.0,79,92,72,78,95,97,79,84,318,1816
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195400,2025-04-21T00:30:00+00:00,83.0,84.0,79.0,84.0,78,84,66,72,84,91,81,87,143,1739
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195460,2025-04-21T00:31:00+00:00,90.0,91.0,90.0,91.0,72,95,71,92,87,100,87,97,314,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195520,2025-04-21T00:32:00+00:00,,,,,92,96,86,86,97,100,97,98,0,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195580,2025-04-21T00:33:00+00:00,,,,,86,96,86,93,98,100,98,100,0,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195640,2025-04-21T00:34:00+00:00,,,,,93,96,93,93,100,100,98,100,0,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195700,2025-04-21T00:35:00+00:00,,,,,93,93,93,93,100,100,99,100,0,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195760,2025-04-21T00:36:00+00:00,,,,,93,95,93,93,100,100,99,99,0,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195820,2025-04-21T00:37:00+00:00,,,,,93,96,93,93,99,100,96,96,0,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195880,2025-04-21T00:38:00+00:00,96.0,96.0,96.0,96.0,93,93,93,93,96,96,94,94,24,1736
KXBTCD-25APR2021-T85749.99,KXBTCD,1745195940,2025-04-21T00:39:00+00:00,95.0,96.0,93.0,93.0,93,94,90,90,94,97,92,94,67,1791
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196000,2025-04-21T00:40:00+00:00,90.0,90.0,89.0,89.0,90,94,88,93,94,99,92,96,286,1515
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196060,2025-04-21T00:41:00+00:00,,,,,93,95,93,95,96,100,96,98,0,1515
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196120,2025-04-21T00:42:00+00:00,,,,,95,97,85,95,98,100,98,100,0,1515
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196180,2025-04-21T00:43:00+00:00,99.0,99.0,99.0,99.0,95,98,95,95,100,100,99,100,65,1450
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196240,2025-04-21T00:44:00+00:00,,,,,95,98,95,98,100,100,100,100,0,1450
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196300,2025-04-21T00:45:00+00:00,,,,,98,98,98,98,100,100,99,100,0,1450
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196540,2025-04-21T00:49:00+00:00,98.0,98.0,98.0,98.0,98,98,95,95,100,100,98,98,38,1479
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196600,2025-04-21T00:50:00+00:00,98.0,98.0,98.0,98.0,95,95,95,95,98,100,98,100,62,1491
KXBTCD-25APR2021-T85749.99,KXBTCD,1745196840,2025-04-21T00:54:00+00:00,,,,,95,99,95,99,100,100,100,100,0,1491
KXBTCD-25APR2021-T85749.99,KXBTCD,1745197140,2025-04-21T00:59:00+00:00,,,,,99,99,98,98,100,100,100,100,0,1491
KXBTCD-25APR2021-T85749.99,KXBTCD,1745197200,2025-04-21T01:00:00+00:00,,,,,98,99,95,99,100,100,100,100,0,1491
