1705276800000,41732.35000000,41787.45000000,41726.00000000,41755.38000000,80.16461000,1705276859999,3347596.44244480,1491,33.88872000,1414922.81381580,0
1705276860000,41755.39000000,41795.26000000,41721.10000000,41722.01000000,54.71585000,1705276919999,2284752.66788690,1300,34.67654000,1447883.52504430,0
1705276920000,41722.00000000,41775.80000000,41718.05000000,41765.53000000,47.43916000,1705276979999,1980031.58445990,1346,22.49133000,938908.45290460,0
1705276980000,41765.54000000,41776.00000000,41731.10000000,41772.64000000,39.31562000,1705277039999,1641729.12382950,1066,24.33736000,1016230.58687240,0
1705277040000,41772.63000000,41848.07000000,41749.87000000,41842.41000000,60.13177000,1705277099999,2513327.99160490,1275,34.99544000,1462888.21932050,0
1705277100000,41842.40000000,41915.95000000,41838.00000000,41897.64000000,70.44373000,1705277159999,2950165.77946820,1719,54.65948000,2288940.37880920,0
1705277160000,41897.65000000,41897.65000000,41862.97000000,41867.44000000,42.50849000,1705277219999,1780267.92127720,988,23.52635000,985183.05244610,0
1705277220000,41867.44000000,41889.79000000,41867.27000000,41879.35000000,21.04897000,1705277279999,881482.33796060,703,16.45144000,688947.44713140,0
1705277280000,41879.34000000,41891.10000000,41853.09000000,41856.46000000,35.18277000,1705277339999,1473086.96109940,851,18.29982000,766192.54990320,0
1705277340000,41856.45000000,41877.04000000,41856.45000000,41877.03000000,13.01890000,1705277399999,545072.89930630,493,9.26326000,387828.40453150,0
1705277400000,41877.04000000,41975.65000000,41877.03000000,41975.64000000,21.25965000,1705277459999,891315.82117960,1182,17.63958000,739507.25625280,0
1705277460000,41975.64000000,41982.00000000,41937.45000000,41974.01000000,53.14255000,1705277519999,2230136.35609360,1172,37.49854000,1573570.31641480,0
1705277520000,41974.01000000,42005.51000000,41972.37000000,42002.00000000,27.07148000,1705277579999,1136876.27809030,1362,16.05691000,674304.18953210,0
1705277580000,42001.99000000,42060.80000000,41998.01000000,42045.30000000,88.39817000,1705277639999,3716097.36428910,1722,48.60231000,2042981.39834100,0
1705277640000,42045.30000000,42060.92000000,42045.30000000,42045.30000000,24.06213000,1705277699999,1011916.39179540,929,18.41079000,774246.00853950,0
1705277700000,42045.31000000,42064.00000000,42028.68000000,42060.00000000,57.39793000,1705277759999,2413495.09203700,1186,41.55836000,1747481.90736620,0
1705277760000,42059.99000000,42116.75000000,42047.48000000,42096.10000000,51.34422000,1705277819999,2160814.84611270,1733,32.82387000,1381190.01797270,0
